"Region","Player","Payout","RawPowerPoints"
"Europe","60 ping Slender","1920","2219.03"
"Europe","LC Klinberi","1920","2115.77"
"Europe","icaruski","1920","2634.84"
"Europe","exeed Rekins","1920","2489.81"
"Europe","Noooun","1920","1747.64"
"Europe","MarkiLokuras","1915","3459.46"
"Europe","restrained xo","1915","2379.98"
"Europe","KelFy.","1915","2483.54"
"Europe","Chrịos","1900","2232.36"
"Europe","DeliriumKniferYT","1900","2530.45"
"Europe","R9 Wynzi","1900","2253.31"
"Europe","LOST HycrisZ1","1900","2186.54"
"Europe","Napoleon 4.","1900","1860.19"
"Europe","TaTV Kami","1900","2218.04"
"Europe","SNG Oller","1895","2031.97"
"Europe","C4 Tonyy","1895","1244.82"
"Europe","Ѕniji","1895","2517.38"
"Europe","youtube lolmage","1895","2872.55"
"Europe","Sаfik","1890","3797.28"
"Europe","T A S K L E Y","1890","2030.17"
"Europe","Twitch_ShadeCOT","1875","1755.43"
"Europe","MVP Krith","1875","2091.33"
"Europe","M10 Carnifexed","1875","2096.84"
"Europe","iimortex","1875","2232.26"
"Europe","Jzсk","1875","1619.71"
"Europe","Jamy_.","1870","2637.64"
"Europe","Kiddy Nuarix","1870","2298.27"
"Europe","beGenius Jules","1870","1284.17"
"Europe","Twitter ChapoFR","1870","2217.29"
"Europe","ttv trizoxx","1870","2197.85"
"Europe","Omerix DragSlyde","1860","2453.73"
"Europe","Notarez YT","1850","2050.20"
"Europe","R9 Alek","1850","2307.48"
"Europe","S Kaaz","1850","2245.91"
"Europe","VHV Stuffs.","1850","1804.38"
"Europe","IQ crank","1850","2393.73"
"Europe","Healty NeyFaz","1850","1926.28"
"Europe","Donk is trash","1840","2328.01"
"Europe","oS Rise","1840","2254.53"
"Europe","Reapers Dokko","1835","3080.31"
"Europe","hälfdumb","1830","1536.85"
"Europe","яho","1830","1638.18"
"Europe","Dubs on EU","1825","2288.55"
"Europe","AZZEK_YOUTUBE","1825","2152.03"
"Europe","LOST scout","1825","2123.48"
"Europe","Use code D4ve2k","1825","2351.79"
"Europe","WGS_Qoo","1825","2062.10"
"Europe","SNG Rasmusnie","1820","2364.44"
"Europe","pocho-iwnl","1820","2474.44"
"Europe","PENTA Ocin","1820","2209.38"
"Europe","Grizzlyy_","1820","2086.90"
"Europe","QLASH Zid","1815","3451.00"
"Europe","WAP Raas","1815","2606.06"
"Europe","VEIZZE","1800","2130.57"
"Europe","FN_LAZY","1800","2234.15"
"Europe","FRAG Pasjidadi","1800","2142.26"
"Europe","Flex. iwnl","1800","2230.88"
"Europe","Azqvro","1800","1464.47"
"Europe","Eragonist","1800","2385.25"
"Europe","Artemis Berloufe","1795","2507.69"
"Europe","imdunky -1 ping","1795","2360.97"
"Europe","xAcceptiion.","1795","2095.04"
"Europe","Twitter LokyYTB","1795","3297.99"
"Europe","MIKESㅤㅤㅤ","1790","3670.42"
"Europe","zenys was taken","1790","3481.70"
"Europe","Scorteck","1775","2417.15"
"Europe","Twitch.tv_eXes3","1775","2251.93"
"Europe","johvn","1775","2086.41"
"Europe","FSpirit Basto","1775","2220.65"
"Europe","Barnabaas.","1775","1834.91"
"Europe","Balazio the pug","1770","1682.21"
"Europe","guus语","1770","2521.57"
"Europe","HRZ SileenzZ","1770","2860.28"
"Europe","kayzler","1770","2610.14"
"Europe","SvG PepeGa","1770","2561.40"
"Europe","Rz Needler","1770","1826.63"
"Europe","Santisz.","1770","2382.67"
"Europe","raZguL.","1770","2726.23"
"Europe","NoFlex Agrowyn","1765","2202.22"
"Europe","Flames Ngee","1765","2043.13"
"Europe","ttv.wkeyerbot","1760","2335.96"
"Europe","Twitch Josaplyy","1750","2095.94"
"Europe","Twitch PaddyFA","1750","2191.58"
"Europe","Nativeheheexd","1750","1992.42"
"Europe","ƒanta","1750","1672.87"
"Europe","Fnatic_Jαrl","1750","1821.13"
"Europe","Escaracho","1750","1981.65"
"Europe","Helwane.","1750","2292.78"
"Europe","Gawho","1750","1297.88"
"Europe","Atlantis Astro","1750","1633.75"
"Europe","AntаR","1750","1850.83"
"Europe","DualMedia ShaykN","1750","1893.69"
"Europe","cerN takin walls","1750","2178.50"
"Europe","CODE Gh0sTFN","1750","1822.82"
"Europe","Zαkim","1750","2220.92"
"Europe","Jed1 fiR3hUNTER","1745","2957.72"
"Europe","iG.Dext","1745","1834.28"
"Europe","myztro Rass","1745","2735.92"
"Europe","ManuM iwnl","1745","2010.04"
"Europe","Proggo.","1745","1795.83"
"Europe","Sad Socio2k -.-","1745","1976.56"
"Europe","ReconFNBR","1745","1648.02"
"Europe","ROZM4RIN","1745","2589.59"
"Europe","Kisatoverit","1740","2987.95"
"Europe","Im Exite","1725","1827.77"
"Europe","InPanix Exotix","1725","2342.52"
"Europe","Frede.","1725","2135.48"
"Europe","lost xeason","1725","1928.02"
"Europe","LOST TheVs","1720","2378.51"
"Europe","Marvy ITA","1720","2444.42"
"Europe","MG Arnie","1720","2674.22"
"Europe","NN c1aymore","1720","2200.00"
"Europe","syrnesto","1720","3097.77"
"Europe","Flaavoooㅤ","1720","2469.51"
"Europe","SamTheOne YT","1715","2456.85"
"Europe","Minny 更好的獲勝","1710","3181.66"
"Europe","moneey_","1710","1959.54"
"Europe","FANCY.Huty","1710","3164.83"
"Europe","madzenJ","1700","1816.65"
"Europe","LOST f3lix.","1700","1984.68"
"Europe","steilz2k","1700","1636.18"
"Europe","Unique inclyde","1700","1568.03"
"Europe","vFahman","1700","1758.25"
"Europe","Twitter Sqrce","1695","2468.07"
"Europe","Lukeyy spams L2","1695","2381.04"
"Europe","gBots SaMMyy","1695","2631.48"
"Europe","Hestia Azrog","1695","2288.23"
"Europe","jigglypuff97531","1690","3560.47"
"Europe","KiritóSán","1690","2132.85"
"Europe","S1dneyeu","1690","1408.92"
"Europe","y0ah","1690","1789.87"
"Europe","iBoars Macius","1675","2059.10"
"Europe","FRAG Veliza","1675","2156.96"
"Europe","CR4ZY Markonix","1675","1810.23"
"Europe","drizzy elJuintas","1670","1584.98"
"Europe","AmarCoD","1670","2082.59"
"Europe","FluffyAlfred","1670","1888.99"
"Europe","FA Zecq","1670","1903.89"
"Europe","YT Benzkii","1670","2642.54"
"Europe","Stena.","1665","2915.77"
"Europe","statisdog","1660","2499.92"
"Europe","YT SUICIDE GiboN","1660","3357.17"
"Europe","Twitter Kur0neel","1650","1791.02"
"Europe","Twitch_Dkokholm","1650","1941.03"
"Europe","N47 Sieba","1650","1235.62"
"Europe","OeS t0nse","1650","1825.06"
"Europe","brodmelle YT","1650","1492.80"
"Europe","delete btw","1645","1766.39"
"Europe","CODE MicheMoche","1645","1447.02"
"Europe","Koutо","1645","2137.67"
"Europe","ϟㅤㅤㅤKuchtaㅤㅤㅤϟ","1645","1946.28"
"Europe","Recon Braize","1640","2868.71"
"Europe","Rexoo","1640","2617.14"
"Europe","Playwell Stakken","1640","3469.50"
"Europe","Whittzz","1640","2388.52"
"Europe","ViaR Ken","1625","1951.23"
"Europe","twitch skilico","1625","1979.83"
"Europe","Nush-","1625","1914.55"
"Europe","LOST Lynox","1625","2062.56"
"Europe","Jaiz fn","1625","1986.20"
"Europe","FatGardner","1625","1794.24"
"Europe","Dwiil","1625","2148.89"
"Europe","Bjergz","1625","1468.95"
"Europe","GB Alekss","1620","3068.80"
"Europe","FTW Kyo","1620","2228.63"
"Europe","Glorly.","1620","2149.96"
"Europe","Kаrtun","1620","2177.55"
"Europe","numbyy","1620","2631.89"
"Europe","UsingVinko","1620","1774.65"
"Europe","zAndy 30FPS","1620","1557.76"
"Europe","Ayummm_","1610","3258.22"
"Europe","Bodike.","1600","1691.58"
"Europe","DualMedia Guyzou","1600","1602.12"
"Europe","Dosymayt.","1600","1952.60"
"Europe","K l i n g","1600","1924.46"
"Europe","idhem.","1600","1850.54"
"Europe","ggDugee","1600","1610.08"
"Europe","fantech shizo","1600","1872.50"
"Europe","OGV Yatzy TTV","1600","1952.94"
"Europe","Oserv Slowzey","1600","1546.77"
"Europe","myztro Severin","1595","2456.81"
"Europe","WYZIP","1595","2483.81"
"Europe","Spartoss.","1590","2559.96"
"Europe","SNG WaiZ","1590","2798.98"
"Europe","gowtyx spams L2","1590","2687.85"
"Europe","Mavence Karma","1585","3001.97"
"Europe","SUICIDE_Flame","1580","3894.01"
"Europe","MikeeyS","1575","1657.50"
"Europe","orKsGP Trocool","1575","2096.01"
"Europe","Healty Scörnây","1575","2016.58"
"Europe","Fadji ツ","1575","1948.72"
"Europe","dMIND.Monki","1575","1986.25"
"Europe","babablessxd","1575","2109.37"
"Europe","240hz Ryuu","1575","1976.92"
"Europe","Ak11m ツ","1570","1949.31"
"Europe","DicT Détéka","1570","1215.05"
"Europe","InPanix Кylιe","1570","2137.79"
"Europe","Łаrrý","1570","1987.32"
"Europe","Sloanific","1570","1348.99"
"Europe","Twitch Grumpyyy","1565","1375.23"
"Europe","prettyboyjoel","1565","2023.30"
"Europe","Forever Flace","1560","2921.37"
"Europe","FreeAgent B2K","1560","2887.51"
"Europe","HnS Stasiowyy","1550","1824.32"
"Europe","jannyXD on yt","1550","1767.72"
"Europe","Kaltsukole","1550","2016.73"
"Europe","kind of brasco","1550","1944.87"
"Europe","Dynamo L2.","1550","1618.38"
"Europe","0161 zahq","1550","2028.71"
"Europe","BøttchR","1550","1105.90"
"Europe","Peero.","1550","1361.86"
"Europe","Recon elkopaa","1550","1825.34"
"Europe","S Meoh","1550","1809.53"
"Europe","menacë","1550","1709.01"
"Europe","wilwit","1550","1897.85"
"Europe","SwaaTz_","1550","1692.11"
"Europe","STR Jayba","1545","2412.13"
"Europe","WLG Termitis","1545","2179.98"
"Europe","N0.1 BOT","1545","1466.73"
"Europe","Oziris Sarcy","1545","2125.95"
"Europe","Paddy_FN","1545","2190.52"
"Europe","prettyboyonur","1545","2304.83"
"Europe","RaydenEstGaucher","1545","2267.17"
"Europe","Artic Dangerous","1545","1784.08"
"Europe","CODE retroh","1545","1901.72"
"Europe","Hestia Andgel","1545","1793.68"
"Europe","Healty shirow","1540","2463.99"
"Europe","Elqoe","1540","1919.84"
"Europe","AyarBaffo","1540","1681.01"
"Europe","shmeky","1540","3154.71"
"Europe","Reflex Lukouss_","1525","1850.75"
"Europe","Negаtive","1525","1831.58"
"Europe","LORTEDX AQ","1525","1898.65"
"Europe","4Bergman","1525","1774.30"
"Europe","HDKN FlapJack","1525","1971.49"
"Europe","Xypher Vonamut","1525","1927.37"
"Europe","zusa.","1520","2909.33"
"Europe","Healty Tinoks","1520","1792.81"
"Europe","LEМ0N","1520","2707.76"
"Europe","IllIllIlllIlll","1520","1913.59"
"Europe","DSΙRシ","1520","2925.24"
"Europe","ShadowTwist.","1520","1792.23"
"Europe","ᖴrank","1520","851.02"
"Europe","Papada Byk.","1520","2522.84"
"Europe","plixyy","1500","1405.78"
"Europe","RAT DEMFZZ3","1500","1956.09"
"Europe","QLASH LiSeeZ","1500","1857.06"
"Europe","QLASH M-DeRz","1500","1986.54"
"Europe","RYL Riverboat","1500","1727.31"
"Europe","Masaato","1500","1691.61"
"Europe","Shunshow","1500","1891.80"
"Europe","SitriC Muzzyy","1500","1906.12"
"Europe","Drizzeh","1500","1829.02"
"Europe","DaveHR","1500","1982.42"
"Europe","Hjrapp","1500","1892.89"
"Europe","humanilliance.","1500","1722.00"
"Europe","Αtlantis Savage","1500","1956.17"
"Europe","Zeekix","1500","1849.15"
"Europe","French Maqua","1495","1751.35"
"Europe","Karba.","1495","1289.00"
"Europe","apen.","1495","1330.58"
"Europe","Umbrela Mps.Kezi","1495","1397.23"
"Europe","TwitchLaazarovTV","1490","2744.47"
"Europe","MaximusNL","1490","1738.16"
"Europe","Shadow is Fish","1490","1368.19"
"Europe","Dewqz","1485","2820.17"
"Europe","klownㅤㅤㅤ","1480","1132.76"
"Europe","dev ez","1475","2119.48"
"Europe","Crispy1 Nayyy","1475","1791.05"
"Europe","Crisqy","1475","1581.18"
"Europe","aka 20Frames","1475","1730.71"
"Europe","BNq.Effect","1475","1713.02"
"Europe","NepSi.","1475","1641.60"
"Europe","VGIA xIsma","1475","1900.26"
"Europe","Sigma Chex","1475","1737.59"
"Europe","Tigers","1475","1088.35"
"Europe","Μennis","1475","1661.81"
"Europe","Τhimo","1470","1894.34"
"Europe","саl","1470","2809.16"
"Europe","スPhineasCSC","1470","1416.01"
"Europe","macsyuta123","1470","1341.93"
"Europe","LOST_MaxxaM","1470","2031.11"
"Europe","ɔrio","1470","1585.29"
"Europe","dat trax","1470","2210.75"
"Europe","dough boy jetsku","1470","2725.98"
"Europe","SYM Tully","1465","2189.75"
"Europe","Lɑxus","1460","3097.88"
"Europe","Ibo Controller","1450","1474.10"
"Europe","HobbitWho_tv","1450","1335.23"
"Europe","Eldin Eats Burek","1450","1602.39"
"Europe","COMETA Sparkie","1450","1944.90"
"Europe","CELIKON","1450","1808.32"
"Europe","ChewiFN","1450","1855.13"
"Europe","BMICE Sunddely","1450","1834.69"
"Europe","botfiz","1450","1423.22"
"Europe","SNG Mumzy","1450","1752.09"
"Europe","Volkan Quinton","1450","1559.94"
"Europe","mystiic xd","1450","1689.76"
"Europe","op DeepMans","1450","1754.07"
"Europe","Pb StRoGo","1450","1539.83"
"Europe","Papada Hell","1445","2379.39"
"Europe","NoVa iwnl","1445","1732.00"
"Europe","STR Riki","1445","2139.07"
"Europe","AEVA Kenzi","1445","2080.32"
"Europe","Crimsou.","1445","2323.22"
"Europe","Bad Loot Aura.","1440","2211.11"
"Europe","VAB GRA1E","1425","1803.92"
"Europe","w Bleak","1425","1898.70"
"Europe","Twitch ItsXilef","1425","1733.15"
"Europe","OCTVN.Lezaris","1425","1793.46"
"Europe","Mugi TV","1425","1837.45"
"Europe","MAD Arnautron","1425","1558.90"
"Europe","Swapz.","1420","2068.85"
"Europe","triks is 愚か","1420","1641.27"
"Europe","E31337 Z1ro","1420","1469.37"
"Europe","HottieFN","1420","485.39"
"Europe","LC doyal","1420","1366.15"
"Europe","Lil Host","1420","1646.84"
"Europe","Bezz xo","1415","1753.09"
"Europe","Twitch FlashyBTW","1415","1557.10"
"Europe","Not Kebo_","1410","2030.20"
"Europe","Not Bramss","1400","1817.21"
"Europe","r8teful","1400","1444.54"
"Europe","Raskology","1400","1611.24"
"Europe","Sensoriiio.","1400","1580.93"
"Europe","RIKSA -","1400","1543.46"
"Europe","rift magnet yami","1400","1453.42"
"Europe","ttv hayesfn","1400","1620.81"
"Europe","stormou.","1400","1144.04"
"Europe","SitriC Blitz","1400","1682.03"
"Europe","Skillamu.","1400","1730.57"
"Europe","BC Moneeyz","1400","1380.52"
"Europe","E11 FronteZzZz","1400","1713.40"
"Europe","ＣｙＢｅａｒ","1400","1975.10"
"Europe","iXi btw","1400","1413.47"
"Europe","EVD Ldai","1400","1613.20"
"Europe","FA Blazen","1400","1773.35"
"Europe","GSF Doyla","1395","1904.90"
"Europe","G2 RazZzero0o","1395","2107.57"
"Europe","JackRyanFox","1395","1974.69"
"Europe","IG_monkeyisHoTtt","1395","1748.39"
"Europe","BLRY","1395","1914.64"
"Europe","TomzyV1","1395","1854.02"
"Europe","Ńail","1395","2106.06"
"Europe","NIKELESS","1395","2215.55"
"Europe","Twitch FootFrag","1390","1965.25"
"Europe","ksilight ne ls","1390","3175.08"
"Europe","jaggу","1380","2375.17"
"Europe","Twitch ImSepron","1380","1041.40"
"Europe","TU Broken","1375","1735.59"
"Europe","Unic FN","1375","1651.58"
"Europe","Volkan Entire","1375","1745.07"
"Europe","mostrom","1375","1719.56"
"Europe","Hicana","1375","1825.08"
"Europe","eWip Donkеyy","1375","1726.53"
"Europe","Asylum Raklette","1375","1699.45"
"Europe","Artemis Sweet","1375","1970.41"
"Europe","AeQ Frederlvk","1375","1676.60"
"Europe","cute GreenS0ck","1375","1818.18"
"Europe","DRapidd btw","1375","1755.54"
"Europe","рilgaard","1375","1830.92"
"Europe","Xypher Sorfosmo","1375","1111.64"
"Europe","charlies a tramp","1370","1762.53"
"Europe","Absent Shoof","1370","1637.14"
"Europe","FA Flowzz","1370","1514.70"
"Europe","FlupsHD","1370","1115.27"
"Europe","gogos btw","1370","2198.88"
"Europe","lucidXIV","1370","1425.01"
"Europe","NativeReSuckBall","1370","1567.26"
"Europe","Playwell Accis","1370","2036.71"
