"Region","Player","Payout","RawPowerPoints"
"NA West","FLY Edgey","56375","9073.73"
"NA West","Cented","55425","8985.56"
"NA West","S2 rehx","52050","9553.29"
"NA West","GTEdog","42200","5730.38"
"NA West","ㅤﾠㅤ","42150","5628.90"
"NA West","JayRosez","41900","5261.22"
"NA West","KNG EpikWhale","33700","9224.16"
"NA West","Liquid Riversan","33375","6789.02"
"NA West","1400 Symetrical","29450","7906.01"
"NA West","Arkhram1x","28300","7426.61"
"NA West","Thomuss_","27575","8239.62"
"NA West","KNG Leno","24850","7906.61"
"NA West","1400 Pika","23350","7347.73"
"NA West","wavyjаcob","22275","7700.54"
"NA West","Bloom Falconer","21150","6391.76"
"NA West","ThaiTanks","20900","8301.87"
"NA West","100T Ceice","20400","4573.07"
"NA West","100T Elevate","20400","4573.07"
"NA West","Au maken YT","18775","8468.28"
"NA West","4DRStorm.","16450","6311.84"
"NA West","Au frapai","15850","7162.74"
"NA West","snоw xd","14625","6303.53"
"NA West","WBG Rhux","14550","6516.59"
"NA West","Au tyvan YT","14275","7562.89"
"NA West","snoirreH","13250","8439.21"
"NA West","Sogys on 60hz","13100","5628.14"
"NA West","1400 DomoFN YT","13025","6441.95"
"NA West","KNG Jay.","12600","7600.34"
"NA West","KNG Barl","12500","8107.67"
"NA West","KNG little","11475","6623.29"
"NA West","sрooк","11300","5069.55"
"NA West","Ghost Aydan","11150","6356.71"
"NA West","coL Lanjok","11000","3742.44"
"NA West","Ghost Sean","10850","6256.12"
"NA West","verrt","9000","7037.16"
"NA West","S2 thief","8700","6430.14"
"NA West","REC Triggу","8450","7064.59"
"NA West","KNG Tavern","8350","6912.49"
"NA West","Bolt dade","8200","5890.11"
"NA West","Voxie.","8175","6264.33"
"NA West","Old Man Fulmer","8150","8032.75"
"NA West","T1 Persecute","8075","7772.43"
"NA West","Bolt Jonny","8000","5981.49"
"NA West","Τocata","7900","5540.86"
"NA West","Joel619ツ","7850","5710.81"
"NA West","LZR Sрicy","7650","5616.93"
"NA West","100T Kyzui","7600","4831.52"
"NA West","Dino Kytrex","7600","8606.51"
"NA West","Unlocalize","7450","7589.53"
"NA West","Мony","7075","5290.04"
"NA West","WBG Visz","7050","2864.02"
"NA West","Twitch Maximoe","7050","6185.21"
"NA West","Blixifer","7050","5482.88"
"NA West","DooM Spectro","7000","6384.67"
"NA West","WBG Wheels","7000","7967.51"
"NA West","REC Harmful","7000","7011.13"
"NA West","RichHomieQuinn","6900","8191.68"
"NA West","E11 Vic","6700","5113.57"
"NA West","doouke","6650","4309.83"
"NA West","FA HzExtinct","6550","4170.25"
"NA West","Vayne WC","6475","6043.50"
"NA West","aim.nitrix1x","6300","5440.41"
"NA West","Lego Lxdesman","6200","5133.27"
"NA West","USE CODE PZUHS","6200","4160.57"
"NA West","S2 Bumboy","6200","6652.36"
"NA West","TXG Kehnys","6150","3268.87"
"NA West","ASTRO Icy","6050","5694.11"
"NA West","Pеarl","5825","5021.85"
"NA West","Ghost Kayuun","5800","3781.26"
"NA West","Bloom Kunichi","5750","2742.20"
"NA West","FaZe Jarviꜱ","5600","4763.59"
"NA West","KNG Vent","5600","3993.35"
"NA West","Love Naga","5600","5492.71"
"NA West","nnivlak 2S","5550","6650.91"
"NA West","Meta SinOoh","5350","1523.49"
"NA West","TSM.Vinny1x","5250","3404.09"
"NA West","DBreΕ","5050","7191.77"
"NA West","KNG Sealmatt","5000","3884.99"
"NA West","Bloom Peace","4800","6189.59"
"NA West","coL Punisher","4750","790.44"
"NA West","Balmes1x","4700","2001.18"
"NA West","spidеyy","4650","4663.24"
"NA West","parm","4625","5975.28"
"NA West","thomє","4600","2491.75"
"NA West","Litzinio","4600","5642.13"
"NA West","Nоlan","4525","5192.86"
"NA West","TSM_Kaysid","4400","4214.61"
"NA West","jammyz","4400","5828.20"
"NA West","FFW Vinny","4225","5807.95"
"NA West","flx","4175","4117.76"
"NA West","Chickeη","4150","4010.05"
"NA West","Synergy Kix","4150","5504.12"
"NA West","Slіm","4100","5299.62"
"NA West","jaeyung.","4100","5857.56"
"NA West","World Cup Dvces","4000","3241.93"
"NA West","Еndо","3925","3865.62"
"NA West","sí xetiq","3900","3181.25"
"NA West","Tristan Hipp","3800","5112.03"
"NA West","sensei tacozz","3800","4466.66"
"NA West","CarsonCBC","3800","2079.32"
"NA West","kаrhu","3700","695.93"
"NA West","m4 walla","3700","5005.63"
"NA West","CP_Dabzi","3600","3177.70"
"NA West","sensei cortex","3575","3871.70"
"NA West","TiG_FN","3525","3510.26"
"NA West","SiaDark","3525","2031.42"
"NA West","WBG Ranger","3475","2475.11"
"NA West","Retake BarBan","3475","5175.86"
"NA West","LZR Vide","3450","4729.11"
"NA West","Synergy Code Kix","3400","4712.90"
"NA West","DooM TRose","3400","2424.01"
"NA West","fright.","3400","3397.08"
"NA West","hоwdy","3350","3201.59"
"NA West","TXG Powur","3350","4909.73"
"NA West","ttv godku_","3325","4485.70"
"NA West","Clyfen","3325","4673.43"
"NA West","Dopiㅤ","3300","3760.32"
"NA West","Zoommba","3300","4570.80"
"NA West","Aurum","3200","4273.91"
"NA West","Fuzen Aixei","3200","2378.54"
"NA West","Synergy Legend","3200","4514.04"
"NA West","m4 aaron","3200","4105.82"
"NA West","SypherPK","3175","1969.72"
"NA West","uzi xenon","3175","3876.67"
"NA West","jasperfn on yt","3150","1042.02"
"NA West","aim.fiscoo","3150","3155.74"
"NA West","CLG psalm","3100","4469.18"
"NA West","Tairany","3050","1906.70"
"NA West","MRKN Lunatic","2850","3233.09"
"NA West","bossbabycornman","2850","4201.64"
"NA West","brogster.","2850","2728.65"
"NA West","fahvs","2850","2986.64"
"NA West","Meltze","2750","3947.87"
"NA West","zoooooooooooooof","2750","3851.48"
"NA West","Rift","2725","2526.43"
"NA West","Reguletor","2700","4505.16"
"NA West","TSM_Cloud.","2700","1155.38"
"NA West","Ghost Saf","2700","1519.45"
"NA West","100Т SirD","2700","2909.58"
"NA West","Atlas Chexxy","2650","3379.89"
"NA West","ASTRO Bzrk","2600","1909.97"
"NA West","juice.mizuma","2575","3831.23"
"NA West","Au Gosh","2550","4230.79"
"NA West","S2 slime","2550","3316.42"
"NA West","NolbertoEZ","2550","3529.49"
"NA West","S2 aimkey","2525","4542.60"
"NA West","Retake Slick","2500","4355.92"
"NA West","tinder NC Toko","2500","3504.06"
"NA West","Krypo.","2500","2928.38"
"NA West","f7Yagi","2450","2116.99"
"NA West","aim.zizrow","2450","3031.46"
"NA West","Dord0n","2450","3110.21"
"NA West","TXG Temple","2450","3780.70"
"NA West","niibs-","2450","3176.06"
"NA West","PapoAnthony","2400","3063.36"
"NA West","RBK JDW","2400","2898.79"
"NA West","Retake Rhxma","2375","2284.91"
"NA West","Monsoons.","2300","1651.34"
"NA West","bluzro.","2300","2655.73"
"NA West","iwnl-Caleb","2300","3516.16"
"NA West","Εctor","2300","3009.43"
"NA West","zensd","2300","2743.53"
"NA West","cbkflame","2275","3875.01"
"NA West","swork1","2275","954.58"
"NA West","rizzoh.","2250","2534.96"
"NA West","FaZe Jaomock","2250","1430.73"
"NA West","LBCJustinTV","2225","3563.43"
"NA West","Surge Prollo","2225","3280.64"
"NA West","Gen.G Maddiesuun","2200","1488.90"
"NA West","ChanceDies-","2200","1989.88"
"NA West","EG JTruth","2200","3851.15"
"NA West","broom scrub","2175","3930.00"
"NA West","Dizzlе.","2150","1353.00"
"NA West","LG Gunfly","2150","931.84"
"NA West","Timbers Jelty","2150","2443.87"
"NA West","Τrashy","2150","3236.72"
"NA West","Apex Bamboozle","2125","3009.49"
"NA West","byelies","2100","3567.01"
"NA West","Au franceUSA tv","2100","3205.14"
"NA West","jamin carry rose","2100","2780.03"
"NA West","snirot","2100","2603.67"
"NA West","willi_4m","2100","2866.49"
"NA West","Xycik","2100","2916.43"
"NA West","Synergy Toukii","2050","3333.04"
"NA West","Praise Silent","2050","1899.82"
"NA West","MRKN Gatekka","2050","2757.55"
"NA West","ImTruth.","2050","2203.11"
"NA West","LG frostyZK","2050","3506.53"
"NA West","LG Devious","2050","2768.00"
"NA West","Bolt Aethers duo","2050","2700.79"
"NA West","CLG_dafps","2025","3495.78"
"NA West","HaanzeR","2025","2192.03"
"NA West","Pair","2025","3630.17"
"NA West","Twitch Sauul9","2000","3035.08"
"NA West","Gundeals","2000","3109.40"
"NA West","BP cheo","2000","1712.15"
"NA West","BaySoldier","1950","2558.09"
"NA West","koldqt","1950","2393.71"
"NA West","TSM_ProdigyAces","1950","1280.75"
"NA West","Kloxic","1925","3178.77"
"NA West","blly","1925","3689.24"
"NA West","AK Ze","1925","2259.77"
"NA West","AnteeDøte","1900","2468.49"
"NA West","Boppin is Lost","1900","1714.03"
"NA West","Au fate","1900","2838.65"
"NA West","TXG Gibbyyyyyyyy","1900","3306.89"
"NA West","Rise Joysick","1900","2987.09"
"NA West","Rise scrupools","1900","2987.09"
"NA West","Ruckuh","1900","3020.78"
"NA West","Retake Extatic","1900","2777.85"
"NA West","nmgreen","1900","2986.85"
"NA West","Yonder July","1900","2605.39"
"NA West","Mazer Lollicker","1875","2729.75"
"NA West","shp66k","1875","3035.46"
"NA West","Tendaі","1850","3055.84"
"NA West","mylеs","1850","2069.60"
"NA West","Ashez.","1850","1706.74"
"NA West","aim.baackup","1850","2219.22"
"NA West","Knives Is Daddy","1850","2211.66"
"NA West","liftiе","1850","2353.68"
"NA West","Impulѕe","1850","2945.64"
"NA West","goldеnn","1850","2588.24"
"NA West","Ferny 69","1850","2152.49"
"NA West","FA Ezzi","1850","2797.13"
"NA West","cV Dymide","1825","2205.53"
"NA West","OhMyPulse","1825","2039.62"
"NA West","Mazer captainy","1825","2840.73"
"NA West","Oppa Whip YT","1800","1912.16"
"NA West","Phoenixaa","1800","2892.57"
"NA West","Trev Frags","1800","2357.90"
"NA West","Daπte","1800","2764.94"
"NA West","alexWEARY","1800","2840.00"
"NA West","IBEATMYSLOTH","1800","2394.73"
"NA West","Twitch Rucien","1775","2396.29"
"NA West","X13 illChase","1750","2815.47"
"NA West","Sritzer","1750","2248.79"
"NA West","Prox zy","1750","2511.84"
"NA West","S2 pash","1750","2276.80"
"NA West","Nerf L2 Gratrix","1750","2400.64"
"NA West","Lucas is bad.","1750","2792.93"
"NA West","icedgreg","1750","2393.42"
"NA West","Drum Gun iRewq","1750","1862.67"
"NA West","Code JucyBTW","1750","799.87"
"NA West","Ηellboy Ψ","1750","2559.98"
"NA West","AK Anxiety","1700","3174.56"
"NA West","Au Jace","1700","1927.65"
"NA West","jota","1700","2509.99"
"NA West","Leech btw","1700","1533.56"
"NA West","Mazer Wood","1700","2550.80"
"NA West","Retake Impact","1700","2548.54"
"NA West","Paul1x.","1700","2774.19"
"NA West","thn boonie","1700","2439.04"
"NA West","Tempest Soulo","1675","2160.28"
"NA West","syphx.","1650","1742.66"
"NA West","SіrElmo","1650","1723.54"
"NA West","use code akau","1650","2840.61"
"NA West","twitch yngcole","1650","1887.04"
"NA West","Pcket","1650","1935.35"
"NA West","JayWick on YT","1650","2047.68"
"NA West","Brocori.","1650","2233.13"
"NA West","aim.alithy","1600","2359.91"
"NA West","MaxTL","1600","1897.17"
"NA West","Victiini","1600","2158.27"
"NA West","Au ronin YT","1575","2221.21"
"NA West","Aspirе","1550","1344.89"
"NA West","ShiroRz","1550","2076.46"
"NA West","nanolite.","1550","1070.86"
"NA West","okNil.","1550","2217.12"
"NA West","SisLovesSeajae","1525","2591.29"
"NA West","Тricks","1525","2308.17"
"NA West","slayerkey TTV","1500","1969.55"
"NA West","Tempest Juuki","1500","1736.11"
"NA West","wefccwefw","1500","714.57"
"NA West","Phíll","1500","1464.30"
"NA West","Retake Sceptile","1500","2797.36"
"NA West","Bryan On Scuf","1500","1425.05"
"NA West","Aggro Venor","1500","2174.96"
"NA West","Artillery_Tv","1500","1874.01"
"NA West","AC Kyle","1500","2127.20"
"NA West","CODE AIMS","1500","2147.09"
"NA West","entigo spams l2","1500","2045.22"
"NA West","ItsProdigyFN","1500","2325.03"
"NA West","FA Kenshi","1500","2185.08"
"NA West","Fake-Tocata","1500","771.31"
"NA West","Gvcci on youtube","1500","2076.77"
"NA West","landеn","1475","1671.22"
"NA West","ASTRO Owen","1475","1815.04"
"NA West","nani_sk.TV","1475","2800.19"
"NA West","Twitch Haasty_","1475","1960.37"
"NA West","SpiɍitLS","1450","2232.88"
"NA West","Avos Alex","1450","1632.65"
"NA West","aim.ramos1x","1450","1871.11"
"NA West","Liilryan","1450","2403.38"
"NA West","FA Samster","1450","2311.97"
"NA West","DeesoTv","1425","1669.71"
"NA West","Bolt LVs duo","1400","1650.32"
"NA West","blaze sama","1400","2006.24"
"NA West","Fuzen Trunks","1400","1841.20"
"NA West","karp -","1400","1103.13"
"NA West","ImThatSheep","1400","2216.51"
"NA West","Typical Gamer","1400","2177.34"
"NA West","schlumpC2F","1400","2109.11"
"NA West","unsightly on yt","1375","2009.49"
"NA West","Synergy Lucxs","1375","2371.25"
"NA West","Synergy JaayLe","1350","2376.86"
"NA West","Swazy Stef","1350","1134.92"
"NA West","Oath Gaabbles","1350","1588.37"
"NA West","mp bryanG","1350","1488.67"
"NA West","frnzy lucasbyars","1350","1629.81"
"NA West","Fruιty","1350","1705.09"
"NA West","A-Maineyy.TVbtw","1350","2191.27"
