week,soloOrDuo,player1,player2,region,rank,payout,points   
Week 3,Solo,AGO DaaV,,Europe,29,650,53
Week 3,Solo,GoonrFA,,Europe,30,650,52
Week 3,Solo,TTVImTh3Beast,,Europe,31,550,52
Week 3,Solo,BøttchR,,Europe,32,550,52
Week 3,Solo,OeS Freq,,Europe,33,550,52
Week 3,Solo,Atlantis Mitr0,,Europe,34,550,51
Week 3,Solo,uNp danDA?,,Europe,35,550,51
Week 3,Solo,Actió,,Europe,36,550,50
Week 3,Solo,TS OO,,Europe,37,550,50
Week 3,Solo,nuggi.,,Europe,38,550,50
Week 3,Solo,Legxndz xddddddd,,Europe,39,550,50
Week 3,Solo,Detoox.,,Europe,40,550,50
Week 3,Solo,Kiryache32,,Europe,41,450,50
Week 3,Solo,Daddy Madss,,Europe,42,450,50
Week 3,Solo,Le Stuff 2 XEWER,,Europe,43,450,50
Week 3,Solo,Imsdalo,,Europe,44,450,49
Week 3,Solo,P L I X Y,,Europe,45,450,49
Week 3,Solo,Atlantis Flikk,,Europe,46,450,49
Week 3,Solo,R?ZE,,Europe,47,450,48
Week 3,Solo,Winstrike Mayhem,,Europe,48,450,48
Week 3,Solo,coffeh.,,Europe,49,450,48
Week 3,Solo,M10 zwetschkE,,Europe,50,450,48
Week 3,Solo,Gambit AstroSMZ,,Europe,51,400,47
Week 3,Solo,FelixGen_,,Europe,52,400,47
Week 3,Solo,Exalty Falconly,,Europe,53,400,47
Week 3,Solo,Derox.,,Europe,54,400,47
Week 3,Solo,Jalebob Twitch,,Europe,55,400,47
Week 3,Solo,IMajestQ,,Europe,56,400,47
Week 3,Solo,ViaR Kenhk168,,Europe,57,400,47
Week 3,Solo,E11 Boyer,,Europe,58,400,47
Week 3,Solo,VP JAMSIDE,,Europe,59,400,47
Week 3,Solo,VapxrzCSC,,Europe,60,400,47
Week 3,Solo,Merijn -_-,,Europe,61,400,47
Week 3,Solo,CODE LUUU,,Europe,62,400,47
Week 3,Solo,Twitch EdwinFN_,,Europe,63,400,46
Week 3,Solo,villager krejz,,Europe,64,400,46
Week 3,Solo,M5 l Crowlley,,Europe,65,400,46
Week 3,Solo,M IDhem,,Europe,66,400,46
Week 3,Solo,aqua.?,,Europe,67,400,46
Week 3,Solo,Alliance Ticke,,Europe,68,400,46
Week 3,Solo,STD.CONTROLLER ?,,Europe,69,400,46
Week 3,Solo,SitriC limbo,,Europe,70,400,46
Week 3,Solo,CONQUER gasoneeh,,Europe,71,400,46
Week 3,Solo,Zino was taken,,Europe,72,400,45
Week 3,Solo,Lootboy Skram,,Europe,73,400,45
Week 3,Solo,mikejeje,,Europe,74,400,45
Week 3,Solo,CaptainWind,,Europe,75,400,45
Week 3,Solo,NLE Teed,,Europe,76,350,45
Week 3,Solo,Riki XDD,,Europe,77,350,45
Week 3,Solo,Twitch JNips,,Europe,78,350,45
Week 3,Solo,COOLER Gebber,,Europe,79,350,45
Week 3,Solo,QLASH JoYe,,Europe,80,350,45
Week 3,Solo,LeStream Blaxou,,Europe,81,350,44
Week 3,Solo,zemee,,Europe,82,350,44
Week 3,Solo,JohnFN,,Europe,83,350,44
Week 3,Solo,DestinysJesusTTV,,Europe,84,350,44
Week 3,Solo,Wxlfiez,,Europe,85,350,44
Week 3,Solo,MarkusC_,,Europe,86,350,44
Week 3,Solo,Atlantis kejseR,,Europe,87,350,44
Week 3,Solo,phyzix santo,,Europe,88,350,44
Week 3,Solo,Drali V,,Europe,89,350,44
Week 3,Solo,forcezkiyFN,,Europe,90,350,43
Week 3,Solo,Not BadSniper,,Europe,91,350,43
Week 3,Solo,AZZEK_YOUTUBE,,Europe,92,350,43
Week 3,Solo,jakei btw,,Europe,93,350,43
Week 3,Solo,Raskology,,Europe,94,350,43
Week 3,Solo,FaZe Vorwenn,,Europe,95,350,43
Week 3,Solo,Evade AddzZ,,Europe,96,350,43
Week 3,Solo,N47 Klusia,,Europe,97,350,43
Week 3,Solo,Adictus Previous,,Europe,98,350,43
Week 3,Solo,Andeeza,,Europe,99,350,43
Week 3,Solo,Osmose Sops,,Europe,100,350,43
Week 5,Solo,Atlantis L?tshe,,Europe,1,5000,87
Week 5,Solo,AGO JarkoS,,Europe,2,4000,67
Week 5,Solo,N47 Klusia,,Europe,3,3000,66
Week 5,Solo,NRG MrSavageM,,Europe,4,2500,65
Week 5,Solo,Ghost Issa,,Europe,5,2250,65
Week 5,Solo,MGA Snayzy,,Europe,6,2000,64
Week 5,Solo,Fnatic smeef,,Europe,7,1750,64
Week 5,Solo,DualMedia BlastR,,Europe,8,1500,63
Week 5,Solo,FACT lolb0om,,Europe,9,1250,58
Week 5,Solo,Twitch.ChronoFN,,Europe,10,1000,58
Week 5,Solo,Atlantis Mitr0,,Europe,11,800,58
Week 5,Solo,Zino was taken,,Europe,12,800,58
Week 5,Solo,?eekzie,,Europe,13,800,58
Week 5,Solo,LeStream Blaxou,,Europe,14,800,57
Week 5,Solo,OhShadow,,Europe,15,800,57
Week 5,Solo,S2V JrgeQ,,Europe,16,800,57
Week 5,Solo,SNG Th0masHD,,Europe,17,800,56
Week 5,Solo,brodmelle YT,,Europe,18,800,55
Week 5,Solo,Solary Kinstaar,,Europe,19,800,55
Week 5,Solo,Riki XDD,,Europe,20,800,55
Week 5,Solo,SAMSUNG Heatzy,,Europe,21,650,54
Week 5,Solo,Exalty Robabz,,Europe,22,650,54
Week 5,Solo,E11 Boyer,,Europe,23,650,54
Week 5,Solo,dMIND.teeq,,Europe,24,650,54
Week 5,Solo,Jz?k,,Europe,25,650,54
Week 5,Solo,pennzor,,Europe,26,650,54
Week 5,Solo,MCES Andilex,,Europe,27,650,53
Week 5,Solo,Gambit Toose,,Europe,28,650,52
Week 5,Solo,jetpacksGG,,Europe,29,650,52
Week 5,Solo,TS OO,,Europe,30,650,52
Week 5,Solo,TTV.RealCorbs,,Europe,31,550,52
Week 5,Solo,G martee?eu,,Europe,32,550,51
Week 5,Solo,Kezixxx,,Europe,33,550,51
Week 5,Solo,Mirage??,,Europe,34,550,51
Week 5,Solo,TTV Bl4ckFN,,Europe,35,550,50
Week 5,Solo,Gambit AstroSMZ,,Europe,36,550,50
Week 5,Solo,FB cl4rk,,Europe,37,550,50
Week 5,Solo,uNp FeRinS,,Europe,38,550,50
Week 5,Solo,Atlantis kejseR,,Europe,39,550,50
Week 5,Solo,setty sucks,,Europe,40,550,50
Week 5,Solo,BTL 4zr,,Europe,41,450,50
Week 5,Solo,AGO.zeek,,Europe,42,450,49
Week 5,Solo,Atlantis Tuckz,,Europe,43,450,49
Week 5,Solo,Ibo Controller,,Europe,44,450,49
Week 5,Solo,Slide Phil,,Europe,45,450,49
Week 5,Solo,myztro Whai,,Europe,46,450,48
Week 5,Solo,Atlantis K1nzell,,Europe,47,450,48
Week 5,Solo,CREAM Belvid,,Europe,48,450,48
Week 5,Solo,VGIA Tedi,,Europe,49,450,48
Week 5,Solo,jaspaay,,Europe,50,450,48
Week 5,Solo,6ixJay,,Europe,51,400,47
Week 5,Solo,WGS_Qoo,,Europe,52,400,47
Week 5,Solo,Twitch GingeYRN,,Europe,53,400,47
Week 5,Solo,LowOne_,,Europe,54,400,47
Week 5,Solo,nebby xo,,Europe,55,400,47
Week 5,Solo,VALKIRIA Mohito,,Europe,56,400,47
Week 5,Solo,Eon Kris,,Europe,57,400,47
Week 5,Solo,Se7en Loru,,Europe,58,400,47
Week 5,Solo,SCE Xtr0m,,Europe,59,400,47
Week 5,Solo,Kaltsukole,,Europe,60,400,47
Week 5,Solo,Wxlfiez,,Europe,61,400,46
Week 5,Solo,NRG benj?fish?,,Europe,62,400,46
Week 5,Solo,VHV Crue,,Europe,63,400,46
Week 5,Solo,stevlarxd,,Europe,64,400,46
Week 5,Solo,Xypher Snap,,Europe,65,400,46
Week 5,Solo,NaVi MagStroitel,,Europe,66,400,46
Week 5,Solo,Twitch JannisZ,,Europe,67,400,46
Week 5,Solo,ExiteGG,,Europe,68,400,46
Week 5,Solo,Ghost Kamo,,Europe,69,400,46
Week 5,Solo,itemmSpamsTommy,,Europe,70,400,46
Week 5,Solo,WeisseMoehre -_-,,Europe,71,400,46
Week 5,Solo,Andre ._.,,Europe,72,400,46
Week 5,Solo,NCBz Gaïa,,Europe,73,400,46
Week 5,Solo,LeStream Skite,,Europe,74,400,46
Week 5,Solo,E11 FronteZzZz,,Europe,75,400,45
Week 5,Solo,E11 Crippa,,Europe,76,350,45
Week 5,Solo,HycrisZ1,,Europe,77,350,45
Week 5,Solo,Villex -_-,,Europe,78,350,45
Week 5,Solo,dat markxtp,,Europe,79,350,45
Week 5,Solo,Shibukkai,,Europe,80,350,45
Week 5,Solo,zull-,,Europe,81,350,45
Week 5,Solo,CStann,,Europe,82,350,45
Week 5,Solo,AirkNn,,Europe,83,350,45
Week 5,Solo,WIN MELSIDE,,Europe,84,350,45
Week 5,Solo,ROZM4RIN,,Europe,85,350,45
Week 5,Solo,impact alphaa,,Europe,86,350,45
Week 5,Solo,Svennoss,,Europe,87,350,45
Week 5,Solo,Fnatic Motor,,Europe,88,350,44
Week 5,Solo,Stormyrite fn,,Europe,89,350,44
Week 5,Solo,quadr?,,Europe,90,350,44
Week 5,Solo,McDaBeast.,,Europe,91,350,44
Week 5,Solo,grekos.,,Europe,92,350,44
Week 5,Solo,Kaktus is 14 yrs,,Europe,93,350,44
Week 5,Solo,RBK Ritz,,Europe,94,350,44
Week 5,Solo,FA Bleak23,,Europe,95,350,44
Week 5,Solo,?aaz,,Europe,96,350,44
Week 5,Solo,CR GhosteY,,Europe,97,350,44
Week 5,Solo,Notarez,,Europe,98,350,44
Week 5,Solo,Juzry,,Europe,99,350,44
Week 5,Solo,Complex SoMiN,,Europe,100,350,44
Week 2,Duo,NRG benj?fish?,NRG MrSavageM,Europe,1,5000,110
Week 2,Duo,Secret_Mongraal,Atlantis Mitr0,Europe,2,4000,105
Week 2,Duo,E11 Tschiiinken,E11 Stompy,Europe,3,3250,92
Week 2,Duo,Lootboy Mexe,Lootboy Skram,Europe,4,2500,89
Week 2,Duo,Solary Airwaks,Solary Nîkof,Europe,5,2250,85
Week 2,Duo,TrainH Seth,ÐRG,Europe,6,2000,84
Week 2,Duo,VHV Crue,VHV Chapix,Europe,7,1750,77
Week 2,Duo,DualMedia BlastR,DualMedia Alpha,Europe,8,1500,76
Week 2,Duo,PnR.,Omer Btw,Europe,9,1250,73
Week 2,Duo,FACT lolb0om,TTVCoreGamingg,Europe,10,1000,73
Week 2,Duo,E11 Crippa,E11 Boyer,Europe,11,900,72
Week 2,Duo,DontBeFurious,Floriixn,Europe,12,900,72
Week 2,Duo,MeS lvcy,MeS Azqvro,Europe,13,900,72
Week 2,Duo,itemmSpamsTommy,Derox.,Europe,14,900,71
Week 2,Duo,MCES Andilex,MCES Orkh,Europe,15,900,71
Week 2,Duo,TrainH French,TrainH Sayreez,Europe,16,900,71
Week 2,Duo,Solary Hunter,Solary Kinstaar,Europe,17,900,71
Week 2,Duo,TQ ZøhaaN,TQ Naranj1t0,Europe,18,900,70
Week 2,Duo,CODE LUUU,coffeh.,Europe,19,900,69
Week 2,Duo,Atlantis kejseR,SNG Trippernn,Europe,20,900,69
Week 2,Duo,Xsterioz,Papit?,Europe,21,650,68
Week 2,Duo,Fnatic Pr0v?kd,Atlantis Magin,Europe,22,650,68
Week 2,Duo,N47 Sieba,N47 Klusia,Europe,23,650,68
Week 2,Duo,botfiz,IMajestQ,Europe,24,650,68
Week 2,Duo,WTerp,BøttchR,Europe,25,650,67
Week 2,Duo,Ghost Issa,Ghost Kamo,Europe,26,650,66
Week 2,Duo,Dyn?r,n o r k -.-,Europe,27,650,66
Week 2,Duo,WIN MELSIDE,USE CODE MAWAKHA,Europe,28,650,66
Week 2,Duo,eSpuma Bjergz,eSpuma Benj,Europe,29,650,65
Week 2,Duo,BTL Orange,BTL Xoxo,Europe,30,650,65
Week 2,Duo,DualMedia Guyzou,DualMedia ShaykN,Europe,31,550,65
Week 2,Duo,Malchïk,NovaaFTN,Europe,32,550,65
Week 2,Duo,Gambit.fwexY,Gambit.letw1k3,Europe,33,550,65
Week 2,Duo,Bijour ???,Sarkanos,Europe,34,550,65
Week 2,Duo,x Stroke,oStuda_Alkan,Europe,35,550,64
Week 2,Duo,K0nfetti_Twitch,AeQ L3and3Boy,Europe,36,550,64
Week 2,Duo,?eekzie,madzenJ,Europe,37,550,64
Week 2,Duo,SNG Bast,SNG Th0masHD,Europe,38,550,64
Week 2,Duo,13UP NokSsito,13UP Hayko,Europe,39,550,64
Week 2,Duo,Vit?lity Keolys,hawk?rs,Europe,40,550,64
Week 2,Duo,Smile??,dzejbol btw,Europe,41,450,64
Week 2,Duo,S2V broken,S2V DiegoGB,Europe,42,450,64
Week 2,Duo,Je suis Stig,Jag är Stig,Europe,43,450,63
Week 2,Duo,Chief Topboy,Method Noizeeh,Europe,44,450,63
Week 2,Duo,Swaggi.,Nakirye spams L2,Europe,45,450,63
Week 2,Duo,RYL Riverboat,Balaskoni,Europe,46,450,63
Week 2,Duo,G?fow,quadr?,Europe,47,450,62
Week 2,Duo,Healty P?oTox,Healty Risk,Europe,48,450,62
Week 2,Duo,Gambit AstroSMZ,Nudelkongen,Europe,49,450,62
Week 2,Duo,semm1234,HobbitWho_tv,Europe,50,450,62
Week 2,Duo,Unique INCLYDE,Unique MIRWANA,Europe,51,400,62
Week 2,Duo,McDaBeast.,Dealersz,Europe,52,400,62
Week 2,Duo,hREDS BELAEU,Kaxie,Europe,53,400,61
Week 2,Duo,Trixouuu,beGenius Jules,Europe,54,400,61
Week 2,Duo,moneey_,Sebuz,Europe,55,400,61
Week 2,Duo,CISMonkey KelFy,Winstrike Mayhem,Europe,56,400,60
Week 2,Duo,MCES SqualzK,Sy Marcote,Europe,57,400,60
Week 2,Duo,Xypher Duzeboy,G2 Tohaj,Europe,58,400,60
Week 2,Duo,Atlantis Ice,0161 scolly,Europe,59,400,60
Week 2,Duo,nayu?,Mirage??,Europe,60,400,60
Week 2,Duo,b a c k e d,BTL 4zr,Europe,61,400,59
Week 2,Duo,LeoJayT,?rr,Europe,62,400,59
Week 2,Duo,Gemz_,svenneboi Yardin,Europe,63,400,59
Week 2,Duo,COOLER Nyhrox,aqua.?,Europe,64,400,58
Week 2,Duo,GoldenCobra YT,YT FatoGame,Europe,65,400,58
Week 2,Duo,ECV_Cazorla,jaspaay,Europe,66,400,58
Week 2,Duo,SliXNL,moti -,Europe,67,400,58
Week 2,Duo,NCBz Ouranos,NCBz Gaïa,Europe,68,400,58
Week 2,Duo,Q???,Twitch Pri7ce,Europe,69,400,58
Week 2,Duo,Atlantis K1nzell,Villex -_-,Europe,70,400,58
Week 2,Duo,menacë,fake flennii,Europe,71,400,58
Week 2,Duo,Erra?,Star Polterr,Europe,72,400,58
Week 2,Duo,BNq.Effect,Prestige.Effect,Europe,73,400,58
Week 2,Duo,13UP NyXinjo,13UP swayzinjo,Europe,74,400,57
Week 2,Duo,M A X X A M,Th?Vs,Europe,75,400,57
Week 2,Duo,M10 Harmii,M10 Pepper,Europe,76,350,57
Week 2,Duo,Complex Ohad,Complex SoMiN,Europe,77,350,57
Week 2,Duo,HarveyPC YT,tommfordays,Europe,78,350,57
Week 2,Duo,ProximaStar,Fury Legendary,Europe,79,350,57
Week 2,Duo,PENTA Ocin,Dynamiq?,Europe,80,350,57
Week 2,Duo,accy.,ChaanFN,Europe,81,350,57
Week 2,Duo,Xypher xMqds,Xypher Teestinq,Europe,82,350,57
Week 2,Duo,villager krejz,setty sucks,Europe,83,350,56
Week 2,Duo,Twitter Umplify,Twitr LetsGoMiro,Europe,84,350,56
Week 2,Duo,iCMx.,?rio,Europe,85,350,56
Week 2,Duo,advise_FN,Precious btw,Europe,86,350,56
Week 2,Duo,GO De?dr?,GO M11Z,Europe,87,350,56
Week 2,Duo,AGO JarkoS,AGO.zeek,Europe,88,350,56
Week 2,Duo,G martee?eu,Parabellum bro,Europe,89,350,56
Week 2,Duo,?????MPS.Renoeu,?????MPS.Skay?,Europe,90,350,56
Week 2,Duo,LeStream Blaxou,LeStream TheVic,Europe,91,350,56
Week 2,Duo,dMIND.Wilq0o,dMIND.Monki,Europe,92,350,56
Week 2,Duo,Bot Shaqure.,RDS MrSnowM,Europe,93,350,55
Week 2,Duo,s?same,laidbackxD,Europe,94,350,55
Week 2,Duo,M10 Carnifexed,nuggi.,Europe,95,350,55
Week 2,Duo,Kurayami is bad,xp Jamz,Europe,96,350,55
Week 2,Duo,eMz Nufirex,SkîLL,Europe,97,350,55
Week 2,Duo,Wxlfiez,Roj?,Europe,98,350,55
Week 2,Duo,AGO DaaV,MikeeyS,Europe,99,350,55
Week 2,Duo,si?,Reniiik,Europe,100,350,55
Week 4,Duo,E11 Tschiiinken,E11 Stompy,Europe,1,5000,103
Week 4,Duo,Gambit.fwexY,Gambit.letw1k3,Europe,2,4000,87
Week 4,Duo,COOLER Nyhrox,aqua.?,Europe,3,3250,86
Week 4,Duo,VHV Crue,VHV Chapix,Europe,4,2500,85
Week 4,Duo,GO De?dr?,GO M11Z,Europe,5,2250,85
Week 4,Duo,Osmose Bouth,Osmose Nyydo,Europe,6,2000,85
Week 4,Duo,Fnatic Motor,Fnatic Verox,Europe,7,1750,81
Week 4,Duo,Exalty Falconly,Exalty Robabz,Europe,8,1500,79
Week 4,Duo,Tchub_,Alliance Ticke,Europe,9,1250,77
Week 4,Duo,DualMedia BlastR,DualMedia Alpha,Europe,10,1000,77
Week 4,Duo,Solary Airwaks,Solary Nîkof,Europe,11,900,76
Week 4,Duo,a1ms0nz-,Fledermoys,Europe,12,900,76
Week 4,Duo,S2V Harambe,S2V JrgeQ,Europe,13,900,74
Week 4,Duo,Kylixx.,Ares Ares Ares A,Europe,14,900,73
Week 4,Duo,Atlantis Dev?l,Atlantis L?tshe,Europe,15,900,73
Week 4,Duo,TrainH Seth,ÐRG,Europe,16,900,72
Week 4,Duo,Riki XDD,Viallinen -,Europe,17,900,72
Week 4,Duo,Lootboy Mexe,Lootboy Skram,Europe,18,900,72
Week 4,Duo,Fnatic Pr0v?kd,Atlantis Magin,Europe,19,900,71
Week 4,Duo,Atlantis Flikk,x8fn.,Europe,20,900,71
Week 4,Duo,Solary Hunter,Solary Kinstaar,Europe,21,650,71
Week 4,Duo,WIN MELSIDE,USE CODE MAWAKHA,Europe,22,650,71
Week 4,Duo,Ghost Issa,Ghost Kamo,Europe,23,650,70
Week 4,Duo,NRG benj?fish?,NRG MrSavageM,Europe,24,650,70
Week 4,Duo,WeisseMoehre -_-,Kullie,Europe,25,650,70
Week 4,Duo,Atlantis kejseR,SNG Trippernn,Europe,26,650,70
Week 4,Duo,DV1 Hoopek,DV1 Shikuni,Europe,27,650,70
Week 4,Duo,M10 Harmii,M10 Pepper,Europe,28,650,68
Week 4,Duo,hentv,FACT Stuffs,Europe,29,650,68
Week 4,Duo,Twitch JannisZ,RijasR,Europe,30,650,68
Week 4,Duo,ProximaStar,Fury Legendary,Europe,31,550,67
Week 4,Duo,Atlantis Astro,Exalty Pickiss,Europe,32,550,67
Week 4,Duo,Xypher Duzeboy,G2 Tohaj,Europe,33,550,67
Week 4,Duo,Paffpi,Alliance.Powder,Europe,34,550,65
Week 4,Duo,FaZe Vorwenn,FaZe Martoz,Europe,35,550,65
Week 4,Duo,dMIND.snoozlooz,dMIND.Crusti,Europe,36,550,65
Week 4,Duo,MokoFTN,G XIII.,Europe,37,550,65
Week 4,Duo,TQ ZøhaaN,TQ Naranj1t0,Europe,38,550,64
Week 4,Duo,LeoJayT,?rr,Europe,39,550,64
Week 4,Duo,Nymach,Oblivìon,Europe,40,550,64
Week 4,Duo,Atlantis dizko?,papi steelix,Europe,41,450,64
Week 4,Duo,BTL 4zr,Noward.,Europe,42,450,63
Week 4,Duo,M?GL,Sy Yoda,Europe,43,450,63
Week 4,Duo,MCES Andilex,MCES Orkh,Europe,44,450,63
Week 4,Duo,DenMagiskePølse,TTVImTh3Beast,Europe,45,450,63
Week 4,Duo,hoppy ?,Not BadSniper,Europe,46,450,63
Week 4,Duo,richart_,mocarzz,Europe,47,450,63
Week 4,Duo,vFahman,TaTV Kami,Europe,48,450,63
Week 4,Duo,FB xAcceptiion,FB cl4rk,Europe,49,450,62
Week 4,Duo,WGS_Horde,WGS_Qoo,Europe,50,450,62
Week 4,Duo,Lareez-,MinZho is 2good,Europe,51,400,62
Week 4,Duo,pablo my guy,AeQ Supra,Europe,52,400,62
Week 4,Duo,E11 Bloodx,Atlantis Tuckz,Europe,53,400,61
Week 4,Duo,TS OO,Secret_Milan,Europe,54,400,61
Week 4,Duo,xDexterYaYeet,bowdy.,Europe,55,400,61
Week 4,Duo,ePunks zus,ePunks Ciceey,Europe,56,400,61
Week 4,Duo,FelixGen_,use code wakie,Europe,57,400,61
Week 4,Duo,iBoars Arokiz,iBoars Macius,Europe,58,400,61
Week 4,Duo,G?fow,quadr?,Europe,59,400,61
Week 4,Duo,Unique INCLYDE,Unique MIRWANA,Europe,60,400,61
Week 4,Duo,evergl1de,M5 Magven0m,Europe,61,400,60
Week 4,Duo,Star Troqz,Star Polterr,Europe,62,400,60
Week 4,Duo,RBT OsKi,RBT Carrit0,Europe,63,400,60
Week 4,Duo,DanrFN,ZachhKappa,Europe,64,400,60
Week 4,Duo,DualMedia Guyzou,DualMedia ShaykN,Europe,65,400,60
Week 4,Duo,NewG Kyzen,Donk?yy,Europe,66,400,59
Week 4,Duo,DV1 V1ns,DV1 qln,Europe,67,400,59
Week 4,Duo,Zino was taken,MarkusC_,Europe,68,400,59
Week 4,Duo,Zaiicko73,ArT,Europe,69,400,59
Week 4,Duo,4L JSmoove,justillegal VI,Europe,70,400,58
Week 4,Duo,Hanckee,FA cerN,Europe,71,400,58
Week 4,Duo,Nypxiân,Yukess,Europe,72,400,58
Week 4,Duo,LR Froggy,FA Blazen,Europe,73,400,58
Week 4,Duo,4L Shaou,kind of brasco,Europe,74,400,58
Week 4,Duo,BTL Orange,BTL Xoxo,Europe,75,400,58
Week 4,Duo,Twitch Shaykoz,LilK7.,Europe,76,350,58
Week 4,Duo,iCMx.,?rio,Europe,77,350,58
Week 4,Duo,DollarC,Lajna.,Europe,78,350,58
Week 4,Duo,Queasy Be Ballin,Twitter Slovefn,Europe,79,350,58
Week 4,Duo,Navi Alpha,Navi Bowman,Europe,80,350,57
Week 4,Duo,FeyPullsOklahoma,Fluffy Spams L2,Europe,81,350,57
Week 4,Duo,NN c1aymore,NN oldyz,Europe,82,350,57
Week 4,Duo,AeQ AimBot,AeQ Alowed,Europe,83,350,57
Week 4,Duo,AeQ ShelteR,t3n SI,Europe,84,350,57
Week 4,Duo,MTD AVA,Method Jakei,Europe,85,350,57
Week 4,Duo,Twitch_Dkokholm,gamingkuno,Europe,86,350,57
Week 4,Duo,loft xo,icarus xo,Europe,87,350,57
Week 4,Duo,DontBeFurious,Floriixn,Europe,88,350,57
Week 4,Duo,Requiem NAWQA,Requiem JORDZZZ,Europe,89,350,57
Week 4,Duo,Juzry,Jz?k,Europe,90,350,57
Week 4,Duo,Flex. CR,6ICK Antorak,Europe,91,350,56
Week 4,Duo,ngk.,Azeonai,Europe,92,350,56
Week 4,Duo,Eon Kris,NVD Sak0ner,Europe,93,350,56
Week 4,Duo,bluqe,zull-,Europe,94,350,56
Week 4,Duo,R9 Alek,NxS_SpeezyX9,Europe,95,350,56
Week 4,Duo,13UP NokSsito,13UP Hayko,Europe,96,350,56
Week 4,Duo,Starlyeu,Capseu 220dmg,Europe,97,350,56
Week 4,Duo,M19 SHIKAKA,M19 AntaR,Europe,98,350,55
Week 4,Duo,N47 Sieba,N47 Klusia,Europe,99,350,55
Week 4,Duo,YT Technique,YT Geanzha,Europe,100,350,55
Week 6,Duo,E11 Tschiiinken,E11 Stompy,Europe,1,5000,105
Week 6,Duo,Solary Airwaks,Solary Nîkof,Europe,2,4000,98
Week 6,Duo,NRG benj?fish?,NRG MrSavageM,Europe,3,3250,92
Week 6,Duo,Solary Hunter,Solary Kinstaar,Europe,4,2500,89
Week 6,Duo,Lnuef,Qu?nten,Europe,5,2250,89
Week 6,Duo,Secret_Mongraal,Atlantis Mitr0,Europe,6,2000,88
Week 6,Duo,VP 7ssk7,VP JAMSIDE,Europe,7,1750,86
Week 6,Duo,BTL Orange,BTL Xoxo,Europe,8,1500,86
Week 6,Duo,RBK Zyppaan,RBK Ritz,Europe,9,1250,85
Week 6,Duo,LeStream Skite,LeStream Vato,Europe,10,1000,85
Week 6,Duo,Gambit AstroSMZ,Atlantis Khuna,Europe,11,900,81
Week 6,Duo,Fnatic Pr0v?kd,Atlantis Magin,Europe,12,900,81
Week 6,Duo,dMIND.3vil,dMIND.teeq,Europe,13,900,79
Week 6,Duo,WTerp,Boettchr,Europe,14,900,78
Week 6,Duo,Gambit.fwexY,Gambit.letw1k3,Europe,15,900,78
Week 6,Duo,LeStream Blaxou,naytinjo,Europe,16,900,78
Week 6,Duo,Nymach,Oblivìon,Europe,17,900,76
Week 6,Duo,faayn btw,Slide Clement,Europe,18,900,76
Week 6,Duo,Lootboy Mexe,Lootboy Skram,Europe,19,900,76
Week 6,Duo,Tinny,AdnFN,Europe,20,900,75
Week 6,Duo,DV1 Hoopek,DV1 Shikuni,Europe,21,650,75
Week 6,Duo,DidzzZ L2R2,ƒanta,Europe,22,650,74
Week 6,Duo,TS OO,Secret_Milan,Europe,23,650,74
Week 6,Duo,elokratz,Flames Zrool,Europe,24,650,73
Week 6,Duo,BTL 4zr,Noward.,Europe,25,650,72
Week 6,Duo,M10 Harmii,M10 Pepper,Europe,26,650,71
Week 6,Duo,Wxlfiez,Roj?,Europe,27,650,71
Week 6,Duo,COOLER Gebber,COOLER LeftEye,Europe,28,650,70
Week 6,Duo,VHV Crue,VHV Chapix,Europe,29,650,70
Week 6,Duo,Fire?,Seto?,Europe,30,650,69
Week 6,Duo,LG beehive,zull-,Europe,31,550,69
Week 6,Duo,Filipthh,dMIND.Rakso,Europe,32,550,68
Week 6,Duo,E11 Crippa,E11 Boyer,Europe,33,550,68
Week 6,Duo,Starlyeu,Capseu 220dmg,Europe,34,550,68
Week 6,Duo,G martee?eu,Parabellum bro,Europe,35,550,68
Week 6,Duo,FACT lolb0om,TTVCoreGamingg,Europe,36,550,67
Week 6,Duo,Twitch GingeYRN,Flyx?,Europe,37,550,67
Week 6,Duo,Majin Elite,Milianiz OmyTV,Europe,38,550,67
Week 6,Duo,Atlantis K1nzell,Villex -_-,Europe,39,550,66
Week 6,Duo,FelixGen_,use code wakie,Europe,40,550,66
Week 6,Duo,COOLER Nyhrox,aqua.?,Europe,41,450,66
Week 6,Duo,Peero.,DestinysJesusTTV,Europe,42,450,66
Week 6,Duo,Eon RedRush,Eon znappy,Europe,43,450,66
Week 6,Duo,Twin Toxic,OVERTECK94,Europe,44,450,65
Week 6,Duo,K l i n g,USE CODE DROBBAN,Europe,45,450,65
Week 6,Duo,scout xo,Zeston.,Europe,46,450,64
Week 6,Duo,Dyn?r,n o r k -.-,Europe,47,450,64
Week 6,Duo,N47 Sieba,N47 Klusia,Europe,48,450,64
Week 6,Duo,WIN MELSIDE,USE CODE MAWAKHA,Europe,49,450,64
Week 6,Duo,JustSullyy,GCSES BTW XDDDDD,Europe,50,450,64
Week 6,Duo,MCES Nali,MCES xsweeze,Europe,51,400,63
Week 6,Duo,DualMedia BlastR,DualMedia Alpha,Europe,52,400,63
Week 6,Duo,eMz Gancheto,Thund3?G0D,Europe,53,400,63
Week 6,Duo,madzenJ,LeStream TheVic,Europe,54,400,63
Week 6,Duo,xp Jamz,name prince,Europe,55,400,63
Week 6,Duo,FSpirit Basto,FSpirit Blacky,Europe,56,400,63
