week,soloOrDuo,player1,player2,region,rank,payout,points   
Week 6,Duo,Gambit Pate1k,Secret_Domentos,Europe,57,400,62
Week 6,Duo,jannyXD,KR Import Hyeouk,Europe,58,400,62
Week 6,Duo,4L JSmoove,justillegal VI,Europe,59,400,62
Week 6,Duo,MCES Andilex,MCES Orkh,Europe,60,400,62
Week 6,Duo,mvgnus xo,nebby xo,Europe,61,400,62
Week 6,Duo,Sa?vid,?ranK,Europe,62,400,62
Week 6,Duo,Locke Kartun,im ardit,Europe,63,400,61
Week 6,Duo,richart_,mocarzz,Europe,64,400,61
Week 6,Duo,luKi tjk,Smile??,Europe,65,400,60
Week 6,Duo,Sy Attak,LDLC Spk,Europe,66,400,60
Week 6,Duo,uNp danDA?,uNp FeRinS,Europe,67,400,60
Week 6,Duo,4L Flamenx,4L Humanilliance,Europe,68,400,60
Week 6,Duo,STAR P?aK,ttv LouisFN,Europe,69,400,60
Week 6,Duo,JackRyanFox,xkumu,Europe,70,400,60
Week 6,Duo,N47 Jordberry,N47 Socka,Europe,71,400,60
Week 6,Duo,LYGHT ?,Im AsTo,Europe,72,400,60
Week 6,Duo,?????MPS.Renoeu,?????MPS.Skay?,Europe,73,400,60
Week 6,Duo,Fnatic Motor,Fnatic Verox,Europe,74,400,60
Week 6,Duo,Osmose Bouth,Osmose Nyydo,Europe,75,400,59
Week 6,Duo,Branco440,?peedyoxd,Europe,76,350,59
Week 6,Duo,dat navy,dat trax,Europe,77,350,59
Week 6,Duo,script is insane,R A S N E Y,Europe,78,350,59
Week 6,Duo,Frosti cant qual,D?gur,Europe,79,350,59
Week 6,Duo,celzyy,phin xo,Europe,80,350,58
Week 6,Duo,Edr4?1ll,Dangoms,Europe,81,350,58
Week 6,Duo,LeoJayT,?rr,Europe,82,350,58
Week 6,Duo,Riki XDD,Viallinen -,Europe,83,350,58
Week 6,Duo,13UP miyoki,Cerecof,Europe,84,350,58
Week 6,Duo,ARBZY,CStann,Europe,85,350,57
Week 6,Duo,PnR.,Omer Btw,Europe,86,350,57
Week 6,Duo,VGIA Khisanth,VGIA Markel,Europe,87,350,57
Week 6,Duo,OhShadow,Sloanific,Europe,88,350,57
Week 6,Duo,?aaz,M?oh,Europe,89,350,57
Week 6,Duo,Xypher IDrop,Wynzi Ctrl C,Europe,90,350,57
Week 6,Duo,FA Hugo_,KX1Zou,Europe,91,350,57
Week 6,Duo,forZe h1kkY.,iRezUmi_,Europe,92,350,57
Week 6,Duo,IceFir?,artor.,Europe,93,350,57
Week 6,Duo,Ghost Issa,Ghost Kamo,Europe,94,350,57
Week 6,Duo,KI??I,pack?,Europe,95,350,57
Week 6,Duo,skilico,V?x.,Europe,96,350,57
Week 6,Duo,JuleZinjo,TrainH Yagsou,Europe,97,350,57
Week 6,Duo,nayu?,Mirage??,Europe,98,350,57
Week 6,Duo,M10 Kalk,Locke AviiD,Europe,99,350,57
Week 6,Duo,EVERSIO Wam,eversio snoda,Europe,100,350,57
Week 1,Solo,sl?y?,,Oceana,1,2500,77
Week 1,Solo,vol?,,Oceana,2,2250,76
Week 1,Solo,Sp??dyND,,Oceana,3,2000,67
Week 1,Solo,Cat ?,,Oceana,4,1750,65
Week 1,Solo,Eshypoo,,Oceana,5,1500,64
Week 1,Solo,Hill?,,Oceana,6,1250,62
Week 1,Solo,Twitch Kules,,Oceana,7,1000,62
Week 1,Solo,RNG Her?hicals,,Oceana,8,750,61
Week 1,Solo,crip kieren,,Oceana,9,500,61
Week 1,Solo,glx?,,Oceana,10,450,61
Week 1,Solo,Ghost Z?rby,,Oceana,11,400,61
Week 1,Solo,JAM Gheez,,Oceana,12,400,59
Week 1,Solo,DickCheesee,,Oceana,13,400,59
Week 1,Solo,de??re,,Oceana,14,400,59
Week 1,Solo,skyl?,,Oceana,15,400,58
Week 1,Solo,Patty in a ball,,Oceana,16,400,56
Week 1,Solo,Lucid_FN,,Oceana,17,400,56
Week 1,Solo,feminist caryion,,Oceana,18,400,56
Week 1,Solo,Spraz YT,,Oceana,19,400,55
Week 1,Solo,RNG mrfresha?ian,,Oceana,20,400,55
Week 1,Solo,utube worthyy,,Oceana,21,350,54
Week 1,Solo,amazedtm,,Oceana,22,350,54
Week 1,Solo,spoiling x,,Oceana,23,350,54
Week 1,Solo,Link???,,Oceana,24,350,54
Week 1,Solo,Youtube Shaggy,,Oceana,25,350,53
Week 1,Solo,twins iwnl,,Oceana,26,350,53
Week 1,Solo,blood outsider,,Oceana,27,350,53
Week 1,Solo,BES Serpennt,,Oceana,28,350,52
Week 1,Solo,syn?.,,Oceana,29,350,52
Week 1,Solo,Rawrzilla on YT,,Oceana,30,350,52
Week 1,Solo,Cheeezzy.,,Oceana,31,300,52
Week 1,Solo,Chief Radius,,Oceana,32,300,51
Week 1,Solo,kayto -,,Oceana,33,300,51
Week 1,Solo,anders,,Oceana,34,300,51
Week 1,Solo,Saxlea,,Oceana,35,300,50
Week 1,Solo,Spizza.,,Oceana,36,300,50
Week 1,Solo,MF Twizz,,Oceana,37,300,50
Week 1,Solo,concussion f,,Oceana,38,300,49
Week 1,Solo,noi?e,,Oceana,39,300,49
Week 1,Solo,ahrc sucks,,Oceana,40,300,48
Week 1,Solo,TsunamiFN,,Oceana,41,250,48
Week 1,Solo,Priestty,,Oceana,42,250,48
Week 1,Solo,EFx be flossin,,Oceana,43,250,48
Week 1,Solo,Xaronazure,,Oceana,44,250,48
Week 1,Solo,Pr?d?pr?ssion,,Oceana,45,250,47
Week 1,Solo,Fla?ko,,Oceana,46,250,47
Week 1,Solo,Oddity Jarin,,Oceana,47,250,47
Week 1,Solo,0 ping nunker,,Oceana,48,250,47
Week 1,Solo,?erpentAU on YT,,Oceana,49,250,47
Week 1,Solo,??Val,,Oceana,50,250,46
Week 1,Solo,Samboo.,,Oceana,51,200,46
Week 1,Solo,1TapS is khara,,Oceana,52,200,46
Week 1,Solo,Vitra.,,Oceana,53,200,46
Week 1,Solo,Darq .,,Oceana,54,200,46
Week 1,Solo,UnknownRGH,,Oceana,55,200,46
Week 1,Solo,Psyper,,Oceana,56,200,46
Week 1,Solo,Biocyder,,Oceana,57,200,46
Week 1,Solo,SHADE Dripp,,Oceana,58,200,46
Week 1,Solo,BES Hype,,Oceana,59,200,45
Week 1,Solo,C9 Keeoh,,Oceana,60,200,45
Week 1,Solo,Wi||,,Oceana,61,200,45
Week 1,Solo,MF Vince,,Oceana,62,200,45
Week 1,Solo,CoverH,,Oceana,63,200,45
Week 1,Solo,muz on 60hz,,Oceana,64,200,44
Week 1,Solo,Falta.,,Oceana,65,200,44
Week 1,Solo,F?V ?LID?R,,Oceana,66,200,44
Week 1,Solo,SHADE Snowy,,Oceana,67,200,44
Week 1,Solo,Flintooo,,Oceana,68,200,44
Week 1,Solo,RNG_x2Jes?e,,Oceana,69,200,44
Week 1,Solo,YOUTUBE REL,,Oceana,70,200,44
Week 1,Solo,feminist colt,,Oceana,71,200,44
Week 1,Solo,Prodigy Breso,,Oceana,72,200,44
Week 1,Solo,Freskah ttv,,Oceana,73,200,44
Week 1,Solo,skyz in ur box,,Oceana,74,200,44
Week 1,Solo,vLuk?,,Oceana,75,200,44
Week 1,Solo,SlixnzYT,,Oceana,76,150,44
Week 1,Solo,ttvFrendo,,Oceana,77,150,43
Week 1,Solo,Kodakkzz,,Oceana,78,150,43
Week 1,Solo,Crian.,,Oceana,79,150,43
Week 1,Solo,Twitch Lapex,,Oceana,80,150,43
Week 1,Solo,Twitch AleccAU,,Oceana,81,150,43
Week 1,Solo,delkud ??,,Oceana,82,150,43
Week 1,Solo,Trident Dylan,,Oceana,83,150,42
Week 1,Solo,eshays devour,,Oceana,84,150,42
Week 1,Solo,SINC?,,Oceana,85,150,42
Week 1,Solo,ItsDexie,,Oceana,86,150,42
Week 1,Solo,Twitch osirisFN,,Oceana,87,150,42
Week 1,Solo,TwitchJordyx3,,Oceana,88,150,42
Week 1,Solo,Billaay,,Oceana,89,150,42
Week 1,Solo,Alpha Az,,Oceana,90,150,42
Week 1,Solo,ccalq,,Oceana,91,150,41
Week 1,Solo,JAM zoreh,,Oceana,92,150,41
Week 1,Solo,tRickkyyyyy,,Oceana,93,150,41
Week 1,Solo,LGC jahlyn,,Oceana,94,150,41
Week 1,Solo,BNDT TwoPumpOCE,,Oceana,95,150,41
Week 1,Solo,MoozMahYt,,Oceana,96,150,41
Week 1,Solo,Trell.,,Oceana,97,150,41
Week 1,Solo,Vanner Tuii,,Oceana,98,150,41
Week 1,Solo,B?than,,Oceana,99,150,41
Week 1,Solo,UncleAndy.,,Oceana,100,150,40
Week 3,Solo,Cat ?,,Oceana,1,2500,80
Week 3,Solo,Jynx .,,Oceana,2,2250,77
Week 3,Solo,Link???,,Oceana,3,2000,76
Week 3,Solo,Lucid_FN,,Oceana,4,1750,75
Week 3,Solo,JAM zoreh,,Oceana,5,1500,75
Week 3,Solo,LGC jahlyn,,Oceana,6,1250,73
Week 3,Solo,Pr?d?pr?ssion,,Oceana,7,1000,72
Week 3,Solo,sl?y?,,Oceana,8,750,70
Week 3,Solo,JAM Gheez,,Oceana,9,500,70
Week 3,Solo,Flexah_,,Oceana,10,450,69
Week 3,Solo,EFx be flossin,,Oceana,11,400,65
Week 3,Solo,yt minkin,,Oceana,12,400,63
Week 3,Solo,?rilogy,,Oceana,13,400,62
Week 3,Solo,utube worthyy,,Oceana,14,400,62
Week 3,Solo,tired ?,,Oceana,15,400,61
Week 3,Solo,feminist caryion,,Oceana,16,400,61
Week 3,Solo,feminist colt,,Oceana,17,400,60
Week 3,Solo,m?nt.,,Oceana,18,400,59
Week 3,Solo,pokimane??? ?,,Oceana,19,400,59
Week 3,Solo,AeroOCE,,Oceana,20,400,59
Week 3,Solo,Twitch osirisFN,,Oceana,21,350,58
Week 3,Solo,tzuyu loves shio,,Oceana,22,350,58
Week 3,Solo,AtmptZ,,Oceana,23,350,58
Week 3,Solo,vol?,,Oceana,24,350,57
Week 3,Solo,Trident Dylan,,Oceana,25,350,55
Week 3,Solo,DunkGod,,Oceana,26,350,55
Week 3,Solo,alqeu,,Oceana,27,350,54
Week 3,Solo,quii side jumps,,Oceana,28,350,54
Week 3,Solo,RepulseGod,,Oceana,29,350,54
Week 3,Solo,spoiling x,,Oceana,30,350,54
Week 3,Solo,Cheeezzy.,,Oceana,31,300,54
Week 3,Solo,Prodigy Breso,,Oceana,32,300,53
Week 3,Solo,MF Vince,,Oceana,33,300,53
Week 3,Solo,twitter sozmann,,Oceana,34,300,53
Week 3,Solo,?etflix xero,,Oceana,35,300,52
Week 3,Solo,clean x,,Oceana,36,300,52
Week 3,Solo,UncleAndy.,,Oceana,37,300,52
Week 3,Solo,YouTube SpearNz,,Oceana,38,300,52
Week 3,Solo,Code Parpy,,Oceana,39,300,52
Week 3,Solo,Beny?,,Oceana,40,300,51
Week 3,Solo,Bol?,,Oceana,41,250,51
Week 3,Solo,Tyraxe,,Oceana,42,250,51
Week 3,Solo,YT - Tsoully,,Oceana,43,250,51
Week 3,Solo,Vanner Ghosting,,Oceana,44,250,50
Week 3,Solo,FURY Naapr,,Oceana,45,250,50
Week 3,Solo,G?ncho,,Oceana,46,250,49
Week 3,Solo,twins iwnl,,Oceana,47,250,49
Week 3,Solo,Sp??dyND,,Oceana,48,250,49
Week 3,Solo,BT .,,Oceana,49,250,49
Week 3,Solo,Twitch.KronicOCE,,Oceana,50,250,49
Week 3,Solo,Twitch HarleyFN,,Oceana,51,200,49
Week 3,Solo,NRG blur,,Oceana,52,200,49
Week 3,Solo,Youtube.Kayez,,Oceana,53,200,48
Week 3,Solo,Tealix,,Oceana,54,200,48
Week 3,Solo,Venihcy YT,,Oceana,55,200,48
Week 3,Solo,Ghost Z?rby,,Oceana,56,200,48
Week 3,Solo,vLuk?,,Oceana,57,200,48
Week 3,Solo,Psyper,,Oceana,58,200,48
Week 3,Solo,Hill?,,Oceana,59,200,48
Week 3,Solo,Oddity Jarin,,Oceana,60,200,48
Week 3,Solo,Spookzzz_Youtube,,Oceana,61,200,48
Week 3,Solo,Fluent Sunz,,Oceana,62,200,47
Week 3,Solo,Touchy ?,,Oceana,63,200,47
Week 3,Solo,zzz rarft,,Oceana,64,200,47
Week 3,Solo,Fla?ko,,Oceana,65,200,47
Week 3,Solo,?haydan,,Oceana,66,200,47
Week 3,Solo,finwaa,,Oceana,67,200,47
Week 3,Solo,Mingovi 23rd,,Oceana,68,200,47
Week 3,Solo,B?than,,Oceana,69,200,47
Week 3,Solo,Xaronazure,,Oceana,70,200,46
Week 3,Solo,kulture is cute,,Oceana,71,200,46
Week 3,Solo,oMyGoshh Youtube,,Oceana,72,200,46
Week 3,Solo,kayto -,,Oceana,73,200,46
Week 3,Solo,TsunamiFN,,Oceana,74,200,46
Week 3,Solo,delkud ??,,Oceana,75,200,46
Week 3,Solo,Northiana,,Oceana,76,150,46
Week 3,Solo,eshays patty,,Oceana,77,150,45
Week 3,Solo,bigbawlz,,Oceana,78,150,45
Week 3,Solo,G?oboz,,Oceana,79,150,45
Week 3,Solo,Twitch AleccAU,,Oceana,80,150,45
Week 3,Solo,Im Karlsynn,,Oceana,81,150,45
Week 3,Solo,nap?s,,Oceana,82,150,45
Week 3,Solo,SHADE Snowy,,Oceana,83,150,45
Week 3,Solo,ludieidiot,,Oceana,84,150,45
Week 3,Solo,??youtube zacfn,,Oceana,85,150,45
Week 3,Solo,Sweaty_Stan,,Oceana,86,150,44
Week 3,Solo,FURY Do?,,Oceana,87,150,44
Week 3,Solo,?ax,,Oceana,88,150,44
Week 3,Solo,s?nergy,,Oceana,89,150,44
Week 3,Solo,BES Hype,,Oceana,90,150,44
Week 3,Solo,TTV Magsaya,,Oceana,91,150,44
Week 3,Solo,dddyyllan,,Oceana,92,150,44
Week 3,Solo,Natanyo ?,,Oceana,93,150,44
Week 3,Solo,tophatspacedog,,Oceana,94,150,44
Week 3,Solo,bliaey,,Oceana,95,150,44
Week 3,Solo,zannygaming2008,,Oceana,96,150,44
Week 3,Solo,xDilado,,Oceana,97,150,44
Week 3,Solo,Tesla ?,,Oceana,98,150,44
Week 3,Solo,Ghost Tr?pped,,Oceana,99,150,43
Week 3,Solo,?ynch,,Oceana,100,150,43
Week 5,Solo,Link???,,Oceana,1,2500,93
Week 5,Solo,twitter sozmann,,Oceana,2,2250,82
Week 5,Solo,skyl?,,Oceana,3,2000,79
Week 5,Solo,utube worthyy,,Oceana,4,1750,79
Week 5,Solo,Twitch KquidAU,,Oceana,5,1500,74
Week 5,Solo,JAM zoreh,,Oceana,6,1250,73
Week 5,Solo,Psyper,,Oceana,7,1000,70
Week 5,Solo,G?oboz,,Oceana,8,750,70
Week 5,Solo,twins iwnl,,Oceana,9,500,68
Week 5,Solo,Sp??dyND,,Oceana,10,450,68
Week 5,Solo,Saxlea,,Oceana,11,400,68
Week 5,Solo,Jynx .,,Oceana,12,400,67
Week 5,Solo,Spizza.,,Oceana,13,400,65
Week 5,Solo,SHADE Snowy,,Oceana,14,400,65
Week 5,Solo,Ghost Z?rby,,Oceana,15,400,63
Week 5,Solo,bugnutz x,,Oceana,16,400,62
Week 5,Solo,MF Vince,,Oceana,17,400,61
Week 5,Solo,RNG mrfresha?ian,,Oceana,18,400,61
Week 5,Solo,de??re,,Oceana,19,400,60
Week 5,Solo,vol?,,Oceana,20,400,60
Week 5,Solo,YoutubeKillshock,,Oceana,21,350,59
Week 5,Solo,feminist colt,,Oceana,22,350,58
Week 5,Solo,west?,,Oceana,23,350,58
Week 5,Solo,Eshypoo,,Oceana,24,350,57
Week 5,Solo,Twitch MythOCE,,Oceana,25,350,57
Week 5,Solo,Trident Dylan,,Oceana,26,350,57
Week 5,Solo,Trident.Keith,,Oceana,27,350,56
Week 5,Solo,Biocyder,,Oceana,28,350,55
Week 5,Solo,sl?y?,,Oceana,29,350,54
Week 5,Solo,RepulseGod,,Oceana,30,350,54
Week 5,Solo,clip1s,,Oceana,31,300,54
Week 5,Solo,casper zzz,,Oceana,32,300,54
Week 5,Solo,Prodigy Breso,,Oceana,33,300,53
Week 5,Solo,TwitchJordyx3,,Oceana,34,300,53
Week 5,Solo,1 ping jay,,Oceana,35,300,53
Week 5,Solo,Cris?r,,Oceana,36,300,52
Week 5,Solo,yt minkin,,Oceana,37,300,52
Week 5,Solo,Spookzzz_Youtube,,Oceana,38,300,52
Week 5,Solo,?irow,,Oceana,39,300,52
Week 5,Solo,Jay The Brick,,Oceana,40,300,52
Week 5,Solo,ItsDexie,,Oceana,41,250,52
Week 5,Solo,deangaz,,Oceana,42,250,52
Week 5,Solo,zzz rarft,,Oceana,43,250,52
Week 5,Solo,blood outsider,,Oceana,44,250,51
Week 5,Solo,Tyraxe,,Oceana,45,250,51
Week 5,Solo,AtmptZ,,Oceana,46,250,51
Week 5,Solo,crip kieren,,Oceana,47,250,51
Week 5,Solo,Spraz YT,,Oceana,48,250,51
Week 5,Solo,Twitch.KronicOCE,,Oceana,49,250,50
Week 5,Solo,hr?t,,Oceana,50,250,50
Week 5,Solo,Quachy-,,Oceana,51,200,50
Week 5,Solo,Youtube oRNZY,,Oceana,52,200,50
Week 5,Solo,amazedtm,,Oceana,53,200,50
Week 5,Solo,Dolf.,,Oceana,54,200,50
Week 5,Solo,EFx be flossin,,Oceana,55,200,49
Week 5,Solo,pokimane??? ?,,Oceana,56,200,49
Week 5,Solo,Swerl,,Oceana,57,200,49
Week 5,Solo,Contest.,,Oceana,58,200,49
Week 5,Solo,JAM Gheez,,Oceana,59,200,49
Week 5,Solo,Cliqahh,,Oceana,60,200,49
Week 5,Solo,stothers,,Oceana,61,200,49
Week 5,Solo,xalkerr ttv,,Oceana,62,200,49
Week 5,Solo,YOUTUBE REL,,Oceana,63,200,49
Week 5,Solo,Pr?d?pr?ssion,,Oceana,64,200,49
Week 5,Solo,xhynz 23rd,,Oceana,65,200,49
Week 5,Solo,bitty -,,Oceana,66,200,49
Week 5,Solo,muz on 60hz,,Oceana,67,200,48
Week 5,Solo,asfit ?,,Oceana,68,200,48
Week 5,Solo,Kushibear,,Oceana,69,200,48
Week 5,Solo,pendragn lol,,Oceana,70,200,48
Week 5,Solo,m?nt.,,Oceana,71,200,48
Week 5,Solo,50?,,Oceana,72,200,48
Week 5,Solo,Vanner Tuii,,Oceana,73,200,48
Week 5,Solo,RNG x2Benjiz,,Oceana,74,200,47
Week 5,Solo,Patty in a ball,,Oceana,75,200,47
Week 5,Solo,Smeefy.Youtube,,Oceana,76,150,47
Week 5,Solo,Twitch osirisFN,,Oceana,77,150,47
Week 5,Solo,always?think?ahe,,Oceana,78,150,47
Week 5,Solo,RNG_x2Jes?e,,Oceana,79,150,47
Week 5,Solo,YouTube Gory,,Oceana,80,150,47
Week 5,Solo,eshays patty,,Oceana,81,150,47
Week 5,Solo,BenQM,,Oceana,82,150,47
Week 5,Solo,TTV AtuaClapss,,Oceana,83,150,47
Week 5,Solo,Bring back sword,,Oceana,84,150,47
Week 5,Solo,TsunamiFN,,Oceana,85,150,47
Week 5,Solo,voake,,Oceana,86,150,47
Week 5,Solo,ttv.RjPlaysAU,,Oceana,87,150,46
Week 5,Solo,Darkitect.,,Oceana,88,150,46
Week 5,Solo,L1 Fattyy,,Oceana,89,150,46
Week 5,Solo,Code Parpy,,Oceana,90,150,46
Week 5,Solo,kayto -,,Oceana,91,150,46
Week 5,Solo,Fry me a river,,Oceana,92,150,46
Week 5,Solo,Combursty.TTV,,Oceana,93,150,46
Week 5,Solo,Benzo .,,Oceana,94,150,46
Week 5,Solo,Bol?,,Oceana,95,150,45
Week 5,Solo,Fluent Sunz,,Oceana,96,150,45
Week 5,Solo,Doolesworth,,Oceana,97,150,45
Week 5,Solo,F?V ?LID?R,,Oceana,98,150,45
Week 5,Solo,Taz?,,Oceana,99,150,45
Week 5,Solo,Naan Bread,,Oceana,100,150,45
Week 2,Duo,CoverH,MF Twizz,Oceana,1,2500,111
Week 2,Duo,JAM zoreh,JAM Gheez,Oceana,2,2250,109
Week 2,Duo,TwitchJordyx3,Chief Radius,Oceana,3,2000,107
Week 2,Duo,Ghost Z?rby,Ghost Tr?pped,Oceana,4,1750,100
Week 2,Duo,yt minkin,YOUTUBE REL,Oceana,5,1500,97
Week 2,Duo,Youtube.Kayez,Fla?ko,Oceana,6,1250,96
Week 2,Duo,G?oboz,sl?y?,Oceana,7,875,92
Week 2,Duo,LGC jahlyn,skyl?,Oceana,8,625,87
Week 2,Duo,Twitch AleccAU,Mingovi 23rd,Oceana,9,400,87
Week 2,Duo,twins iwnl,RNG_x2Jes?e,Oceana,10,350,85
Week 2,Duo,RepulseGod,RNG mrfresha?ian,Oceana,11,300,83
Week 2,Duo,blood outsider,de??re,Oceana,12,300,81
Week 2,Duo,tylrr.,UncleAndy.,Oceana,13,300,80
Week 2,Duo,Link???,Hill?,Oceana,14,300,79
Week 2,Duo,jmy ll,feminist colt,Oceana,15,300,78
Week 2,Duo,Twitch MythOCE,Twitch StubzZ,Oceana,16,300,77
Week 2,Duo,TTV Xerty09,TTV TGVee,Oceana,17,300,76
Week 2,Duo,InFa Saber,AUS_SWAGG,Oceana,18,300,76
Week 2,Duo,MF Vince,west?,Oceana,19,300,75
Week 2,Duo,Twitch Lapex,Cat ?,Oceana,20,300,74
Week 2,Duo,Natanyo ?,DickCheesee,Oceana,21,250,74
Week 2,Duo,Lucid_FN,bitty -,Oceana,22,250,74
Week 2,Duo,tired ?,50?,Oceana,23,250,73
Week 2,Duo,utube worthyy,G?ncho,Oceana,24,250,72
Week 2,Duo,Wi||,?traafe,Oceana,25,250,72
Week 2,Duo,Synthss,corbzan is bad,Oceana,26,250,72
Week 2,Duo,kr?z,noi?e,Oceana,27,250,72
Week 2,Duo,Twitch.Altro47,bugnutz x,Oceana,28,250,69
Week 2,Duo,Swerl,FURY Do?,Oceana,29,250,68
Week 2,Duo,Trell.,?ax,Oceana,30,250,68
Week 2,Duo,Serenn,Tekmarr,Oceana,31,200,68
Week 2,Duo,enlight?,jaqkartah,Oceana,32,200,68
Week 2,Duo,Biocyder,Youtube Shaggy,Oceana,33,200,68
Week 2,Duo,Rushed?,stepbro goatt,Oceana,34,200,68
Week 2,Duo,ICON First,Sp??dyND,Oceana,35,200,67
Week 2,Duo,Bol?,dddyyllan,Oceana,36,200,67
Week 2,Duo,booher on crack,ttvFrendo,Oceana,37,200,67
Week 2,Duo,NFZ KyZa,NFZ undeys,Oceana,38,200,67
Week 2,Duo,H?ktic,Ando ?,Oceana,39,200,65
Week 2,Duo,?raki,delkud ??,Oceana,40,200,65
Week 2,Duo,ttvLeftRightGN,WallyWallHack,Oceana,41,150,64
Week 2,Duo,pokimane??? ?,Eshypoo,Oceana,42,150,64
Week 2,Duo,Vitra.,vegan deprived,Oceana,43,150,64
Week 2,Duo,th?mas,?mity xzhilez,Oceana,44,150,63
Week 2,Duo,Belfys,JarvRuss,Oceana,45,150,63
Week 2,Duo,Cris?r,feminist caryion,Oceana,46,150,63
Week 2,Duo,MeanLegacy,Torrchi,Oceana,47,150,62
Week 2,Duo,Spizza.,V?nk,Oceana,48,150,62
Week 2,Duo,Pr?d?pr?ssion,Doolesworth,Oceana,49,150,62
Week 2,Duo,Prodigy Breso,Trident Dylan,Oceana,50,150,62
Week 2,Duo,Beny?,turps-,Oceana,51,100,62
Week 2,Duo,Hope?,Athnico,Oceana,52,100,62
Week 2,Duo,RNG Her?hicals,syn?.,Oceana,53,100,62
Week 2,Duo,crip kieren,s?nergy,Oceana,54,100,62
Week 2,Duo,James?.,Aussie Antics,Oceana,55,100,62
Week 2,Duo,ICON Coppa,Smeefy.Youtube,Oceana,56,100,61
Week 2,Duo,Mooteea,TTV Lufious,Oceana,57,100,61
Week 2,Duo,scribe yo,tubby koko,Oceana,58,100,61
Week 2,Duo,voake,Juzz?,Oceana,59,100,61
Week 2,Duo,Braith.,Patty in a ball,Oceana,60,100,61
Week 2,Duo,?etflix GuRa,?etflix xero,Oceana,61,100,61
Week 2,Duo,BES Serpennt,BES Hype,Oceana,62,100,60
Week 2,Duo,D?mi,Twitch FlynnIV,Oceana,63,100,60
Week 2,Duo,DE?IGOD,?erpentAU on YT,Oceana,64,100,60
Week 2,Duo,GTKaleb,Spraz YT,Oceana,65,100,60
Week 2,Duo,Viral .,zz_men,Oceana,66,100,60
Week 2,Duo,TP Jett,Vanner Tuii,Oceana,67,100,59
Week 2,Duo,FRONT Immerse,ja?d?n,Oceana,68,100,59
Week 2,Duo,BoBo xx,5amer,Oceana,69,100,59
Week 2,Duo,F?en,Si?,Oceana,70,100,59
Week 2,Duo,Jynx .,shyshyshy .,Oceana,71,100,59
Week 2,Duo,tophatspacedog,skriffa,Oceana,72,100,59
Week 2,Duo,ChillyBinn,Greed.btw,Oceana,73,100,59
Week 2,Duo,Prime -,m?nt.,Oceana,74,100,58
Week 2,Duo,AeroOCE,kayto -,Oceana,75,100,58
Week 2,Duo,TwitchVeelzOCE,Naan Bread,Oceana,76,0,58
Week 2,Duo,K-Pop Star Kayux,FURY Precise,Oceana,77,0,58
Week 2,Duo,ink0nsistent,TTV FraserM_uwu,Oceana,78,0,58
Week 2,Duo,Freskah ttv,amazedtm,Oceana,79,0,58
Week 2,Duo,Lupius .,Venihcy YT,Oceana,80,0,58
Week 2,Duo,Twitch Sorif,Raaq?,Oceana,81,0,58
Week 2,Duo,Dolf.,?evenn,Oceana,82,0,58
Week 2,Duo,TTV vkrogue,Gamelord?,Oceana,83,0,57
Week 2,Duo,V?laxies,Trident.Keith,Oceana,84,0,57
Week 2,Duo,,Alpha Laz,Oceana,85,0,57
Week 2,Duo,FURY Naapr,Draftsy.,Oceana,86,0,57
Week 2,Duo,Renzh3,?den,Oceana,87,0,57
Week 2,Duo,Crisis Calm,Barbuxx,Oceana,88,0,57
Week 2,Duo,popinfrezh.ttv,Chanzes,Oceana,89,0,57
Week 2,Duo,Pure Spirit,M W A C K S,Oceana,90,0,57
Week 2,Duo,Kodakkzz,Jace XV,Oceana,91,0,57
Week 2,Duo,Stevo lol,Youtube_Snaqin,Oceana,92,0,57
Week 2,Duo,The Monk Gyatso,ttv usmc99,Oceana,93,0,57
Week 2,Duo,Pogui ttv,Youtube Vujcich,Oceana,94,0,57
Week 2,Duo,youtube kov,ahrc sucks,Oceana,95,0,57
Week 2,Duo,spoiling x,Samboo.,Oceana,96,0,56
Week 2,Duo,SKPete,Dvourz,Oceana,97,0,56
Week 2,Duo,Bumbleskuxx,Twitch rogodo,Oceana,98,0,56
Week 2,Duo,?ynch,Anchod,Oceana,99,0,56
Week 2,Duo,Priestty,eshays devour,Oceana,100,0,55
Week 4,Duo,JAM zoreh,JAM Gheez,Oceana,1,2500,132
Week 4,Duo,LGC jahlyn,skyl?,Oceana,2,2250,121
Week 4,Duo,Ghost Z?rby,Ghost Tr?pped,Oceana,3,2000,119
Week 4,Duo,twins iwnl,RNG_x2Jes?e,Oceana,4,1750,111
Week 4,Duo,G?oboz,sl?y?,Oceana,5,1500,108
Week 4,Duo,BES Serpennt,BES Hype,Oceana,6,1250,106
Week 4,Duo,Wi||,?traafe,Oceana,7,875,101
Week 4,Duo,de??re,twitter sozmann,Oceana,8,625,99
Week 4,Duo,vol?,Code Parpy,Oceana,9,400,99
Week 4,Duo,RepulseGod,Psyper,Oceana,10,350,97
Week 4,Duo,Cliqahh,Youtube Shaggy,Oceana,11,300,96
Week 4,Duo,feminist caryion,feminist colt,Oceana,12,300,95
Week 4,Duo,utube worthyy,G?ncho,Oceana,13,300,92
Week 4,Duo,yt minkin,YOUTUBE REL,Oceana,14,300,88
Week 4,Duo,V?laxies,Trident.Keith,Oceana,15,300,88
Week 4,Duo,tired ?,50?,Oceana,16,300,88
Week 4,Duo,?irow,LeaveMe .,Oceana,17,300,88
