week,soloWeek,duoWeek,soloOrDuo,player,region,rank,payout,points,wins,elims,placementPoints,earnedQualification
Week 4,0,0,Duo,Cāpseu 220dmg,Europe,97,175,56,0,29,27,0
Week 4,0,0,Duo,SHIKAKA-1,Europe,98,175,55,1,37,18,0
Week 4,0,0,Duo,AntаR,Europe,98,175,55,1,37,18,0
Week 4,0,0,Duo,N47 Sieba,Europe,99,175,55,1,32,23,0
Week 4,0,0,Duo,Klusiabtw,Europe,99,175,55,1,32,23,0
Week 4,0,0,Duo,Technique,Europe,100,175,55,1,29,26,0
Week 4,0,0,Duo,YT Geanzha,Europe,100,175,55,1,29,26,0
Week 6,0,0,Duo,E11 Tschiiinken,Europe,1,2500,105,2,65,40,1
Week 6,0,0,Duo,E11 Stompy,Europe,1,2500,105,2,65,40,1
Week 6,0,6,Duo,Solary Airwaks,Europe,2,2000,98,3,53,45,1
Week 6,0,6,Duo,Solary Nîkof,Europe,2,2000,98,3,53,45,1
Week 6,0,0,Duo,NRG benjуfishу,Europe,3,1625,92,2,48,44,1
Week 6,0,0,Duo,NRG MrSavageM,Europe,3,1625,92,2,48,44,1
Week 6,0,6,Duo,Solary Hunter,Europe,4,1250,89,1,46,43,1
Week 6,0,6,Duo,Solary Kinstaar,Europe,4,1250,89,1,46,43,1
Week 6,0,6,Duo,Lnuef,Europe,5,1125,89,1,46,43,1
Week 6,0,6,Duo,Quіnten,Europe,5,1125,89,1,46,43,1
Week 6,0,0,Duo,Secret_Mongraal,Europe,6,1000,88,1,57,31,1
Week 6,0,0,Duo,Atlantis Mitr0,Europe,6,1000,88,1,57,31,1
Week 6,0,6,Duo,VP 7ssk7,Europe,7,875,86,1,59,27,1
Week 6,0,6,Duo,VP JAMSIDE,Europe,7,875,86,1,59,27,1
Week 6,0,0,Duo,BTL Orange,Europe,8,750,86,1,42,44,0
Week 6,0,0,Duo,BTL Xoxo,Europe,8,750,86,1,42,44,0
Week 6,0,0,Duo,RBK Zyppaan,Europe,9,625,85,1,47,38,0
Week 6,0,0,Duo,RBK Ritz,Europe,9,625,85,1,47,38,0
Week 6,0,0,Duo,LeStream Skite,Europe,10,500,85,1,40,45,0
Week 6,0,0,Duo,LeStream Vato,Europe,10,500,85,1,40,45,0
Week 6,0,0,Duo,Gambit AstroSMZ,Europe,11,450,81,2,40,41,0
Week 6,0,0,Duo,ATL khuna,Europe,11,450,81,2,40,41,0
Week 6,0,0,Duo,Fnatic Pr0vоkd,Europe,12,450,81,0,44,37,0
Week 6,0,0,Duo,Atlantis Magin,Europe,12,450,81,0,44,37,0
Week 6,0,0,Duo,dMIND.3vil,Europe,13,450,79,1,45,34,0
Week 6,0,0,Duo,dMIND.teeq,Europe,13,450,79,1,45,34,0
Week 6,0,0,Duo,WTerp,Europe,14,450,78,2,41,37,0
Week 6,0,0,Duo,Boettchr,Europe,14,450,78,2,41,37,0
Week 6,0,0,Duo,Gambit.fwexY,Europe,15,450,78,0,56,22,0
Week 6,0,0,Duo,Gambit.letw1k3,Europe,15,450,78,0,56,22,0
Week 6,0,0,Duo,LeStream Blaxou,Europe,16,450,78,0,49,29,0
Week 6,0,0,Duo,LеStrеam Nayte,Europe,16,450,78,0,49,29,0
Week 6,0,0,Duo,Nymach,Europe,17,450,76,2,36,40,0
Week 6,0,0,Duo,Oblivìon,Europe,17,450,76,2,36,40,0
Week 6,0,0,Duo,Slide Faayn,Europe,18,450,76,1,35,41,0
Week 6,0,0,Duo,Slide Clement,Europe,18,450,76,1,35,41,0
Week 6,0,0,Duo,Lootboy Mexe,Europe,19,450,76,0,39,37,0
Week 6,0,0,Duo,Lootboy Skram,Europe,19,450,76,0,39,37,0
Week 6,0,0,Duo,Tinny,Europe,20,450,75,1,40,35,0
Week 6,0,0,Duo,AdnFN,Europe,20,450,75,1,40,35,0
Week 6,0,0,Duo,DV1 Hoopek,Europe,21,325,75,0,50,25,0
Week 6,0,0,Duo,DV1 Shikuni,Europe,21,325,75,0,50,25,0
Week 6,0,0,Duo,Didzzz L2,Europe,22,325,74,2,36,38,0
Week 6,0,0,Duo,ƒanta,Europe,22,325,74,2,36,38,0
Week 6,0,0,Duo,Secret Osmo,Europe,23,325,74,1,49,25,0
Week 6,0,0,Duo,Secret_Milan,Europe,23,325,74,1,49,25,0
Week 6,0,0,Duo,elokratz,Europe,24,325,73,1,34,39,0
Week 6,0,0,Duo,Flames Zrool,Europe,24,325,73,1,34,39,0
Week 6,0,0,Duo,BTL 4zr,Europe,25,325,72,3,42,30,0
Week 6,0,0,Duo,Noward.,Europe,25,325,72,3,42,30,0
Week 6,0,0,Duo,M10 Harmii,Europe,26,325,71,0,39,32,0
Week 6,0,0,Duo,M10 Pepper,Europe,26,325,71,0,39,32,0
Week 6,0,0,Duo,Wolfiеz,Europe,27,325,71,0,37,34,0
Week 6,0,0,Duo,Rojο,Europe,27,325,71,0,37,34,0
Week 6,0,0,Duo,COOLER Gebber,Europe,28,325,70,2,31,39,0
Week 6,0,0,Duo,RBK LeftEye,Europe,28,325,70,2,31,39,0
Week 6,0,0,Duo,VHV Crue,Europe,29,325,70,1,43,27,0
Week 6,0,0,Duo,VHV Chapix,Europe,29,325,70,1,43,27,0
Week 6,0,0,Duo,LOST Firex,Europe,30,325,69,1,37,32,0
Week 6,0,0,Duo,LOST Setox.,Europe,30,325,69,1,37,32,0
Week 6,0,0,Duo,LG beehive,Europe,31,275,69,0,32,37,0
Week 6,0,0,Duo,zull-,Europe,31,275,69,0,32,37,0
Week 6,0,0,Duo,Filipthh,Europe,32,275,68,1,37,31,0
Week 6,0,0,Duo,dMIND.Rakso,Europe,32,275,68,1,37,31,0
Week 6,0,0,Duo,E11 Crippa,Europe,33,275,68,1,36,32,0
Week 6,0,0,Duo,E11 Boyer,Europe,33,275,68,1,36,32,0
Week 6,0,0,Duo,Stārlyeu,Europe,34,275,68,1,37,31,0
Week 6,0,0,Duo,Cāpseu 220dmg,Europe,34,275,68,1,37,31,0
Week 6,0,0,Duo,mārteeṉeu,Europe,35,275,68,0,52,16,0
Week 6,0,0,Duo,Skāilereu,Europe,35,275,68,0,52,16,0
Week 6,0,0,Duo,lolb0om,Europe,36,275,67,2,32,35,0
Week 6,0,0,Duo,TTVCoreGamingg,Europe,36,275,67,2,32,35,0
Week 6,0,0,Duo,Twitch GingeYRN,Europe,37,275,67,1,34,33,0
Week 6,0,0,Duo,Flyxㅤ,Europe,37,275,67,1,34,33,0
Week 6,0,0,Duo,Milianiz Elite,Europe,38,275,67,1,28,39,0
Week 6,0,0,Duo,Milianiz OmyTV,Europe,38,275,67,1,28,39,0
Week 6,0,0,Duo,Atlantis K1nzell,Europe,39,275,66,1,43,23,0
Week 6,0,0,Duo,Villex -_-,Europe,39,275,66,1,43,23,0
Week 6,0,0,Duo,Eon FelixGen,Europe,40,275,66,1,35,31,0
Week 6,0,0,Duo,Eon wakie,Europe,40,275,66,1,35,31,0
Week 6,0,0,Duo,COOLER Nyhrox,Europe,41,225,66,1,34,32,0
Week 6,0,0,Duo,COOLER aquaㅤㅤ,Europe,41,225,66,1,34,32,0
Week 6,0,0,Duo,Peero.,Europe,42,225,66,1,23,43,0
Week 6,0,0,Duo,DestinysJesusTTV,Europe,42,225,66,1,23,43,0
Week 6,0,0,Duo,Eon RedRush,Europe,43,225,66,0,34,32,0
Week 6,0,0,Duo,Eon znappy,Europe,43,225,66,0,34,32,0
Week 6,0,0,Duo,Tοxiсツ,Europe,44,225,65,1,33,32,0
Week 6,0,0,Duo,OVERTECK94,Europe,44,225,65,1,33,32,0
Week 6,0,0,Duo,K l i n g,Europe,45,225,65,0,31,34,0
Week 6,0,0,Duo,drobban qq,Europe,45,225,65,0,31,34,0
Week 6,0,0,Duo,LOST scout,Europe,46,225,64,3,26,38,0
Week 6,0,0,Duo,LOST Zeston,Europe,46,225,64,3,26,38,0
Week 6,0,0,Duo,Dynеr,Europe,47,225,64,1,32,32,0
Week 6,0,0,Duo,Norkfishy,Europe,47,225,64,1,32,32,0
Week 6,0,0,Duo,N47 Sieba,Europe,48,225,64,0,35,29,0
Week 6,0,0,Duo,Klusiabtw,Europe,48,225,64,0,35,29,0
Week 6,0,0,Duo,Melside,Europe,49,225,64,0,33,31,0
Week 6,0,0,Duo,Gambit Mawakha,Europe,49,225,64,0,33,31,0
Week 6,0,0,Duo,JustSullyy,Europe,50,225,64,0,33,31,0
Week 6,0,0,Duo,BrookzzFN,Europe,50,225,64,0,33,31,0
Week 6,0,0,Duo,MCES Nali,Europe,51,200,63,2,28,35,0
Week 6,0,0,Duo,MCES xsweeze,Europe,51,200,63,2,28,35,0
Week 6,0,0,Duo,TrainH BlastRR,Europe,52,200,63,1,41,22,0
Week 6,0,0,Duo,TrainH Alphaa,Europe,52,200,63,1,41,22,0
Week 6,0,0,Duo,eMz Gancheto,Europe,53,200,63,1,38,25,0
Week 6,0,0,Duo,Thund3ЯG0D,Europe,53,200,63,1,38,25,0
Week 6,0,0,Duo,madzenJ,Europe,54,200,63,1,36,27,0
Week 6,0,0,Duo,LeStream TheVic,Europe,54,200,63,1,36,27,0
Week 6,0,0,Duo,xp Jamz,Europe,55,200,63,1,28,35,0
Week 6,0,0,Duo,name prince,Europe,55,200,63,1,28,35,0
Week 6,0,0,Duo,FSpirit Basto,Europe,56,200,63,1,25,38,0
Week 6,0,0,Duo,FSpirit Blacky,Europe,56,200,63,1,25,38,0
Week 6,0,0,Duo,Gambit Pate1k,Europe,57,200,62,1,39,23,0
Week 6,0,0,Duo,Secret_Domentos,Europe,57,200,62,1,39,23,0
Week 6,0,0,Duo,jannyXD on yt,Europe,58,200,62,1,35,27,0
Week 6,0,0,Duo,KR Import Hyeouk,Europe,58,200,62,1,35,27,0
Week 6,0,0,Duo,JSmoove-,Europe,59,200,62,1,32,30,0
Week 6,0,0,Duo,justillegal VI,Europe,59,200,62,1,32,30,0
Week 6,0,0,Duo,MCES Andilex,Europe,60,200,62,1,30,32,0
Week 6,0,0,Duo,MCES Orkh,Europe,60,200,62,1,30,32,0
Week 6,0,0,Duo,Evade Magnus,Europe,61,200,62,1,30,32,0
Week 6,0,0,Duo,Evade Nebby,Europe,61,200,62,1,30,32,0
Week 6,0,0,Duo,Saеvid,Europe,62,200,62,1,29,33,0
Week 6,0,0,Duo,Сrank,Europe,62,200,62,1,29,33,0
Week 6,0,0,Duo,LOST Kartun,Europe,63,200,61,1,34,27,0
Week 6,0,0,Duo,LOST Ardit.,Europe,63,200,61,1,34,27,0
Week 6,0,0,Duo,richart_,Europe,64,200,61,0,31,30,0
Week 6,0,0,Duo,mocarzz,Europe,64,200,61,0,31,30,0
Week 6,0,0,Duo,luKi tjk,Europe,65,200,60,2,32,28,0
Week 6,0,0,Duo,Smileуу,Europe,65,200,60,2,32,28,0
Week 6,0,0,Duo,Sy Аttak,Europe,66,200,60,1,31,29,0
Week 6,0,0,Duo,LDLC Spk,Europe,66,200,60,1,31,29,0
Week 6,0,0,Duo,uNp danDAƝ,Europe,67,200,60,1,33,27,0
Week 6,0,0,Duo,uNp FeRinS,Europe,67,200,60,1,33,27,0
Week 6,0,0,Duo,Flamenx.,Europe,68,200,60,1,30,30,0
Week 6,0,0,Duo,humanilliance.,Europe,68,200,60,1,30,30,0
Week 6,0,0,Duo,STAR PеaK,Europe,69,200,60,1,28,32,0
Week 6,0,0,Duo,ttv LouisFN,Europe,69,200,60,1,28,32,0
Week 6,0,0,Duo,JackRyanFox,Europe,70,200,60,1,28,32,0
Week 6,0,0,Duo,xKumu,Europe,70,200,60,1,28,32,0
Week 6,0,0,Duo,N47 Jordberry,Europe,71,200,60,0,46,14,0
Week 6,0,0,Duo,N47 Socka,Europe,71,200,60,0,46,14,0
Week 6,0,0,Duo,HORT_LYGHT,Europe,72,200,60,0,34,26,0
Week 6,0,0,Duo,Im AsTo ツ,Europe,72,200,60,0,34,26,0
Week 6,0,0,Duo,playboi mps.reno,Europe,73,200,60,0,37,23,0
Week 6,0,0,Duo,egirl mps.skay,Europe,73,200,60,0,37,23,0
Week 6,0,0,Duo,Fnatic Motor,Europe,74,200,60,0,26,34,0
Week 6,0,0,Duo,Fnatic Verox,Europe,74,200,60,0,26,34,0
Week 6,0,0,Duo,Bouth 0 Ping,Europe,75,200,59,1,32,27,0
Week 6,0,0,Duo,Nyydo,Europe,75,200,59,1,32,27,0
Week 6,0,0,Duo,Branco440,Europe,76,175,59,1,26,33,0
Week 6,0,0,Duo,Ѕpeedyoxd,Europe,76,175,59,1,26,33,0
Week 6,0,0,Duo,dat navy,Europe,77,175,59,0,35,24,0
Week 6,0,0,Duo,dat trax,Europe,77,175,59,0,35,24,0
Week 6,0,0,Duo,script is insane,Europe,78,175,59,0,25,34,0
Week 6,0,0,Duo,Rasneyㅤㅤ,Europe,78,175,59,0,25,34,0
Week 6,0,0,Duo,vanish Frosti,Europe,79,175,59,0,31,28,0
Week 6,0,0,Duo,Dаgur,Europe,79,175,59,0,31,28,0
Week 6,0,0,Duo,celzyy,Europe,80,175,58,2,28,30,0
Week 6,0,0,Duo,phin xo,Europe,80,175,58,2,28,30,0
Week 6,0,0,Duo,VHV Edr4k1ll,Europe,81,175,58,1,25,33,0
Week 6,0,0,Duo,VHV Dangoms,Europe,81,175,58,1,25,33,0
Week 6,0,0,Duo,LeoJayT,Europe,82,175,58,0,38,20,0
Week 6,0,0,Duo,сrr,Europe,82,175,58,0,38,20,0
Week 6,0,0,Duo,HotdogHenry14,Europe,83,175,58,0,30,28,0
Week 6,0,0,Duo,Viallinen -,Europe,83,175,58,0,30,28,0
Week 6,0,0,Duo,13UP miyoki,Europe,84,175,58,0,28,30,0
Week 6,0,0,Duo,Cerecof,Europe,84,175,58,0,28,30,0
Week 6,0,0,Duo,Arbzy despacito,Europe,85,175,57,3,22,35,0
Week 6,0,0,Duo,CStann,Europe,85,175,57,3,22,35,0
Week 6,0,0,Duo,PnR.,Europe,86,175,57,2,29,28,0
Week 6,0,0,Duo,E11 Ömer,Europe,86,175,57,2,29,28,0
Week 6,0,0,Duo,VGIA Khisanth,Europe,87,175,57,2,22,35,0
Week 6,0,0,Duo,VGIA Markel,Europe,87,175,57,2,22,35,0
Week 6,0,0,Duo,OhShadow,Europe,88,175,57,1,30,27,0
Week 6,0,0,Duo,Sloanific,Europe,88,175,57,1,30,27,0
Week 6,0,0,Duo,S Kaaz,Europe,89,175,57,1,31,26,0
Week 6,0,0,Duo,Meohoh,Europe,89,175,57,1,31,26,0
Week 6,0,0,Duo,VHV IDrop,Europe,90,175,57,1,30,27,0
Week 6,0,0,Duo,R9 Wynzi,Europe,90,175,57,1,30,27,0
Week 6,0,0,Duo,FA Hugo_,Europe,91,175,57,1,28,29,0
Week 6,0,0,Duo,KX1Zou,Europe,91,175,57,1,28,29,0
Week 6,0,0,Duo,forZe h1kkY.,Europe,92,175,57,1,25,32,0
Week 6,0,0,Duo,USE CODE IREZUMI,Europe,92,175,57,1,25,32,0
Week 6,0,0,Duo,IceFirе,Europe,93,175,57,1,24,33,0
Week 6,0,0,Duo,artor.,Europe,93,175,57,1,24,33,0
Week 6,0,0,Duo,Ghost Issa,Europe,94,175,57,0,39,18,0
Week 6,0,0,Duo,Ghost Kamo,Europe,94,175,57,0,39,18,0
Week 6,0,0,Duo,KIРРI,Europe,95,175,57,0,32,25,0
Week 6,0,0,Duo,packо,Europe,95,175,57,0,32,25,0
Week 6,0,0,Duo,twitch skilico,Europe,96,175,57,0,28,29,0
Week 6,0,0,Duo,Vеx.,Europe,96,175,57,0,28,29,0
Week 6,0,0,Duo,JulеZ,Europe,97,175,57,0,28,29,0
Week 6,0,0,Duo,TrainH Yagsou,Europe,97,175,57,0,28,29,0
Week 6,0,0,Duo,S Nayu,Europe,98,175,57,0,28,29,0
Week 6,0,0,Duo,S Mirage,Europe,98,175,57,0,28,29,0
Week 6,0,0,Duo,M10 Kalk,Europe,99,175,57,0,27,30,0
Week 6,0,0,Duo,Locke AviiD,Europe,99,175,57,0,27,30,0
Week 6,0,0,Duo,Wαm,Europe,100,175,57,0,21,36,0
Week 6,0,0,Duo,Snoda,Europe,100,175,57,0,21,36,0
Week 8,0,0,Duo,Solary Hunter,Europe,1,2500,91,3,47,44,1
Week 8,0,0,Duo,Solary Kinstaar,Europe,1,2500,91,3,47,44,1
Week 8,0,0,Duo,E11 Tschiiinken,Europe,2,2000,89,2,45,44,1
Week 8,0,0,Duo,E11 Stompy,Europe,2,2000,89,2,45,44,1
Week 8,0,0,Duo,Secret_Mongraal,Europe,3,1625,88,1,63,25,1
Week 8,0,0,Duo,Atlantis Mitr0,Europe,3,1625,88,1,63,25,1
Week 8,0,8,Duo,E11 itemm,Europe,4,1250,87,2,46,41,1
Week 8,0,8,Duo,Derox.,Europe,4,1250,87,2,46,41,1
Week 8,0,8,Duo,Oslo.,Europe,5,1125,83,2,46,37,1
Week 8,0,8,Duo,Not BadSniper,Europe,5,1125,83,2,46,37,1
Week 8,0,8,Duo,BTL 4zr,Europe,6,1000,80,2,46,34,1
Week 8,0,8,Duo,Noward.,Europe,6,1000,80,2,46,34,1
Week 8,0,8,Duo,Eon RedRush,Europe,7,875,80,2,38,42,1
Week 8,0,8,Duo,Eon znappy,Europe,7,875,80,2,38,42,1
Week 8,0,0,Duo,hREDS BELAEU,Europe,8,750,78,0,42,36,0
Week 8,0,0,Duo,Kaxie,Europe,8,750,78,0,42,36,0
Week 8,0,0,Duo,M10 Harmii,Europe,9,625,77,2,40,37,0
Week 8,0,0,Duo,M10 Pepper,Europe,9,625,77,2,40,37,0
Week 8,0,0,Duo,LeStream Skite,Europe,10,500,77,1,47,30,0
Week 8,0,0,Duo,LeStream Vato,Europe,10,500,77,1,47,30,0
Week 8,0,0,Duo,COOLER Nyhrox,Europe,11,450,76,2,44,32,0
Week 8,0,0,Duo,COOLER aquaㅤㅤ,Europe,11,450,76,2,44,32,0
Week 8,0,0,Duo,MCES SqualzK,Europe,12,450,76,2,36,40,0
Week 8,0,0,Duo,Sy Marcote,Europe,12,450,76,2,36,40,0
Week 8,0,0,Duo,JustSullyy,Europe,13,450,76,0,41,35,0
Week 8,0,0,Duo,BrookzzFN,Europe,13,450,76,0,41,35,0
Week 8,0,0,Duo,VGIA xPlash,Europe,14,450,75,1,33,42,0
Week 8,0,0,Duo,VGIA Tedi,Europe,14,450,75,1,33,42,0
Week 8,0,0,Duo,Elqoe,Europe,15,450,75,0,46,29,0
Week 8,0,0,Duo,Hеretic,Europe,15,450,75,0,46,29,0
Week 8,0,0,Duo,uNp danDAƝ,Europe,16,450,74,1,38,36,0
Week 8,0,0,Duo,uNp FeRinS,Europe,16,450,74,1,38,36,0
Week 8,0,0,Duo,Atlantis Flikk,Europe,17,450,73,2,46,27,0
Week 8,0,0,Duo,x8fn.,Europe,17,450,73,2,46,27,0
Week 8,0,0,Duo,YouTube DjaniBoi,Europe,18,450,73,2,33,40,0
Week 8,0,0,Duo,ECV_Cazorla,Europe,18,450,73,2,33,40,0
Week 8,0,0,Duo,Lootboy Mexe,Europe,19,450,71,2,34,37,0
Week 8,0,0,Duo,Lootboy Skram,Europe,19,450,71,2,34,37,0
Week 8,0,0,Duo,VHV Edr4k1ll,Europe,20,450,71,2,22,49,0
Week 8,0,0,Duo,VHV Dangoms,Europe,20,450,71,2,22,49,0
Week 8,0,0,Duo,script is insane,Europe,21,325,71,0,45,26,0
Week 8,0,0,Duo,Rasneyㅤㅤ,Europe,21,325,71,0,45,26,0
Week 8,0,0,Duo,TrainH Falconly,Europe,22,325,71,0,35,36,0
Week 8,0,0,Duo,TrainH Robabz,Europe,22,325,71,0,35,36,0
Week 8,0,0,Duo,Secret Osmo,Europe,23,325,71,0,43,28,0
Week 8,0,0,Duo,Secret_Milan,Europe,23,325,71,0,43,28,0
Week 8,0,0,Duo,Atlantis kejseR,Europe,24,325,71,0,35,36,0
Week 8,0,0,Duo,SNG Trippernn,Europe,24,325,71,0,35,36,0
Week 8,0,0,Duo,lolb0om,Europe,25,325,70,1,36,34,0
Week 8,0,0,Duo,TTVCoreGamingg,Europe,25,325,70,1,36,34,0
Week 8,0,0,Duo,E11 Crippa,Europe,26,325,70,1,44,26,0
Week 8,0,0,Duo,E11 Boyer,Europe,26,325,70,1,44,26,0
Week 8,0,0,Duo,Bródíé,Europe,27,325,69,0,33,36,0
Week 8,0,0,Duo,Napoleon 4.,Europe,27,325,69,0,33,36,0
Week 8,0,0,Duo,Fnatic_Jαrl,Europe,28,325,68,1,37,31,0
Week 8,0,0,Duo,Flames gram,Europe,28,325,68,1,37,31,0
Week 8,0,0,Duo,VHV Crue,Europe,29,325,68,1,33,35,0
Week 8,0,0,Duo,VHV Chapix,Europe,29,325,68,1,33,35,0
Week 8,0,0,Duo,mārteeṉeu,Europe,30,325,68,0,50,18,0
Week 8,0,0,Duo,Skāilereu,Europe,30,325,68,0,50,18,0
Week 8,0,0,Duo,Solary Airwaks,Europe,31,275,67,1,42,25,0
Week 8,0,0,Duo,Solary Nîkof,Europe,31,275,67,1,42,25,0
Week 8,0,0,Duo,Sy Аttak,Europe,32,275,67,1,46,21,0
Week 8,0,0,Duo,LDLC Spk,Europe,32,275,67,1,46,21,0
Week 8,0,0,Duo,Dexter is typing,Europe,33,275,67,1,28,39,0
Week 8,0,0,Duo,Veduki is typing,Europe,33,275,67,1,28,39,0
Week 8,0,0,Duo,KiritóSán,Europe,34,275,67,0,33,34,0
Week 8,0,0,Duo,LOST yunoR,Europe,34,275,67,0,33,34,0
Week 8,0,0,Duo,playboi mps.reno,Europe,35,275,66,1,37,29,0
Week 8,0,0,Duo,egirl mps.skay,Europe,35,275,66,1,37,29,0
Week 8,0,0,Duo,BTL Orange,Europe,36,275,66,1,36,30,0
Week 8,0,0,Duo,BTL Xoxo,Europe,36,275,66,1,36,30,0
Week 8,0,0,Duo,Merijn -_-,Europe,37,275,66,0,42,24,0
Week 8,0,0,Duo,jaspaay-iwnl-,Europe,37,275,66,0,42,24,0
Week 8,0,0,Duo,TrainH Seth,Europe,38,275,66,0,40,26,0
Week 8,0,0,Duo,ÐRG,Europe,38,275,66,0,40,26,0
Week 8,0,0,Duo,Atlantis K1nzell,Europe,39,275,65,1,40,25,0
Week 8,0,0,Duo,Villex -_-,Europe,39,275,65,1,40,25,0
Week 8,0,0,Duo,Winstrike Mayhem,Europe,40,275,65,0,30,35,0
Week 8,0,0,Duo,Gambit Azze,Europe,40,275,65,0,30,35,0
Week 8,0,0,Duo,VHV IDrop,Europe,41,225,64,3,34,30,0
Week 8,0,0,Duo,R9 Wynzi,Europe,41,225,64,3,34,30,0
Week 8,0,0,Duo,Atlantis Astro,Europe,42,225,64,1,34,30,0
Week 8,0,0,Duo,Pickiss.,Europe,42,225,64,1,34,30,0
Week 8,0,0,Duo,QLASH JoYe,Europe,43,225,64,1,29,35,0
Week 8,0,0,Duo,QLASH LiSeeZ,Europe,43,225,64,1,29,35,0
Week 8,0,0,Duo,Noooun,Europe,44,225,63,2,31,32,0
Week 8,0,0,Duo,johvn,Europe,44,225,63,2,31,32,0
Week 8,0,0,Duo,Paffpi,Europe,45,225,63,2,26,37,0
Week 8,0,0,Duo,Alliance.Powder,Europe,45,225,63,2,26,37,0
Week 8,0,0,Duo,V Enc Night,Europe,46,225,63,1,37,26,0
Week 8,0,0,Duo,V Enc Adrian,Europe,46,225,63,1,37,26,0
Week 8,0,0,Duo,Unique inclyde,Europe,47,225,63,0,33,30,0
Week 8,0,0,Duo,Unique MIRWANA,Europe,47,225,63,0,33,30,0
Week 8,0,0,Duo,xp Jamz,Europe,48,225,62,1,35,27,0
Week 8,0,0,Duo,name prince,Europe,48,225,62,1,35,27,0
Week 8,0,0,Duo,AnkrozZ YT,Europe,49,225,62,1,35,27,0
Week 8,0,0,Duo,Planche.,Europe,49,225,62,1,35,27,0
Week 8,0,0,Duo,Sy Magl,Europe,50,225,62,1,30,32,0
Week 8,0,0,Duo,Sy Yoda,Europe,50,225,62,1,30,32,0
Week 8,0,0,Duo,LOST scout,Europe,51,200,62,1,25,37,0
Week 8,0,0,Duo,LOST Zeston,Europe,51,200,62,1,25,37,0
Week 8,0,0,Duo,Legxndz xddddddd,Europe,52,200,62,0,42,20,0
Week 8,0,0,Duo,Hort_ Pusher,Europe,52,200,62,0,42,20,0
Week 8,0,0,Duo,Healty Tinoks,Europe,53,200,62,0,30,32,0
Week 8,0,0,Duo,Healty NeyFaz,Europe,53,200,62,0,30,32,0
Week 8,0,0,Duo,HORT vPadd3,Europe,54,200,62,0,29,33,0
Week 8,0,0,Duo,Timaay.,Europe,54,200,62,0,29,33,0
Week 8,0,0,Duo,Gаfow,Europe,55,200,61,1,39,22,0
Week 8,0,0,Duo,Flames Quitoooo,Europe,55,200,61,1,39,22,0
Week 8,0,0,Duo,GO Deаdrа,Europe,56,200,61,1,38,23,0
Week 8,0,0,Duo,GO M11Z,Europe,56,200,61,1,38,23,0
Week 8,0,0,Duo,Wαm,Europe,57,200,61,1,29,32,0
Week 8,0,0,Duo,Snoda,Europe,57,200,61,1,29,32,0
Week 8,0,0,Duo,Atlantis Devіl,Europe,58,200,61,0,34,27,0
Week 8,0,0,Duo,Atlantis Lеtshe,Europe,58,200,61,0,34,27,0
Week 8,0,0,Duo,TQ ZøhaaN,Europe,59,200,61,0,31,30,0
Week 8,0,0,Duo,TQ Naranj1t0,Europe,59,200,61,0,31,30,0
Week 8,0,0,Duo,13UP miyoki,Europe,60,200,60,2,25,35,0
Week 8,0,0,Duo,Cerecof,Europe,60,200,60,2,25,35,0
Week 8,0,0,Duo,Amorphic Shani,Europe,61,200,60,2,21,39,0
Week 8,0,0,Duo,Amorphic Kenskey,Europe,61,200,60,2,21,39,0
Week 8,0,0,Duo,Technique,Europe,62,200,60,1,36,24,0
Week 8,0,0,Duo,YT Geanzha,Europe,62,200,60,1,36,24,0
Week 8,0,0,Duo,Dynamic Jpmn,Europe,63,200,60,1,35,25,0
Week 8,0,0,Duo,Dynamic Intеl,Europe,63,200,60,1,35,25,0
Week 8,0,0,Duo,Kylixfishy,Europe,64,200,60,1,31,29,0
Week 8,0,0,Duo,Aresfishy,Europe,64,200,60,1,31,29,0
Week 8,0,0,Duo,LOST Łаrrý,Europe,65,200,60,1,31,29,0
Week 8,0,0,Duo,LOST Streqk,Europe,65,200,60,1,31,29,0
Week 8,0,0,Duo,Twitch.tv_eXes3,Europe,66,200,60,1,33,27,0
Week 8,0,0,Duo,SNG Mumzy,Europe,66,200,60,1,33,27,0
Week 8,0,0,Duo,Tchub_,Europe,67,200,60,1,29,31,0
Week 8,0,0,Duo,Alliance Ticke,Europe,67,200,60,1,29,31,0
Week 8,0,0,Duo,MenaceHA,Europe,68,200,60,0,43,17,0
Week 8,0,0,Duo,fake flennii,Europe,68,200,60,0,43,17,0
Week 8,0,0,Duo,richart_,Europe,69,200,60,0,31,29,0
Week 8,0,0,Duo,mocarzz,Europe,69,200,60,0,31,29,0
Week 8,0,0,Duo,Luffsen x DAD,Europe,70,200,60,0,37,23,0
Week 8,0,0,Duo,Twitter UnoV,Europe,70,200,60,0,37,23,0
Week 8,0,0,Duo,Fnatic Motor,Europe,71,200,60,0,32,28,0
Week 8,0,0,Duo,Fnatic Verox,Europe,71,200,60,0,32,28,0
Week 8,0,0,Duo,MCES Andilex,Europe,72,200,60,0,28,32,0
Week 8,0,0,Duo,MCES Orkh,Europe,72,200,60,0,28,32,0
Week 8,0,0,Duo,zemee,Europe,73,200,60,0,25,35,0
Week 8,0,0,Duo,Jjεssε,Europe,73,200,60,0,25,35,0
Week 8,0,0,Duo,Twitter Kur0neel,Europe,74,200,59,1,31,28,0
Week 8,0,0,Duo,Vile T2H_Tv,Europe,74,200,59,1,31,28,0
