week,soloWeek,duoWeek,soloOrDuo,player,region,rank,payout,points,wins,elims,placementPoints,earnedQualification
Week 1,1,0,Solo,SEN Bughа,NA East,1,5000,69,1,33,36,1
Week 1,1,0,Solo,FaZe Dubs.,NA East,2,4000,68,2,22,46,1
Week 1,1,0,Solo,Ghost Bizzle,NA East,3,3000,65,1,26,39,1
Week 1,1,0,Solo,TSM_Comadon,NA East,4,2500,63,2,25,38,1
Week 1,1,0,Solo,Liquid Vivid,NA East,5,2250,60,2,28,32,1
Week 1,1,0,Solo,100T Ceice,NA East,6,2000,60,2,20,40,1
Week 1,0,0,Solo,Envy LeNain,NA East,7,1750,60,1,24,36,0
Week 1,0,0,Solo,Secret Fuzzy,NA East,8,1500,60,1,21,39,0
Week 1,0,0,Solo,KingTrigg,NA East,9,1250,60,0,40,20,0
Week 1,0,0,Solo,Ghost Aѕѕault,NA East,10,1000,59,2,22,37,0
Week 1,0,0,Solo,OT Spαdes,NA East,11,800,59,0,36,23,0
Week 1,0,0,Solo,Marzz_Ow,NA East,12,800,58,0,31,27,0
Week 1,0,0,Solo,OT TwizBot,NA East,13,800,57,0,20,37,0
Week 1,0,0,Solo,LZR Kreo,NA East,14,800,56,1,27,29,0
Week 1,0,0,Solo,Hippie Habitat,NA East,15,800,56,1,18,38,0
Week 1,0,0,Solo,Lanson.,NA East,16,800,56,1,15,41,0
Week 1,0,0,Solo,Ghost Snood,NA East,17,800,56,0,29,27,0
Week 1,0,0,Solo,MRKN Av,NA East,18,800,56,0,25,31,0
Week 1,0,0,Solo,Nittle,NA East,19,800,54,1,23,31,0
Week 1,0,0,Solo,Kryza on YT シ,NA East,20,800,54,1,19,35,0
Week 1,0,0,Solo,KNG Unknown,NA East,21,650,54,0,39,15,0
Week 1,0,0,Solo,RogueShark_,NA East,22,650,53,1,26,27,0
Week 1,0,0,Solo,innoсentѕ,NA East,23,650,53,1,23,30,0
Week 1,0,0,Solo,Hogmanlolz,NA East,24,650,53,1,14,39,0
Week 1,0,0,Solo,Ｆｒｅｙ,NA East,25,650,53,1,11,42,0
Week 1,0,0,Solo,OT th3pacifist,NA East,26,650,52,2,18,34,0
Week 1,0,0,Solo,Envy collinfrags,NA East,27,650,52,1,25,27,0
Week 1,0,0,Solo,oovik be like,NA East,28,650,52,1,24,28,0
Week 1,0,0,Solo,Twitch Dovpy,NA East,29,650,52,1,22,30,0
Week 1,0,0,Solo,clkzy,NA East,30,650,52,1,13,39,0
Week 1,0,0,Solo,Evade MistaDong,NA East,31,550,52,0,21,31,0
Week 1,0,0,Solo,Dmnds,NA East,32,550,51,2,21,30,0
Week 1,0,0,Solo,bhegs,NA East,33,550,51,1,21,30,0
Week 1,0,0,Solo,MSF Artsy,NA East,34,550,50,1,21,29,0
Week 1,0,0,Solo,Tetchra,NA East,35,550,50,0,30,20,0
Week 1,0,0,Solo,Threаts,NA East,36,550,50,0,24,26,0
Week 1,0,0,Solo,Ghost Enzo,NA East,37,550,50,0,25,25,0
Week 1,0,0,Solo,RBK Steanzz,NA East,38,550,49,2,14,35,0
Week 1,0,0,Solo,Ghost Dmo,NA East,39,550,49,1,27,22,0
Week 1,0,0,Solo,parallel gage,NA East,40,550,49,1,21,28,0
Week 1,0,0,Solo,Kydra.,NA East,41,450,49,1,19,30,0
Week 1,0,0,Solo,Happythatoneguy,NA East,42,450,49,0,26,23,0
Week 1,0,0,Solo,Ghost Ghoulx,NA East,43,450,49,0,24,25,0
Week 1,0,0,Solo,MrMavsTV,NA East,44,450,48,2,28,20,0
Week 1,0,0,Solo,LG Tyler15,NA East,45,450,48,1,18,30,0
Week 1,0,0,Solo,RS Lyricen,NA East,46,450,48,1,20,28,0
Week 1,0,0,Solo,bergtheplug type,NA East,47,450,48,0,19,29,0
Week 1,0,0,Solo,NorCal Khanada,NA East,48,450,47,1,32,15,0
Week 1,0,0,Solo,Sleepyfn yt,NA East,49,450,47,1,21,26,0
Week 1,0,0,Solo,Carbon Singl3,NA East,50,450,47,1,19,28,0
Week 1,0,0,Solo,Zeiy.,NA East,51,400,47,1,10,37,0
Week 1,0,0,Solo,Shαrp,NA East,52,400,47,0,27,20,0
Week 1,0,0,Solo,Pyro Voil,NA East,53,400,47,0,22,25,0
Week 1,0,0,Solo,Twitch GooshFN,NA East,54,400,47,0,21,26,0
Week 1,0,0,Solo,adhd walspar,NA East,55,400,47,0,18,29,0
Week 1,0,0,Solo,Connoreo,NA East,56,400,47,0,14,33,0
Week 1,0,0,Solo,E11 BlooTea,NA East,57,400,46,1,23,23,0
Week 1,0,0,Solo,woƖfzy,NA East,58,400,46,1,14,32,0
Week 1,0,0,Solo,Nine Brees,NA East,59,400,46,1,15,31,0
Week 1,0,0,Solo,Symfuhny,NA East,60,400,46,0,19,27,0
Week 1,0,0,Solo,LDamienS,NA East,61,400,46,0,15,31,0
Week 1,0,0,Solo,Ajаy,NA East,62,400,46,0,16,30,0
Week 1,0,0,Solo,MRKN Percently,NA East,63,400,45,2,17,28,0
Week 1,0,0,Solo,white,NA East,64,400,45,1,23,22,0
Week 1,0,0,Solo,SoaR Pier,NA East,65,400,45,1,13,32,0
Week 1,0,0,Solo,Ellahi,NA East,66,400,45,1,12,33,0
Week 1,0,0,Solo,Eclipsae,NA East,67,400,45,0,27,18,0
Week 1,0,0,Solo,RBK JDW,NA East,68,400,45,0,18,27,0
Week 1,0,0,Solo,NRG Zayt,NA East,69,400,44,2,19,25,0
Week 1,0,0,Solo,CLG psalm,NA East,70,400,44,1,6,38,0
Week 1,0,0,Solo,nuble on twitch,NA East,71,400,44,0,22,22,0
Week 1,0,0,Solo,HydraFN,NA East,72,400,44,0,18,26,0
Week 1,0,0,Solo,OwlFN,NA East,73,400,44,0,17,27,0
Week 1,0,0,Solo,TillTV-,NA East,74,400,44,0,16,28,0
Week 1,0,0,Solo,exuhz,NA East,75,400,44,0,15,29,0
Week 1,0,0,Solo,MSF Clix,NA East,76,350,43,1,27,16,0
Week 1,0,0,Solo,Ѕtretch.,NA East,77,350,43,1,24,19,0
Week 1,0,0,Solo,rickishaw,NA East,78,350,43,1,20,23,0
Week 1,0,0,Solo,GodNiсk,NA East,79,350,43,1,22,21,0
Week 1,0,0,Solo,RS clarityG,NA East,80,350,43,1,16,27,0
Week 1,0,0,Solo,SоaR JT,NA East,81,350,43,1,18,25,0
Week 1,0,0,Solo,Stατíc,NA East,82,350,43,1,15,28,0
Week 1,0,0,Solo,code PLEASEBUILD,NA East,83,350,43,1,13,30,0
Week 1,0,0,Solo,Twitch ABC_Trash,NA East,84,350,43,0,19,24,0
Week 1,0,0,Solo,100T Blind.,NA East,85,350,43,0,18,25,0
Week 1,0,0,Solo,grоve.,NA East,86,350,43,0,17,26,0
Week 1,0,0,Solo,Ｍojo,NA East,87,350,43,0,16,27,0
Week 1,0,0,Solo,JNJABA07,NA East,88,350,43,0,16,27,0
Week 1,0,0,Solo,RBK JLove,NA East,89,350,43,0,16,27,0
Week 1,0,0,Solo,YT Dom x,NA East,90,350,43,0,13,30,0
Week 1,0,0,Solo,MoR Oorix,NA East,91,350,43,0,12,31,0
Week 1,0,0,Solo,10ʙɪᴛ,NA East,92,350,43,0,7,36,0
Week 1,0,0,Solo,Tchad GG,NA East,93,350,43,0,7,36,0
Week 1,0,0,Solo,Tetrah.,NA East,94,350,43,0,6,37,0
Week 1,0,0,Solo,thn dany,NA East,95,350,42,1,16,26,0
Week 1,0,0,Solo,E11 Grazca,NA East,96,350,42,1,15,27,0
Week 1,0,0,Solo,godkicks,NA East,97,350,42,1,14,28,0
Week 1,0,0,Solo,Twitch NetZzRT,NA East,98,350,42,1,12,30,0
Week 1,0,0,Solo,E11 Joseph,NA East,99,350,42,1,11,31,0
Week 1,0,0,Solo,Deѕtroy,NA East,100,350,42,0,24,18,0
Week 3,3,0,Solo,Tfue,NA East,1,5000,69,3,31,38,1
Week 3,3,0,Solo,KNG Unknown,NA East,2,4000,67,0,40,27,1
Week 3,3,0,Solo,FaZe Funk,NA East,3,3000,64,3,22,42,1
Week 3,3,0,Solo,Nittle,NA East,4,2500,64,1,29,35,1
Week 3,3,0,Solo,CLG psalm,NA East,5,2250,64,1,24,40,1
Week 3,0,0,Solo,FaZe Dubs.,NA East,6,2000,64,1,28,36,1
Week 3,3,0,Solo,MSF Clix,NA East,7,1750,63,1,38,25,1
Week 3,0,0,Solo,Deѕtroy,NA East,8,1500,60,1,30,30,0
Week 3,0,0,Solo,Ghost Snood,NA East,9,1250,60,1,27,33,0
Week 3,0,0,Solo,Hogmanlolz,NA East,10,1000,59,3,19,40,0
Week 3,0,0,Solo,Ghost Saf,NA East,11,800,59,1,36,23,0
Week 3,0,0,Solo,ShawnClaude,NA East,12,800,59,1,31,28,0
Week 3,0,0,Solo,MSF Famhood,NA East,13,800,58,0,24,34,0
Week 3,0,0,Solo,Thе Uzi,NA East,14,800,57,1,21,36,0
Week 3,0,0,Solo,CaIculator,NA East,15,800,57,1,20,37,0
Week 3,0,0,Solo,etilonαn,NA East,16,800,56,4,16,40,0
Week 3,0,0,Solo,SEN Bughа,NA East,17,800,55,1,28,27,0
Week 3,0,0,Solo,E11 НЕART,NA East,18,800,55,1,16,39,0
Week 3,0,0,Solo,EG JTruth,NA East,19,800,55,1,13,42,0
Week 3,0,0,Solo,RBK JeRΜ,NA East,20,800,54,2,19,35,0
Week 3,0,0,Solo,Scoped on YT,NA East,21,650,54,1,26,28,0
Week 3,0,0,Solo,E11 Joseph,NA East,22,650,54,1,24,30,0
Week 3,0,0,Solo,SEN Animal,NA East,23,650,54,1,20,34,0
Week 3,0,0,Solo,bhegs,NA East,24,650,54,1,17,37,0
Week 3,0,0,Solo,100T Elevate,NA East,25,650,54,0,19,35,0
Week 3,0,0,Solo,vуx,NA East,26,650,53,1,23,30,0
Week 3,0,0,Solo,Xebiit,NA East,27,650,53,0,25,28,0
Week 3,0,0,Solo,Coop,NA East,28,650,53,0,27,26,0
Week 3,0,0,Solo,RS kolorful,NA East,29,650,53,0,19,34,0
Week 3,0,0,Solo,Twitch Nycoking,NA East,30,650,52,1,27,25,0
Week 3,0,0,Solo,Everox Has 0ms,NA East,31,550,52,1,22,30,0
Week 3,0,0,Solo,Ѕtretch.,NA East,32,550,52,1,20,32,0
Week 3,0,0,Solo,Envy Bucke,NA East,33,550,52,0,30,22,0
Week 3,0,0,Solo,TSM_Zexrow,NA East,34,550,52,0,23,29,0
Week 3,0,0,Solo,Thiccboy Luneze,NA East,35,550,51,1,19,32,0
Week 3,0,0,Solo,smqcked .,NA East,36,550,51,1,23,28,0
Week 3,0,0,Solo,Scryyx.,NA East,37,550,51,1,22,29,0
Week 3,0,0,Solo,Pourings,NA East,38,550,51,0,34,17,0
Week 3,0,0,Solo,NioRooch,NA East,39,550,51,0,30,21,0
Week 3,0,0,Solo,MRKN Perplexii,NA East,40,550,51,0,26,25,0
Week 3,0,0,Solo,jahq chung by 1s,NA East,41,450,51,0,24,27,0
Week 3,0,0,Solo,Evade Rampage,NA East,42,450,50,1,20,30,0
Week 3,0,0,Solo,Kiox.,NA East,43,450,50,0,34,16,0
Week 3,0,0,Solo,chandlerjl,NA East,44,450,50,0,22,28,0
Week 3,0,0,Solo,LazarP,NA East,45,450,50,0,20,30,0
Week 3,0,0,Solo,RS clarityG,NA East,46,450,49,1,24,25,0
Week 3,0,0,Solo,Go Crazy Beech,NA East,47,450,49,1,18,31,0
Week 3,0,0,Solo,FaZe Tilt,NA East,48,450,49,0,32,17,0
Week 3,0,0,Solo,Dopiㅤ,NA East,49,450,49,0,18,31,0
Week 3,0,0,Solo,E11 daxor.,NA East,50,450,49,0,20,29,0
Week 3,0,0,Solo,FaZe Bini,NA East,51,400,49,0,17,32,0
Week 3,0,0,Solo,SheepImThat,NA East,52,400,48,1,21,27,0
Week 3,0,0,Solo,E11 BlooTea,NA East,53,400,48,1,17,31,0
Week 3,0,0,Solo,TF Cole,NA East,54,400,48,1,17,31,0
Week 3,0,0,Solo,conner .,NA East,55,400,48,1,12,36,0
Week 3,0,0,Solo,Co1azo,NA East,56,400,48,0,31,17,0
Week 3,0,0,Solo,armani ツ,NA East,57,400,48,0,26,22,0
Week 3,0,0,Solo,WordBro,NA East,58,400,47,1,18,29,0
Week 3,0,0,Solo,FLY Faultur,NA East,59,400,47,1,8,39,0
Week 3,0,0,Solo,yetimS,NA East,60,400,47,0,13,34,0
Week 3,0,0,Solo,nurmacy.,NA East,61,400,47,0,14,33,0
Week 3,0,0,Solo,313 Carter,NA East,62,400,47,0,13,34,0
Week 3,0,0,Solo,Pyro Voil,NA East,63,400,46,2,18,28,0
Week 3,0,0,Solo,Eclipsae,NA East,64,400,46,2,11,35,0
Week 3,0,0,Solo,DavisEz,NA East,65,400,46,1,19,27,0
Week 3,0,0,Solo,Lanson.,NA East,66,400,46,1,19,27,0
Week 3,0,0,Solo,Pyronic Criz,NA East,67,400,46,1,14,32,0
Week 3,0,0,Solo,NorCal Khanada,NA East,68,400,46,0,28,18,0
Week 3,0,0,Solo,aaron.gov,NA East,69,400,46,0,22,24,0
Week 3,0,0,Solo,OT TwizBot,NA East,70,400,46,0,19,27,0
Week 3,0,0,Solo,doubtsyfishy,NA East,71,400,46,0,18,28,0
Week 3,0,0,Solo,E11 Agholor,NA East,72,400,46,0,18,28,0
Week 3,0,0,Solo,Eco Tf Up,NA East,73,400,45,1,26,19,0
Week 3,0,0,Solo,RogueShark_,NA East,74,400,45,1,13,32,0
Week 3,0,0,Solo,TTV EggnogOW,NA East,75,400,45,1,11,34,0
Week 3,0,0,Solo,CODE KODI,NA East,76,350,45,0,28,17,0
Week 3,0,0,Solo,Twitch GlitchSZN,NA East,77,350,45,0,24,21,0
Week 3,0,0,Solo,TeеJay,NA East,78,350,45,0,21,24,0
Week 3,0,0,Solo,MySticks ツ,NA East,79,350,45,0,22,23,0
Week 3,0,0,Solo,iPepper -iwnl-,NA East,80,350,45,0,20,25,0
Week 3,0,0,Solo,Jumpen.,NA East,81,350,45,0,13,32,0
Week 3,0,0,Solo,Enigmafy,NA East,82,350,44,2,11,33,0
Week 3,0,0,Solo,Gαbe.,NA East,83,350,44,1,28,16,0
Week 3,0,0,Solo,FrayFN,NA East,84,350,44,1,16,28,0
Week 3,0,0,Solo,Fxsiions,NA East,85,350,44,0,34,10,0
Week 3,0,0,Solo,LG Devious,NA East,86,350,44,0,22,22,0
Week 3,0,0,Solo,Scubify,NA East,87,350,44,0,17,27,0
Week 3,0,0,Solo,Topgun,NA East,88,350,44,0,12,32,0
Week 3,0,0,Solo,Calebur,NA East,89,350,43,2,7,36,0
Week 3,0,0,Solo,gg thwifo,NA East,90,350,43,1,26,17,0
Week 3,0,0,Solo,malarizzle.,NA East,91,350,43,1,25,18,0
Week 3,0,0,Solo,IMAGINE IF.,NA East,92,350,43,1,23,20,0
Week 3,0,0,Solo,wsup frugz,NA East,93,350,43,1,21,22,0
Week 3,0,0,Solo,RoAtDW,NA East,94,350,43,1,21,22,0
Week 3,0,0,Solo,ItsTrajectory,NA East,95,350,43,1,15,28,0
Week 3,0,0,Solo,Discord Seem9966,NA East,96,350,43,1,8,35,0
Week 3,0,0,Solo,Parallel AND0,NA East,97,350,43,1,10,33,0
Week 3,0,0,Solo,FlixZys,NA East,98,350,43,0,16,27,0
Week 3,0,0,Solo,Kaaras007 on H2O,NA East,99,350,43,0,11,32,0
Week 3,0,0,Solo,thn dany,NA East,100,350,43,0,12,31,0
Week 5,0,0,Solo,FaZe Dubs.,NA East,1,5000,84,3,40,44,1
Week 5,5,0,Solo,NRG Zayt,NA East,2,4000,71,2,24,47,1
Week 5,0,0,Solo,MSF Clix,NA East,3,3000,69,2,34,35,1
Week 5,5,0,Solo,RogueShark_,NA East,4,2500,66,2,26,40,1
Week 5,5,0,Solo,RS kolorful,NA East,5,2250,64,1,22,42,1
Week 5,5,0,Solo,FaZe Megga.,NA East,6,2000,64,0,26,38,1
Week 5,5,0,Solo,Envy Bucke,NA East,7,1750,63,2,28,35,1
Week 5,5,0,Solo,100T Klass,NA East,8,1500,63,2,25,38,1
Week 5,0,0,Solo,Ghost Snood,NA East,9,1250,63,0,31,32,0
Week 5,0,0,Solo,Ferrrnando1x,NA East,10,1000,62,0,26,36,0
Week 5,0,0,Solo,Baldysama,NA East,11,800,61,2,19,42,0
Week 5,0,0,Solo,coL MackWood,NA East,12,800,60,1,24,36,0
Week 5,0,0,Solo,WG Vice,NA East,13,800,59,2,25,34,0
Week 5,0,0,Solo,xilº,NA East,14,800,59,2,19,40,0
Week 5,0,0,Solo,thomє,NA East,15,800,59,1,20,39,0
Week 5,0,0,Solo,Kiox.,NA East,16,800,58,0,31,27,0
Week 5,0,0,Solo,nuble on twitch,NA East,17,800,57,1,24,33,0
Week 5,0,0,Solo,keanu hatake,NA East,18,800,57,1,20,37,0
Week 5,0,0,Solo,SEN Bughа,NA East,19,800,57,0,30,27,0
Week 5,0,0,Solo,Corp. Xcells,NA East,20,800,56,0,24,32,0
Week 5,0,0,Solo,Terpenz.,NA East,21,650,55,2,17,38,0
Week 5,0,0,Solo,jojopyun,NA East,22,650,55,2,17,38,0
Week 5,0,0,Solo,100T Kyzui,NA East,23,650,54,1,24,30,0
Week 5,0,0,Solo,casqer spams L2,NA East,24,650,54,1,20,34,0
Week 5,0,0,Solo,DmariaFN,NA East,25,650,54,0,31,23,0
Week 5,0,0,Solo,Tubby W Keys,NA East,26,650,54,0,29,25,0
Week 5,0,0,Solo,Dolbz,NA East,27,650,54,0,28,26,0
Week 5,0,0,Solo,LG Devious,NA East,28,650,54,0,24,30,0
Week 5,0,0,Solo,MiG Tidav,NA East,29,650,54,0,19,35,0
Week 5,0,0,Solo,KoopTrain,NA East,30,650,53,2,21,32,0
Week 5,0,0,Solo,100T Blind.,NA East,31,550,53,1,26,27,0
Week 5,0,0,Solo,Tuexy.,NA East,32,550,53,1,25,28,0
Week 5,0,0,Solo,CaIculator,NA East,33,550,53,1,23,30,0
Week 5,0,0,Solo,Secret_VapeJesus,NA East,34,550,53,0,20,33,0
Week 5,0,0,Solo,Code dyslecix,NA East,35,550,53,0,21,32,0
Week 5,0,0,Solo,LZR Arcohs,NA East,36,550,53,0,19,34,0
Week 5,0,0,Solo,Hornеt,NA East,37,550,53,0,16,37,0
Week 5,0,0,Solo,Okiriaf,NA East,38,550,52,1,22,30,0
Week 5,0,0,Solo,Timbers Taquito,NA East,39,550,52,0,20,32,0
Week 5,0,0,Solo,Kays .,NA East,40,550,52,0,19,33,0
Week 5,0,0,Solo,shotangzxc,NA East,41,450,52,0,16,36,0
Week 5,0,0,Solo,Dictate,NA East,42,450,51,1,22,29,0
Week 5,0,0,Solo,FB_ZLaner,NA East,43,450,51,1,17,34,0
Week 5,0,0,Solo,typhic,NA East,44,450,51,1,21,30,0
Week 5,0,0,Solo,careergon Sebby,NA East,45,450,51,1,21,30,0
Week 5,0,0,Solo,Ghost Webs,NA East,46,450,51,0,24,27,0
Week 5,0,0,Solo,Xypher Perp,NA East,47,450,51,0,19,32,0
Week 5,0,0,Solo,HazThaGreat,NA East,48,450,50,1,25,25,0
Week 5,0,0,Solo,Hippie Habitat,NA East,49,450,50,1,17,33,0
Week 5,0,0,Solo,bhegs,NA East,50,450,50,1,18,32,0
Week 5,0,0,Solo,T1 Sofa,NA East,51,400,50,1,17,33,0
Week 5,0,0,Solo,vуx,NA East,52,400,50,0,26,24,0
Week 5,0,0,Solo,FaZe Tilt,NA East,53,400,50,0,24,26,0
Week 5,0,0,Solo,Trevvii,NA East,54,400,50,0,18,32,0
Week 5,0,0,Solo,govector,NA East,55,400,49,0,26,23,0
Week 5,0,0,Solo,coL Lanjok,NA East,56,400,48,0,25,23,0
Week 5,0,0,Solo,Yuhseen,NA East,57,400,48,0,24,24,0
Week 5,0,0,Solo,LDamienS,NA East,58,400,48,0,20,28,0
Week 5,0,0,Solo,Tchad GG,NA East,59,400,48,0,11,37,0
Week 5,0,0,Solo,Pyronic Criz,NA East,60,400,47,2,15,32,0
Week 5,0,0,Solo,smqcked .,NA East,61,400,47,1,22,25,0
Week 5,0,0,Solo,staqi.,NA East,62,400,47,1,24,23,0
Week 5,0,0,Solo,JoeBPack.Tv,NA East,63,400,47,1,17,30,0
Week 5,0,0,Solo,Detractify,NA East,64,400,47,1,18,29,0
Week 5,0,0,Solo,Jacobaqi,NA East,65,400,47,1,20,27,0
Week 5,0,0,Solo,TrickFN.exe,NA East,66,400,47,1,19,28,0
Week 5,0,0,Solo,Flawlesṣ,NA East,67,400,47,1,19,28,0
Week 5,0,0,Solo,MRKN Predator,NA East,68,400,47,1,17,30,0
Week 5,0,0,Solo,Bolt Thorny,NA East,69,400,47,0,24,23,0
Week 5,0,0,Solo,J.Storm_Painful,NA East,70,400,47,0,22,25,0
Week 5,0,0,Solo,Raylapse,NA East,71,400,47,0,15,32,0
Week 5,0,0,Solo,lolSamppA,NA East,72,400,46,1,25,21,0
Week 5,0,0,Solo,Gαbe.,NA East,73,400,46,1,23,23,0
Week 5,0,0,Solo,popcorn is a qt,NA East,74,400,46,1,21,25,0
Week 5,0,0,Solo,Scorch .,NA East,75,400,46,1,21,25,0
Week 5,0,0,Solo,LordNM,NA East,76,350,46,1,19,27,0
Week 5,0,0,Solo,HydraFN,NA East,77,350,46,1,17,29,0
Week 5,0,0,Solo,Apex Clawboy,NA East,78,350,46,1,11,35,0
Week 5,0,0,Solo,mayo-iwnl,NA East,79,350,46,0,43,3,0
Week 5,0,0,Solo,Deѕtroy,NA East,80,350,46,0,28,18,0
Week 5,0,0,Solo,Reverse2k,NA East,81,350,46,0,24,22,0
Week 5,0,0,Solo,BBW Pistola,NA East,82,350,46,0,21,25,0
Week 5,0,0,Solo,Gandhi dabdabdab,NA East,83,350,46,0,15,31,0
Week 5,0,0,Solo,BENZOOOOOOOOO,NA East,84,350,45,2,22,23,0
Week 5,0,0,Solo,chowdog7,NA East,85,350,45,2,12,33,0
Week 5,0,0,Solo,TwistGravity TV,NA East,86,350,45,1,23,22,0
Week 5,0,0,Solo,Lamron and em,NA East,87,350,45,1,22,23,0
Week 5,0,0,Solo,TSM_Comadon,NA East,88,350,45,1,18,27,0
Week 5,0,0,Solo,RBK Trizz,NA East,89,350,45,1,17,28,0
Week 5,0,0,Solo,Touzii,NA East,90,350,45,1,15,30,0
Week 5,0,0,Solo,Collateral TKG,NA East,91,350,45,0,25,20,0
Week 5,0,0,Solo,JonIsShy,NA East,92,350,45,0,25,20,0
Week 5,0,0,Solo,OT Spαdes,NA East,93,350,45,0,25,20,0
Week 5,0,0,Solo,blakeps.,NA East,94,350,45,0,22,23,0
Week 5,0,0,Solo,Jumpen.,NA East,95,350,45,0,16,29,0
Week 5,0,0,Solo,Pyro Voil,NA East,96,350,45,0,18,27,0
Week 5,0,0,Solo,Matickz,NA East,97,350,45,0,16,29,0
Week 5,0,0,Solo,TL 72,NA East,98,350,45,0,16,29,0
Week 5,0,0,Solo,Rise scrupools,NA East,99,350,45,0,15,30,0
Week 5,0,0,Solo,Sɑmmy,NA East,100,350,45,0,14,31,0
Week 7,7,0,Solo,RS clarityG,NA East,1,5000,71,2,27,44,1
Week 7,7,0,Solo,Reverse2k,NA East,2,4000,69,3,26,43,1
Week 7,0,0,Solo,FaZe Dubs.,NA East,3,3000,66,1,32,34,1
Week 7,7,0,Solo,Astоnish,NA East,4,2500,62,0,25,37,1
Week 7,0,0,Solo,Tfue,NA East,5,2250,60,0,27,33,1
Week 7,7,0,Solo,Thiccboy Luneze,NA East,6,2000,58,1,21,37,1
Week 7,7,0,Solo,Chenkinz.tv,NA East,7,1750,58,1,19,39,1
Week 7,7,0,Solo,Fatch.,NA East,8,1500,58,1,14,44,1
Week 7,0,0,Solo,Nate Hill,NA East,9,1250,58,0,22,36,0
Week 7,0,0,Solo,TSM_Cloud.,NA East,10,1000,57,3,15,42,0
Week 7,0,0,Solo,illеst,NA East,11,800,57,2,34,23,0
Week 7,0,0,Solo,KeysFN,NA East,12,800,57,2,27,30,0
Week 7,0,0,Solo,smqcked .,NA East,13,800,57,1,24,33,0
Week 7,0,0,Solo,77 Kdoe,NA East,14,800,57,1,20,37,0
Week 7,0,0,Solo,twitter trag1x_,NA East,15,800,57,0,27,30,0
Week 7,0,0,Solo,NorCal Khanada,NA East,16,800,56,1,29,27,0
Week 7,0,0,Solo,Jacobaqi,NA East,17,800,56,1,19,37,0
Week 7,0,0,Solo,Hogmanlolz,NA East,18,800,56,1,17,39,0
Week 7,0,0,Solo,Ghost Bizzle,NA East,19,800,55,2,25,30,0
Week 7,0,0,Solo,Dispatient,NA East,20,800,55,1,19,36,0
Week 7,0,0,Solo,Twitch.KBKPlays,NA East,21,650,55,0,30,25,0
Week 7,0,0,Solo,CODE SEN-Aspect,NA East,22,650,55,0,31,24,0
Week 7,0,0,Solo,100T Elevate,NA East,23,650,55,0,23,32,0
Week 7,0,0,Solo,RBK JDW,NA East,24,650,55,0,20,35,0
Week 7,0,0,Solo,Andrеw-,NA East,25,650,54,0,23,31,0
Week 7,0,0,Solo,GA_KEZ,NA East,26,650,54,0,20,34,0
Week 7,0,0,Solo,careergon Sebby,NA East,27,650,54,0,22,32,0
Week 7,0,0,Solo,CODE ACEPGH,NA East,28,650,53,2,21,32,0
Week 7,0,0,Solo,thomє,NA East,29,650,53,1,25,28,0
Week 7,0,0,Solo,grandmateets,NA East,30,650,53,0,30,23,0
Week 7,0,0,Solo,Evade Muffin,NA East,31,550,52,1,25,27,0
Week 7,0,0,Solo,Slackes,NA East,32,550,52,1,24,28,0
Week 7,0,0,Solo,Agro,NA East,33,550,52,1,24,28,0
Week 7,0,0,Solo,zyfа,NA East,34,550,52,1,22,30,0
Week 7,0,0,Solo,LG Tyler15,NA East,35,550,51,2,20,31,0
Week 7,0,0,Solo,Coop,NA East,36,550,51,1,26,25,0
Week 7,0,0,Solo,FaZe Megga.,NA East,37,550,51,1,24,27,0
Week 7,0,0,Solo,E11 daxor.,NA East,38,550,51,1,20,31,0
Week 7,0,0,Solo,Des1reGG.,NA East,39,550,51,1,19,32,0
Week 7,0,0,Solo,TF Cole,NA East,40,550,51,0,26,25,0
Week 7,0,0,Solo,Bugzvii OnTwitch,NA East,41,450,51,0,24,27,0
Week 7,0,0,Solo,SunVilla,NA East,42,450,51,0,21,30,0
Week 7,0,0,Solo,RobKnight.,NA East,43,450,50,1,28,22,0
Week 7,0,0,Solo,Flеxt,NA East,44,450,50,0,22,28,0
Week 7,0,0,Solo,Pyro Voil,NA East,45,450,50,0,23,27,0
Week 7,0,0,Solo,vуx,NA East,46,450,50,0,20,30,0
Week 7,0,0,Solo,GodNiсk,NA East,47,450,49,2,17,32,0
Week 7,0,0,Solo,EvadeTendy,NA East,48,450,49,1,24,25,0
Week 7,0,0,Solo,DOFszn ツ twitch,NA East,49,450,49,1,14,35,0
Week 7,0,0,Solo,WS Turkey Lips,NA East,50,450,49,0,24,25,0
Week 7,0,0,Solo,DopaiTV,NA East,51,400,49,0,20,29,0
Week 7,0,0,Solo,Felix.-.,NA East,52,400,48,0,23,25,0
Week 7,0,0,Solo,Tempo CizLucky,NA East,53,400,48,0,19,29,0
Week 7,0,0,Solo,Twitch Pxlarized,NA East,54,400,47,1,27,20,0
Week 7,0,0,Solo,Ferrrnando,NA East,55,400,47,1,26,21,0
Week 7,0,0,Solo,innoсentѕ,NA East,56,400,47,1,25,22,0
Week 7,0,0,Solo,Ghost Snood,NA East,57,400,47,1,24,23,0
Week 7,0,0,Solo,woofgang josh,NA East,58,400,47,1,19,28,0
Week 7,0,0,Solo,Thiccboy Hoax,NA East,59,400,47,1,13,34,0
Week 7,0,0,Solo,SEN Bughа,NA East,60,400,47,0,22,25,0
