Name,Region,SearchDate,TotalEvents,UniqueEvents
zero fnbr,NA East,2019-10-28,1,1
Sparebow,NA East,2019-10-20,1,1
Sparebow,NA East,2019-10-26,1,1
Sparebow,NA East,2019-10-28,2,1
Sparebow,NA East,2019-10-27,1,1
Sparebow,NA East,2019-11-02,1,1
Twitch LxstFN,NA East,2019-10-22,1,1
BENZOOOOOOOOO,NA East,2019-10-23,1,1
HoffmanOG,NA East,2019-10-24,1,1
TFC DPChew,NA East,2019-10-30,1,1
sporked.,NA East,2019-10-16,1,1
sporked.,NA East,2019-10-25,1,1
RIZE Jumpen,NA East,2019-10-16,4,3
RIZE Jumpen,NA East,2019-10-17,1,1
RIZE Jumpen,NA East,2019-10-20,1,1
RIZE Jumpen,NA East,2019-11-04,1,1
RIZE Jumpen,NA East,2019-10-21,2,1
RIZE Jumpen,NA East,2019-10-22,1,1
RIZE Jumpen,NA East,2019-10-28,1,1
E11 SeanH,NA East,2019-10-18,1,1
E11 SeanH,NA East,2019-10-31,1,1
E11 SeanH,NA East,2019-10-23,1,1
BucketHeadDyn,NA East,2019-10-31,1,1
Renegade23k,NA East,2019-10-27,1,1
Renegade23k,NA East,2019-10-29,1,1
Renegade23k,NA East,2019-10-31,1,1
Renegade23k,NA East,2019-11-01,1,1
Renegade23k,NA East,2019-11-05,1,1
imDelps,NA East,2019-11-04,1,1
HL Hesi,NA East,2019-10-26,1,1
ﹾYoutube Gavoneﹾ,NA East,2019-10-27,1,1
McQutipz,NA East,2019-10-27,2,2
McQutipz,NA East,2019-11-03,2,1
Falcon??,NA East,2019-11-04,2,1
Falcon??,NA East,2019-11-02,1,1
DerpyTrollerTV,NA East,2019-10-18,4,3
DerpyTrollerTV,NA East,2019-10-19,4,2
DerpyTrollerTV,NA East,2019-10-17,2,2
DerpyTrollerTV,NA East,2019-10-21,1,1
DerpyTrollerTV,NA East,2019-11-06,1,1
DerpyTrollerTV,NA East,2019-10-20,1,1
YourEaZy??,NA East,2019-11-02,1,1
Azgarit0,NA East,2019-11-02,1,1
Good Prydz2k,NA East,2019-10-17,1,1
Went.Threat IG,NA East,2019-10-17,4,3
Went.Threat IG,NA East,2019-10-20,2,1
Went.Threat IG,NA East,2019-10-16,1,1
Went.Threat IG,NA East,2019-11-03,1,1
Went.Threat IG,NA East,2019-11-06,1,1
iconz .,NA East,2019-10-15,1,1
fliqht,NA East,2019-10-19,1,1
fliqht,NA East,2019-10-20,1,1
tobx.,NA East,2019-10-20,3,1
tobx.,NA East,2019-11-02,1,1
Mwallis91,NA East,2019-10-26,2,1
donks .,NA East,2019-10-19,2,1
donks .,NA East,2019-10-20,2,2
donks .,NA East,2019-10-24,3,2
donks .,NA East,2019-11-05,1,1
donks .,NA East,2019-10-25,1,1
donks .,NA East,2019-10-30,1,1
donks .,NA East,2019-10-31,1,1
donks .,NA East,2019-11-03,1,1
???? Doc,NA East,2019-10-14,1,1
Twitch HydraSZN,NA East,2019-10-14,1,1
Twitch HydraSZN,NA East,2019-10-28,2,1
Twitch HydraSZN,NA East,2019-10-27,1,1
Twitch HydraSZN,NA East,2019-10-24,1,1
Bla?t,NA East,2019-11-01,1,1
Bla?t,NA East,2019-11-02,1,1
????Kn1pher,NA East,2019-10-18,4,3
????Kn1pher,NA East,2019-10-20,3,2
????Kn1pher,NA East,2019-10-28,3,3
????Kn1pher,NA East,2019-10-19,1,1
????Kn1pher,NA East,2019-10-24,1,1
FireBallOps,NA East,2019-10-17,1,1
FireBallOps,NA East,2019-10-22,1,1
FireBallOps,NA East,2019-10-31,1,1
ColtGG,NA East,2019-10-27,1,1
ColtGG,NA East,2019-10-31,1,1
A L B 0,NA East,2019-10-24,1,1
Twitch SunnyyFN,NA East,2019-10-29,1,1
Twitch SunnyyFN,NA East,2019-11-05,1,1
Ferrrnando1x,NA East,2019-11-02,1,1
Ferrrnando1x,NA East,2019-10-27,1,1
Ferrrnando1x,NA East,2019-10-28,1,1
Ferrrnando1x,NA East,2019-10-29,1,1
Ferrrnando1x,NA East,2019-10-25,2,1
Ferrrnando1x,NA East,2019-10-30,2,2
Ferrrnando1x,NA East,2019-11-01,2,2
Sh?z,NA East,2019-10-28,1,1
Sh?z,NA East,2019-10-31,1,1
Sh?z,NA East,2019-11-01,1,1
Sh?z,NA East,2019-10-21,2,2
Sh?z,NA East,2019-10-23,1,1
Sh?z,NA East,2019-10-25,1,1
Frizz TTV,NA East,2019-10-16,1,1
Frizz TTV,NA East,2019-11-02,1,1
Please Build,NA East,2019-10-16,1,1
Please Build,NA East,2019-10-27,3,1
SeagodFN,NA East,2019-10-18,2,1
SeagodFN,NA East,2019-10-23,1,1
SeagodFN,NA East,2019-10-28,1,1
code shi,NA East,2019-10-29,1,1
?avo?,NA East,2019-11-03,2,2
Regal ClaWizM,NA East,2019-10-16,3,2
Regal ClaWizM,NA East,2019-10-19,1,1
Regal ClaWizM,NA East,2019-10-20,1,1
Regal ClaWizM,NA East,2019-10-22,1,1
Regal ClaWizM,NA East,2019-11-07,2,2
Regal ClaWizM,NA East,2019-11-02,1,1
Regal ClaWizM,NA East,2019-10-25,1,1
Regal ClaWizM,NA East,2019-10-26,1,1
Regal ClaWizM,NA East,2019-10-30,3,2
Regal ClaWizM,NA East,2019-11-01,3,1
JusticeEnder YT,NA East,2019-10-15,2,1
JusticeEnder YT,NA East,2019-10-20,1,1
JusticeEnder YT,NA East,2019-10-24,1,1
JusticeEnder YT,NA East,2019-10-25,1,1
JusticeEnder YT,NA East,2019-11-04,1,1
JusticeEnder YT,NA East,2019-11-07,1,1
JusticeEnder YT,NA East,2019-11-01,1,1
???,NA East,2019-10-30,3,2
s?ex,NA East,2019-11-04,1,1
s?ex,NA East,2019-10-27,1,1
Dequented_,NA East,2019-10-22,1,1
Whygull,NA East,2019-10-20,4,2
Whygull,NA East,2019-11-01,1,1
Kn?ght.,NA East,2019-10-17,3,2
Kn?ght.,NA East,2019-10-15,2,1
Kn?ght.,NA East,2019-10-18,2,1
Kn?ght.,NA East,2019-10-14,1,1
Kn?ght.,NA East,2019-10-19,1,1
Kn?ght.,NA East,2019-10-20,1,1
Kn?ght.,NA East,2019-11-03,2,2
Kn?ght.,NA East,2019-11-02,1,1
Kn?ght.,NA East,2019-10-28,1,1
Kn?ght.,NA East,2019-11-04,5,3
Kn?ght.,NA East,2019-10-26,1,1
Kn?ght.,NA East,2019-10-31,3,3
Kn?ght.,NA East,2019-10-29,2,1
Kn?ght.,NA East,2019-10-23,2,2
Kn?ght.,NA East,2019-10-24,2,1
Kn?ght.,NA East,2019-10-25,2,2
SLATT! exile,NA East,2019-10-29,1,1
SLATT! exile,NA East,2019-11-04,1,1
wumbo sucks,NA East,2019-10-28,2,1
Twitch owember,NA East,2019-10-28,2,1
?4?,NA East,2019-11-04,1,1
brey 봇,NA East,2019-10-30,2,2
Tsn?,NA East,2019-10-21,1,1
Exyq,NA East,2019-11-07,1,1
stepdad casheew,NA East,2019-10-19,1,1
opp lucker,NA East,2019-10-17,1,1
opp lucker,NA East,2019-11-01,2,1
opp lucker,NA East,2019-11-02,2,1
Supra Blindyz,NA East,2019-11-01,2,1
Supra Blindyz,NA East,2019-10-30,1,1
Supra Blindyz,NA East,2019-11-07,1,1
apex.,NA East,2019-10-29,1,1
apex.,NA East,2019-11-05,1,1
myk juuls,NA East,2019-10-23,1,1
Twitch Cobolt,NA East,2019-10-25,2,1
Twitch Cobolt,NA East,2019-11-01,2,1
Twitch Cobolt,NA East,2019-10-31,1,1
Twitch Cobolt,NA East,2019-11-06,1,1
Heartsblood,NA East,2019-10-16,1,1
corbyn,NA East,2019-11-06,2,1
JukezFN,NA East,2019-10-31,2,1
JukezFN,NA East,2019-10-28,1,1
JukezFN,NA East,2019-10-30,1,1
Rapidz,NA East,2019-10-28,1,1
Rapidz,NA East,2019-11-01,1,1
z?m,NA East,2019-11-05,1,1
z?m,NA East,2019-11-06,1,1
z?m,NA East,2019-10-29,1,1
z?m,NA East,2019-10-31,1,1
z?m,NA East,2019-10-24,3,3
?halas,NA East,2019-10-15,2,1
?halas,NA East,2019-10-17,1,1
Frost ?,NA East,2019-10-25,1,1
credible_,NA East,2019-10-21,1,1
credible_,NA East,2019-10-24,1,1
LXRY Scrubz,NA East,2019-11-01,1,1
Trustyz.,NA East,2019-10-15,1,1
n?unzy ??,NA East,2019-10-19,2,2
n?unzy ??,NA East,2019-11-04,2,2
Reformed Jarekor,NA East,2019-10-17,1,1
Reformed Jarekor,NA East,2019-10-18,1,1
Reformed Jarekor,NA East,2019-10-25,1,1
Reformed Jarekor,NA East,2019-10-26,1,1
Reformed Jarekor,NA East,2019-10-27,4,2
Reformed Jarekor,NA East,2019-10-28,3,3
conn?rs,NA East,2019-10-19,4,2
conn?rs,NA East,2019-10-20,4,3
conn?rs,NA East,2019-10-26,2,2
conn?rs,NA East,2019-10-25,1,1
conn?rs,NA East,2019-11-07,5,5
conn?rs,NA East,2019-11-03,2,2
conn?rs,NA East,2019-11-05,2,2
conn?rs,NA East,2019-11-01,2,2
conn?rs,NA East,2019-10-27,1,1
conn?rs,NA East,2019-10-30,1,1
conn?rs,NA East,2019-10-31,1,1
CODE EXPLODING,NA East,2019-10-21,1,1
Spin ?,NA East,2019-10-17,3,2
Spin ?,NA East,2019-10-19,1,1
Spin ?,NA East,2019-10-20,1,1
Spin ?,NA East,2019-10-23,2,1
Spin ?,NA East,2019-10-21,1,1
Spin ?,NA East,2019-10-28,1,1
Spin ?,NA East,2019-11-02,1,1
Squid sucks,NA East,2019-11-02,1,1
nvrepi?,NA East,2019-10-25,1,1
nvrepi?,NA East,2019-11-01,1,1
PrimeHaz TWITCH,NA East,2019-10-24,1,1
Fl?xt,NA East,2019-10-19,1,1
Fl?xt,NA East,2019-10-25,2,1
Fl?xt,NA East,2019-11-01,1,1
b m a n,NA East,2019-10-20,1,1
b m a n,NA East,2019-10-30,1,1
b m a n,NA East,2019-11-07,3,2
b m a n,NA East,2019-11-03,2,1
b m a n,NA East,2019-11-06,1,1
pure ?lv?,NA East,2019-10-28,1,1
pure ?lv?,NA East,2019-11-02,2,2
pure ?lv?,NA East,2019-11-03,1,1
YouTube Smallzy,NA East,2019-10-21,1,1
Josuesto,NA East,2019-10-17,1,1
Josuesto,NA East,2019-10-24,1,1
ohMICO,NA East,2019-10-19,1,1
Xipno,NA East,2019-11-06,1,1
Xipno,NA East,2019-10-30,1,1
skxte on youtube,NA East,2019-10-18,1,1
skxte on youtube,NA East,2019-10-20,1,1
skxte on youtube,NA East,2019-10-26,1,1
skxte on youtube,NA East,2019-10-28,1,1
SmylzFN,NA East,2019-10-26,1,1
Twitch Notible,NA East,2019-11-05,1,1
Vaxry,NA East,2019-10-28,1,1
Vaxry,NA East,2019-11-01,1,1
Vaxry,NA East,2019-10-24,2,1
nicoify 12k dpi,NA East,2019-11-01,1,1
kr?nny,NA East,2019-10-25,1,1
Nolanlul,NA East,2019-10-17,1,1
Nolanlul,NA East,2019-10-23,1,1
Nolanlul,NA East,2019-10-24,1,1
Nolanlul,NA East,2019-10-26,1,1
Nolanlul,NA East,2019-10-30,2,1
Nolanlul,NA East,2019-10-27,1,1
Nolanlul,NA East,2019-11-03,1,1
Nolanlul,NA East,2019-11-04,1,1
Nolanlul,NA East,2019-11-06,1,1
EzroFN,NA East,2019-10-19,1,1
Alvar0FN,NA East,2019-11-05,1,1
TSM ImperialHal,NA East,2019-10-19,1,1
RBK JDW,NA East,2019-10-26,1,1
Dare SpiroK,NA East,2019-10-20,1,1
Dare SpiroK,NA East,2019-11-05,1,1
Dare SpiroK,NA East,2019-10-21,1,1
Dare SpiroK,NA East,2019-10-29,5,4
Dare SpiroK,NA East,2019-10-28,2,2
Dare SpiroK,NA East,2019-10-30,1,1
jojopyun,NA East,2019-10-18,2,1
jojopyun,NA East,2019-10-17,1,1
jojopyun,NA East,2019-10-26,1,1
xilFN,NA East,2019-10-20,1,1
SingleClap1.tv,NA East,2019-10-18,2,2
SingleClap1.tv,NA East,2019-10-20,1,1
SingleClap1.tv,NA East,2019-10-23,1,1
SingleClap1.tv,NA East,2019-10-31,5,2
SingleClap1.tv,NA East,2019-11-01,3,3
SingleClap1.tv,NA East,2019-10-27,1,1
SingleClap1.tv,NA East,2019-11-02,5,4
SingleClap1.tv,NA East,2019-11-07,1,1
RBK Ronin,NA East,2019-10-30,1,1
A1 Simple-_-,NA East,2019-10-17,3,2
A1 Simple-_-,NA East,2019-10-18,3,1
A1 Simple-_-,NA East,2019-10-19,3,2
A1 Simple-_-,NA East,2019-10-16,2,2
A1 Simple-_-,NA East,2019-10-15,1,1
A1 Simple-_-,NA East,2019-11-03,1,1
A1 Simple-_-,NA East,2019-11-04,1,1
A1 Simple-_-,NA East,2019-11-06,1,1
A1 Simple-_-,NA East,2019-10-27,2,2
A1 Simple-_-,NA East,2019-10-28,2,2
A1 Simple-_-,NA East,2019-10-29,2,2
A1 Simple-_-,NA East,2019-11-05,3,3
A1 Simple-_-,NA East,2019-11-02,1,1
A1 Simple-_-,NA East,2019-10-21,2,2
A1 Simple-_-,NA East,2019-10-24,1,1
dex?,NA East,2019-10-20,1,1
dex?,NA East,2019-11-05,1,1
ThaCyantist,NA East,2019-11-05,1,1
Chenkinz,NA East,2019-10-17,2,1
Chenkinz,NA East,2019-10-18,2,2
Chenkinz,NA East,2019-10-14,1,1
Chenkinz,NA East,2019-10-28,1,1
Chenkinz,NA East,2019-10-29,1,1
Chenkinz,NA East,2019-11-02,1,1
Chenkinz,NA East,2019-10-24,2,2
Not. Malachi,NA East,2019-11-03,2,1
DannyyPhantom,NA East,2019-10-21,1,1
WS Turkey Lips,NA East,2019-10-21,1,1
Tizr,NA East,2019-10-26,2,2
Tizr,NA East,2019-10-24,1,1
Tizr,NA East,2019-10-31,3,2
Tizr,NA East,2019-11-01,3,2
Tizr,NA East,2019-10-28,2,2
Tizr,NA East,2019-11-07,4,2
forward.gg,NA East,2019-10-23,2,1
spoofs.,NA East,2019-10-21,1,1
WS Dimes,NA East,2019-11-02,1,1
2 Handy,NA East,2019-10-20,2,2
2 Handy,NA East,2019-10-22,1,1
RTS .,NA East,2019-10-16,1,1
RTS .,NA East,2019-10-19,1,1
Terpenz.,NA East,2019-10-25,1,1
Hollis,NA East,2019-10-20,2,2
Hollis,NA East,2019-10-21,1,1
Hollis,NA East,2019-10-28,7,5
Hollis,NA East,2019-10-29,6,5
Hollis,NA East,2019-10-31,2,2
Hollis,NA East,2019-11-01,1,1
Hollis,NA East,2019-11-04,3,1
Hollis,NA East,2019-11-05,2,2
Hollis,NA East,2019-11-03,1,1
Hollis,NA East,2019-11-07,1,1
nan?lite,NA East,2019-11-03,1,1
nan?lite,NA East,2019-10-24,3,3
nan?lite,NA East,2019-10-26,1,1
nan?lite,NA East,2019-10-29,1,1
nan?lite,NA East,2019-11-04,3,3
Vamp ?,NA East,2019-10-20,3,2
Vamp ?,NA East,2019-10-21,1,1
Topgun,NA East,2019-10-18,2,2
Topgun,NA East,2019-10-15,1,1
Topgun,NA East,2019-10-28,1,1
Dunzzо,NA East,2019-10-16,1,1
maiyze,NA East,2019-10-14,1,1
maiyze,NA East,2019-10-17,1,1
y0 View,NA East,2019-11-06,2,1
Twitch Zykoma,NA East,2019-10-30,1,1
Twitch Zykoma,NA East,2019-10-31,1,1
Twitch Zykoma,NA East,2019-11-02,1,1
Takened,NA East,2019-11-02,1,1
youtube Ian FN,NA East,2019-10-25,1,1
youtube Ian FN,NA East,2019-10-28,3,1
Twitch NetZzRT,NA East,2019-10-20,2,1
Twitch NetZzRT,NA East,2019-10-17,1,1
Twitch NetZzRT,NA East,2019-10-25,1,1
Twitch NetZzRT,NA East,2019-10-28,1,1
Twitch NetZzRT,NA East,2019-11-03,2,1
Twitch NetZzRT,NA East,2019-11-02,1,1
Fatch.,NA East,2019-10-20,4,4
Fatch.,NA East,2019-10-15,3,3
Fatch.,NA East,2019-10-17,1,1
Fatch.,NA East,2019-10-18,1,1
Fatch.,NA East,2019-10-19,1,1
Fatch.,NA East,2019-10-26,2,1
Fatch.,NA East,2019-11-04,1,1
Fatch.,NA East,2019-10-21,1,1
Fatch.,NA East,2019-10-24,1,1
Fatch.,NA East,2019-10-27,2,2
Fatch.,NA East,2019-10-28,1,1
Fatch.,NA East,2019-10-31,1,1
Ew Steener,NA East,2019-10-25,1,1
Ew Steener,NA East,2019-11-02,7,3
Srv,NA East,2019-10-20,1,1
FA Korey,NA East,2019-10-24,2,2
Chaos Icey,NA East,2019-10-28,1,1
Buddi0,NA East,2019-10-20,1,1
Buddi0,NA East,2019-10-26,1,1
youtube wrldzy,NA East,2019-11-01,2,2
youtube wrldzy,NA East,2019-10-29,1,1
Kays btw,NA East,2019-10-19,6,6
Kays btw,NA East,2019-10-21,3,2
Kays btw,NA East,2019-10-23,1,1
Kays btw,NA East,2019-10-28,1,1
tickrss,NA East,2019-10-16,4,3
tickrss,NA East,2019-10-15,3,2
tickrss,NA East,2019-10-19,2,2
tickrss,NA East,2019-10-20,1,1
?aran,NA East,2019-10-17,1,1
FlixZys,NA East,2019-10-18,1,1
duskyfn on yt,NA East,2019-11-07,2,1
revenge ?,NA East,2019-10-16,5,4
revenge ?,NA East,2019-10-28,1,1
revenge ?,NA East,2019-10-22,2,1
SwiftySlides,NA East,2019-10-29,1,1
SwiftySlides,NA East,2019-11-04,2,2
LZR Rubiks,NA East,2019-10-26,1,1
ShyoWager,NA East,2019-10-21,1,1
ShyoWager,NA East,2019-10-25,1,1
Pulser Ya DiGG,NA East,2019-10-24,2,2
zJ?n,NA East,2019-10-15,1,1
zJ?n,NA East,2019-10-24,1,1
zJ?n,NA East,2019-10-25,1,1
zJ?n,NA East,2019-10-27,1,1
zJ?n,NA East,2019-10-28,1,1
zJ?n,NA East,2019-10-30,1,1
zJ?n,NA East,2019-11-01,1,1
Kiwiz,NA East,2019-10-15,1,1
Kiwiz,NA East,2019-10-23,1,1
Kiwiz,NA East,2019-10-27,1,1
toolman98,NA East,2019-10-16,4,4
toolman98,NA East,2019-10-14,1,1
toolman98,NA East,2019-10-17,1,1
toolman98,NA East,2019-10-20,1,1
toolman98,NA East,2019-10-21,1,1
toolman98,NA East,2019-10-22,1,1
toolman98,NA East,2019-11-06,2,2
toolman98,NA East,2019-11-03,1,1
toolman98,NA East,2019-10-23,1,1
toolman98,NA East,2019-10-28,3,2
toolman98,NA East,2019-10-29,3,3
toolman98,NA East,2019-10-30,1,1
toolman98,NA East,2019-10-31,1,1
toolman98,NA East,2019-11-04,2,2
Timbers Ferruzca,NA East,2019-11-03,1,1
Eckspe,NA East,2019-10-17,1,1
Outcast Physics,NA East,2019-10-25,1,1
Outcast Physics,NA East,2019-11-01,1,1
Outcast Physics,NA East,2019-11-05,1,1
Jackieski,NA East,2019-10-15,1,1
Jackieski,NA East,2019-10-21,1,1
Jackieski,NA East,2019-10-29,1,1
100T Kyzui,NA East,2019-10-30,1,1
100T Kyzui,NA East,2019-11-05,1,1
100T Kyzui,NA East,2019-10-19,1,1
100T Kyzui,NA East,2019-10-25,1,1
Ponceee.,NA East,2019-10-20,1,1
Ponceee.,NA East,2019-11-02,1,1
TSM Cloud -a-,NA East,2019-10-17,1,1
TSM Cloud -a-,NA East,2019-10-20,1,1
TSM Cloud -a-,NA East,2019-10-23,1,1
TSM Cloud -a-,NA East,2019-10-24,1,1
TSM Cloud -a-,NA East,2019-11-05,1,1
TSM Cloud -a-,NA East,2019-11-07,1,1
Andrew1x.,NA East,2019-10-26,1,1
Andrew1x.,NA East,2019-11-07,1,1
Ospreys MillyBop,NA East,2019-10-31,2,1
Ospreys MillyBop,NA East,2019-10-27,1,1
Seth?,NA East,2019-10-20,1,1
CA mulaw,NA East,2019-10-18,1,1
CA mulaw,NA East,2019-10-26,1,1
CA mulaw,NA East,2019-11-02,1,1
Yola ??,NA East,2019-10-16,5,2
Yola ??,NA East,2019-10-20,3,2
Yola ??,NA East,2019-10-18,2,2
Yola ??,NA East,2019-10-24,1,1
Yola ??,NA East,2019-10-31,3,2
Yola ??,NA East,2019-10-27,1,1
xXninjafanXx2009,NA East,2019-10-24,1,1
xXninjafanXx2009,NA East,2019-11-06,1,1
worldcup pinkky,NA East,2019-10-20,1,1
Noctif.,NA East,2019-10-17,3,1
Noctif.,NA East,2019-10-27,1,1
Noctif.,NA East,2019-10-29,1,1
Noctif.,NA East,2019-11-05,1,1
TrueFalcon,NA East,2019-11-02,1,1
yungcaculator492,NA East,2019-10-15,1,1
yungcaculator492,NA East,2019-10-17,1,1
yungcaculator492,NA East,2019-10-18,1,1
yungcaculator492,NA East,2019-10-21,3,1
yungcaculator492,NA East,2019-10-22,1,1
yungcaculator492,NA East,2019-10-27,1,1
yungcaculator492,NA East,2019-10-30,1,1
yungcaculator492,NA East,2019-11-05,1,1
yungcaculator492,NA East,2019-10-29,2,2
yungcaculator492,NA East,2019-10-31,2,2
Pxrtables,NA East,2019-11-01,5,1
?ad,NA East,2019-10-18,1,1
?ad,NA East,2019-10-22,1,1
?ad,NA East,2019-11-03,1,1
Nutt,NA East,2019-11-07,1,1
drízzy,NA East,2019-10-21,1,1
drízzy,NA East,2019-10-22,1,1
drízzy,NA East,2019-11-01,2,1
Akuvo,NA East,2019-11-06,3,2
Akuvo,NA East,2019-11-03,1,1
Akuvo,NA East,2019-11-04,1,1
Akuvo,NA East,2019-10-28,2,1
zNico SSJ,NA East,2019-11-04,1,1
GoodGuyNani,NA East,2019-10-21,1,1
GoodGuyNani,NA East,2019-10-22,1,1
GoodGuyNani,NA East,2019-11-03,2,2
GoodGuyNani,NA East,2019-11-02,1,1
hamqt,NA East,2019-10-31,1,1
Ace1xx,NA East,2019-10-22,1,1
Ace1xx,NA East,2019-10-26,1,1
Ace1xx,NA East,2019-10-27,5,3
Ace1xx,NA East,2019-10-31,1,1
Ace1xx,NA East,2019-11-02,1,1
Ace1xx,NA East,2019-11-03,1,1
Ace1xx,NA East,2019-11-07,1,1
AlmostReliable,NA East,2019-10-20,4,4
AlmostReliable,NA East,2019-10-14,2,2
AlmostReliable,NA East,2019-10-17,2,1
AlmostReliable,NA East,2019-10-16,1,1
AlmostReliable,NA East,2019-10-19,1,1
AlmostReliable,NA East,2019-10-28,2,2
AlmostReliable,NA East,2019-11-01,2,1
AlmostReliable,NA East,2019-11-02,4,4
AlmostReliable,NA East,2019-11-03,1,1
AlmostReliable,NA East,2019-11-04,1,1
AlmostReliable,NA East,2019-10-24,4,3
AlmostReliable,NA East,2019-10-21,2,2
AlmostReliable,NA East,2019-10-22,2,2
AlmostReliable,NA East,2019-10-25,2,1
AlmostReliable,NA East,2019-10-23,1,1
TtvSuchaClutch,NA East,2019-10-28,1,1
TtvSuchaClutch,NA East,2019-11-01,1,1
TtvSuchaClutch,NA East,2019-11-02,1,1
Bully fell off,NA East,2019-10-19,1,1
?Rics,NA East,2019-10-28,2,2
?Rics,NA East,2019-11-01,1,1
Dispatient,NA East,2019-10-18,1,1
Dispatient,NA East,2019-10-21,1,1
Dispatient,NA East,2019-10-25,1,1
Dispatient,NA East,2019-10-31,2,2
Dispatient,NA East,2019-11-02,1,1
Dispatient,NA East,2019-11-03,1,1
prxtect,NA East,2019-10-20,1,1
prxtect,NA East,2019-10-21,1,1
prxtect,NA East,2019-10-23,1,1
prxtect,NA East,2019-11-03,1,1
Twitch Kyle614,NA East,2019-10-20,3,2
Twitch Kyle614,NA East,2019-11-04,2,2
Twitch Kyle614,NA East,2019-10-22,1,1
Trunk?.,NA East,2019-10-16,5,5
Trunk?.,NA East,2019-10-15,2,2
Trunk?.,NA East,2019-10-18,2,2
Trunk?.,NA East,2019-10-20,1,1
Trunk?.,NA East,2019-10-24,3,2
Trunk?.,NA East,2019-10-25,2,1
Trunk?.,NA East,2019-11-05,1,1
Trunk?.,NA East,2019-11-07,1,1
Trunk?.,NA East,2019-10-26,1,1
Trunk?.,NA East,2019-11-01,1,1
Trunk?.,NA East,2019-11-06,2,1
Trunk?.,NA East,2019-11-04,1,1
PwndaBae ??,NA East,2019-10-25,1,1
clexzi,NA East,2019-10-18,1,1
gnyus.,NA East,2019-10-22,1,1
space cowboyㅤ,NA East,2019-10-15,2,1
space cowboyㅤ,NA East,2019-10-18,1,1
space cowboyㅤ,NA East,2019-10-21,1,1
?oza,NA East,2019-11-01,1,1
xxx barcode,NA East,2019-10-17,1,1
xxx barcode,NA East,2019-10-20,1,1
xxx barcode,NA East,2019-11-07,1,1
fat wah wah baby,NA East,2019-11-04,1,1
RoundCargo60781,NA East,2019-10-20,1,1
RoundCargo60781,NA East,2019-10-23,2,1
RoundCargo60781,NA East,2019-10-21,1,1
DEV TexMex,NA East,2019-10-16,2,1
DEV TexMex,NA East,2019-10-26,5,2
DEV TexMex,NA East,2019-10-25,1,1
DEV TexMex,NA East,2019-11-01,1,1
wîrox,NA East,2019-10-19,2,2
wîrox,NA East,2019-10-15,1,1
wîrox,NA East,2019-10-27,1,1
77 jm0ck,NA East,2019-10-19,1,1
77 jm0ck,NA East,2019-10-26,2,1
77 jm0ck,NA East,2019-10-23,1,1
77 jm0ck,NA East,2019-10-31,2,2
77 jm0ck,NA East,2019-10-30,1,1
77 jm0ck,NA East,2019-11-02,1,1
MRKN Kawzmik,NA East,2019-10-17,2,2
MRKN Kawzmik,NA East,2019-10-16,1,1
MRKN Kawzmik,NA East,2019-10-20,1,1
MRKN Kawzmik,NA East,2019-10-29,1,1
MRKN Kawzmik,NA East,2019-11-01,1,1
MRKN Kawzmik,NA East,2019-11-04,2,2
MRKN Kawzmik,NA East,2019-11-05,2,2
MRKN Kawzmik,NA East,2019-10-21,1,1
MRKN Kawzmik,NA East,2019-10-24,1,1
MRKN Kawzmik,NA East,2019-10-28,2,1
Ark Hates Ping,NA East,2019-10-15,2,1
Ark Hates Ping,NA East,2019-10-14,1,1
Ark Hates Ping,NA East,2019-11-04,1,1
Talent?d,NA East,2019-10-25,3,3
Talent?d,NA East,2019-10-30,1,1
Connfident,NA East,2019-10-15,1,1
Connfident,NA East,2019-10-18,1,1
Connfident,NA East,2019-10-21,1,1
Connfident,NA East,2019-10-25,1,1
Resolve 2,NA East,2019-11-04,1,1
Dex is cracked,NA East,2019-10-20,1,1
Dex is cracked,NA East,2019-10-26,2,2
Cu?l,NA East,2019-10-19,1,1
Cu?l,NA East,2019-10-28,1,1
Chef Tricky,NA East,2019-10-28,1,1
RG Exce11s,NA East,2019-10-20,4,3
RG Exce11s,NA East,2019-10-28,1,1
Xeqtz.,NA East,2019-10-25,1,1
MasterMantis465,NA East,2019-10-16,2,2
MasterMantis465,NA East,2019-10-20,2,2
MasterMantis465,NA East,2019-10-24,5,3
MasterMantis465,NA East,2019-10-26,5,4
MasterMantis465,NA East,2019-10-21,3,2
MasterMantis465,NA East,2019-10-25,3,3
MasterMantis465,NA East,2019-10-22,1,1
MasterMantis465,NA East,2019-10-23,1,1
MasterMantis465,NA East,2019-10-29,2,2
MasterMantis465,NA East,2019-10-28,1,1
MasterMantis465,NA East,2019-11-05,2,1
MasterMantis465,NA East,2019-11-02,1,1
illest pub,NA East,2019-10-19,1,1
illest pub,NA East,2019-10-20,1,1
illest pub,NA East,2019-11-02,1,1
illest pub,NA East,2019-11-03,1,1
illest pub,NA East,2019-11-04,1,1
illest pub,NA East,2019-10-30,1,1
illest pub,NA East,2019-10-31,1,1
illest pub,NA East,2019-10-24,2,2
illest pub,NA East,2019-10-21,1,1
Rickeh GG,NA East,2019-11-05,1,1
Rickeh GG,NA East,2019-10-27,1,1
Rickeh GG,NA East,2019-10-28,1,1
Washed Shua,NA East,2019-10-20,3,3
Washed Shua,NA East,2019-10-21,2,1
Washed Shua,NA East,2019-10-24,1,1
Washed Shua,NA East,2019-10-29,1,1
